	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_01.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_03.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_04.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_05.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_06.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_07.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_08.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_09.c3d	128_F_P_sh_L_ND_A_10.c3d	128_F_P_sh_L_ND_A_10.c3d	128_F_P_sh_L_ND_A_10.c3d	128_F_P_sh_L_ND_A_10.c3d	128_F_P_sh_L_ND_A_10.c3d	128_F_P_sh_L_ND_A_10.c3d	128_F_P_sh_L_ND_A_10.c3d	128_F_P_sh_L_ND_A_10.c3d
7	0.122693	0.181132	0.240809	0.277894	0.144324	0.215427	0.167378	0.215195	0.131621	0.181354	0.421986	0.466021	0.207811	0.098441	0.336796	0.297715	0.165983	0.191825	0.187648	0.220619	0.412385	0.338931	0.198299	0.106659	0.231016	0.159910	0.316216	0.305406	0.650005	0.589771	0.457524	0.553638	0.277555	0.199507	0.382859	0.405633	0.391245	0.454576	0.365297	0.262631	0.211967	0.199896	0.540240	0.477095	0.322923	0.294744	0.512216	0.399045	0.125942	0.092527	0.628187	0.745344	0.239580	0.204373	0.357818	0.335436	0.144344	0.065947	0.809126	0.613746	0.188269	0.151175	0.383768	0.399126	0.180900	0.094537	0.501215	0.537841	0.523330	0.300635	0.245908	0.116373
8	0.139165	0.183688	0.257364	0.246043	0.189869	0.435020	0.205799	0.255804	0.164909	0.179694	0.401459	0.473269	0.216656	0.101873	0.317689	0.314736	0.253274	0.248504	0.189529	0.227495	0.410275	0.346573	0.201652	0.115865	0.125170	0.158535	0.315912	0.306792	0.649523	0.593429	0.351406	0.365773	0.285844	0.276706	0.369113	0.406093	0.394429	0.446453	0.372540	0.271458	0.214357	0.199572	0.564937	0.568325	0.299815	0.303698	0.511786	0.397861	0.126359	0.115929	0.706347	0.819968	0.235117	0.190839	0.409352	0.381107	0.143301	0.067986	0.811417	0.608249	0.186171	0.157561	0.377532	0.401294	0.207312	0.086363	0.501466	0.551464	0.506830	0.256633	0.242627	0.121674
9	0.158524	0.210762	0.258665	0.244572	0.337619	0.429631	0.248216	0.273568	0.163178	0.181336	0.395511	0.502531	0.200198	0.145998	0.306782	0.320011	0.295536	0.331289	0.224820	0.226200	0.410855	0.348923	0.199515	0.116927	0.108832	0.156387	0.299942	0.346732	0.650475	0.592312	0.293142	0.217415	0.308158	0.290352	0.354565	0.394723	0.378688	0.438220	0.366843	0.271218	0.213952	0.196466	0.561888	0.581913	0.288544	0.347579	0.506438	0.373654	0.136167	0.118865	0.720432	0.838745	0.210132	0.180038	0.496423	0.475500	0.159951	0.089912	0.804120	0.610743	0.200571	0.157353	0.369969	0.402368	0.261968	0.153455	0.499435	0.549269	0.505694	0.258911	0.251930	0.143001
10	0.169478	0.213397	0.261622	0.265492	0.359053	0.453238	0.262482	0.279083	0.209940	0.200916	0.366985	0.479292	0.182901	0.194464	0.297850	0.296335	0.301726	0.403487	0.232741	0.208301	0.414039	0.350127	0.199137	0.122162	0.112040	0.152294	0.302661	0.376686	0.650818	0.593812	0.293684	0.186185	0.332031	0.293546	0.358423	0.352452	0.346495	0.432455	0.369258	0.270291	0.210168	0.194138	0.549281	0.557679	0.271491	0.365451	0.490479	0.333011	0.141839	0.121104	0.725672	0.839496	0.201667	0.179053	0.580439	0.628114	0.229422	0.092036	0.765163	0.616279	0.234644	0.157221	0.360515	0.399850	0.269863	0.155402	0.486705	0.547339	0.505684	0.257624	0.252728	0.169372
11	0.172739	0.265283	0.312410	0.297530	0.364820	0.484922	0.296172	0.286390	0.238432	0.202367	0.343469	0.367725	0.125338	0.271383	0.313707	0.191444	0.301425	0.437583	0.226627	0.167160	0.413766	0.349738	0.201384	0.130554	0.106225	0.113748	0.284857	0.487212	0.635322	0.586758	0.313392	0.192290	0.342482	0.324961	0.343144	0.330890	0.333420	0.438740	0.375673	0.271439	0.275815	0.303892	0.544436	0.549644	0.270843	0.365871	0.429269	0.285994	0.142233	0.121337	0.761726	0.842098	0.191880	0.176756	0.617248	0.789433	0.253881	0.092906	0.691037	0.609825	0.260700	0.175840	0.344429	0.386947	0.280045	0.239711	0.449970	0.546459	0.506066	0.283482	0.243322	0.167203
12	0.176238	0.331926	0.389492	0.351424	0.395808	0.518346	0.394385	0.328952	0.255908	0.172517	0.350147	0.326416	0.147917	0.347883	0.291368	0.192162	0.435893	0.456986	0.266728	0.172947	0.407751	0.334574	0.207750	0.130501	0.102112	0.133377	0.271807	0.494921	0.623433	0.573180	0.340967	0.209418	0.378641	0.324669	0.377448	0.325586	0.337657	0.437258	0.381348	0.272882	0.380949	0.414227	0.541234	0.580062	0.279019	0.361194	0.354584	0.230757	0.142018	0.119756	0.777893	0.838331	0.181822	0.157078	0.637185	0.903888	0.256844	0.091366	0.622844	0.588294	0.265298	0.185421	0.321189	0.354871	0.290585	0.275238	0.406588	0.530254	0.500738	0.282735	0.245533	0.169117
13	0.172509	0.370626	0.430287	0.348856	0.411510	0.521526	0.423277	0.349745	0.256223	0.169518	0.363116	0.262404	0.165435	0.439241	0.285124	0.216363	0.463798	0.481854	0.272678	0.202704	0.401727	0.326182	0.216910	0.130488	0.097781	0.156146	0.271557	0.495842	0.638614	0.591510	0.356252	0.219642	0.376710	0.332053	0.444398	0.338640	0.309192	0.388515	0.355729	0.264264	0.391949	1.010434	0.541374	0.618129	0.279243	0.356858	0.322050	0.191352	0.145519	0.120445	0.742173	0.791712	0.181446	0.100802	0.639561	0.966345	0.302702	0.097580	0.578296	0.555463	0.282930	0.195394	0.313859	0.326941	0.299736	0.303401	0.337501	0.473563	0.520432	0.290331	0.259757	0.170745
14	0.192379	0.488690	0.433182	0.340673	0.438994	0.520635	0.421696	0.340974	0.254061	0.228947	0.371881	0.261152	0.188083	0.458045	0.282650	0.229698	0.470806	0.485844	0.306893	0.194282	0.392568	0.330646	0.279671	0.142874	0.075620	0.158619	0.289383	0.493731	0.653489	0.609983	0.359375	0.224620	0.351253	0.365924	0.479768	0.350313	0.289566	0.331816	0.332342	0.244724	0.421325	1.121906	0.535266	0.605169	0.285005	0.354453	0.323935	0.188245	0.152019	0.120457	0.717442	0.719490	0.173356	0.083407	0.658792	0.968928	0.392284	0.107697	0.602468	0.517764	0.302040	0.198548	0.324386	0.322633	0.300479	0.329940	0.315432	0.385920	0.534513	0.297633	0.257701	0.175370
15	0.230158	0.519181	0.464394	0.338234	0.454161	0.512657	0.423188	0.320668	0.300208	0.266844	0.385550	0.260307	0.217805	0.476693	0.281016	0.228740	0.470068	0.495108	0.328724	0.199209	0.389713	0.331116	0.316247	0.165193	0.131569	0.162550	0.314601	0.491856	0.608658	0.631240	0.357420	0.232612	0.323883	0.442117	0.470717	0.350275	0.277701	0.334140	0.347491	0.233031	0.425912	1.124913	0.552286	0.681758	0.340590	0.352942	0.318714	0.188226	0.133587	0.123355	0.707629	0.676432	0.170764	0.077545	0.659113	0.978464	0.443552	0.191169	0.617729	0.478072	0.313221	0.217436	0.328495	0.321516	0.303283	0.336143	0.378032	0.465389	0.526992	0.306441	0.258780	0.176865
16	0.236360	0.559645	0.512731	0.367598	0.449661	0.509317	0.430269	0.329032	0.336516	0.382179	0.367298	0.295072	0.234155	0.519977	0.301268	0.233477	0.479993	0.499210	0.324004	0.199448	0.377476	0.322332	0.315126	0.170740	0.242548	0.168021	0.331973	0.493089	0.498561	0.597879	0.362995	0.225661	0.313424	0.494746	0.463151	0.330779	0.276956	0.323823	0.351943	0.229855	0.430311	1.122897	0.528924	0.690903	0.409912	0.353103	0.321891	0.210833	0.128051	0.134448	0.667367	0.655083	0.166164	0.085861	0.680422	1.003757	0.456232	0.213719	0.615474	0.444969	0.318064	0.231428	0.320363	0.320568	0.319854	0.386571	0.346783	0.516472	0.492885	0.275644	0.266991	0.192845
17	0.252353	0.552633	0.540020	0.418690	0.450086	0.503886	0.456957	0.348857	0.332265	0.410186	0.288689	0.278392	0.240940	0.546160	0.307178	0.232848	0.483081	0.507394	0.303128	0.192821	0.347149	0.329241	0.315275	0.178433	0.296168	0.172447	0.388746	0.497640	0.477818	0.593918	0.371649	0.223343	0.276126	0.532158	0.465743	0.373210	0.292252	0.311407	0.351815	0.232595	0.431489	1.122582	0.503023	0.675633	0.415620	0.364689	0.320574	0.244226	0.151660	0.132736	0.590776	0.523489	0.151726	0.078894	0.742722	1.023810	0.564606	0.281721	0.604371	0.441560	0.307747	0.230395	0.309430	0.320511	0.325519	0.404935	0.352752	0.487677	0.408399	0.239375	0.240441	0.199034
18	0.288104	0.566263	0.526704	0.424027	0.465972	0.377276	0.435783	0.314833	0.322743	0.425408	0.250263	0.258823	0.282371	0.551684	0.266591	0.215163	0.485497	0.511276	0.300509	0.194295	0.350712	0.333325	0.315026	0.204241	0.337460	0.260607	0.388154	0.488351	0.401966	0.585632	0.449466	0.266188	0.330402	0.536667	0.510701	0.374906	0.313381	0.413741	0.340516	0.232958	0.426753	1.122713	0.429494	0.654988	0.410039	0.363240	0.324487	0.266272	0.156000	0.111486	0.471721	0.335272	0.149248	0.078225	0.780391	1.034781	0.591513	0.288269	0.518839	0.424586	0.305829	0.228726	0.294115	0.321439	0.319824	0.422581	0.367888	0.426970	0.463917	0.220681	0.220397	0.221793
19	0.293038	0.555680	0.531287	0.432494	0.477954	0.420618	0.422984	0.304987	0.301889	0.489253	0.251824	0.276474	0.292708	0.568155	0.256898	0.184475	0.453141	0.517613	0.302185	0.199268	0.341788	0.329814	0.315428	0.213100	0.344034	0.320766	0.387784	0.439562	0.308795	0.539128	0.509059	0.308526	0.325321	0.497441	0.606828	0.396959	0.295189	0.614279	0.338657	0.238302	0.430762	1.125152	0.399607	0.577997	0.399163	0.365171	0.326190	0.274269	0.155219	0.113447	0.439617	0.339179	0.139945	0.077882	0.790467	1.039734	0.588116	0.289079	0.460820	0.378261	0.303914	0.225283	0.271594	0.329626	0.279760	0.433677	0.373161	0.417902	0.464618	0.203957	0.215539	0.216081
20	0.290813	0.556409	0.550350	0.419699	0.472025	0.555169	0.412654	0.303137	0.287175	0.514085	0.318472	0.331676	0.296119	0.559628	0.262035	0.173886	0.418562	0.463284	0.279008	0.198732	0.301082	0.328091	0.314899	0.216114	0.347151	0.327124	0.394675	0.400123	0.290241	0.527560	0.508982	0.311417	0.311046	0.508812	0.648285	0.402973	0.331069	0.658958	0.355004	0.235062	0.463462	1.125511	0.422647	0.533591	0.395057	0.400634	0.300363	0.263230	0.148980	0.113769	0.434614	0.385872	0.145636	0.081260	0.823564	1.077909	0.602684	0.300175	0.427836	0.335774	0.302122	0.217178	0.264576	0.321945	0.248965	0.469141	0.440150	0.462521	0.464765	0.200234	0.217973	0.211455
21	0.291277	0.546472	0.524730	0.406095	0.550111	0.579329	0.381266	0.304125	0.307404	0.547160	0.317671	0.325235	0.314860	0.546052	0.264178	0.170754	0.410558	0.428384	0.267810	0.199216	0.232501	0.341877	0.312010	0.213729	0.353956	0.326743	0.382068	0.388499	0.290468	0.553743	0.497581	0.308087	0.308403	0.513791	0.680439	0.422776	0.359127	0.681221	0.399020	0.236184	0.501435	1.131898	0.417165	0.533195	0.420750	0.397538	0.274454	0.254156	0.151102	0.116711	0.380257	0.392825	0.108515	0.090120	0.873277	1.182985	0.603869	0.325748	0.410345	0.308750	0.316575	0.219610	0.262337	0.306897	0.241814	0.487087	0.446671	0.477161	0.484170	0.209318	0.247522	0.210696
22	0.300411	0.538080	0.468784	0.337458	0.539767	0.588650	0.304444	0.276778	0.422542	0.554996	0.307032	0.341500	0.327312	0.513129	0.245496	0.172558	0.408143	0.390380	0.269229	0.209491	0.222811	0.279384	0.304881	0.209935	0.360120	0.334271	0.356871	0.228589	0.321973	0.572496	0.472459	0.297555	0.336939	0.500725	0.687513	0.437154	0.355149	0.730522	0.443994	0.276150	0.477271	1.111305	0.541658	0.546267	0.426168	0.386126	0.254772	0.272219	0.163699	0.120450	0.249348	0.387782	0.091689	0.093067	0.911695	1.258249	0.604526	0.377088	0.420752	0.300404	0.418914	0.248627	0.255608	0.273582	0.236705	0.453756	0.447239	0.456831	0.480724	0.188987	0.244716	0.208670
23	0.311986	0.503662	0.445221	0.300166	0.529203	0.595300	0.294989	0.256617	0.413320	0.532053	0.296215	0.365760	0.326678	0.489639	0.224137	0.170209	0.312899	0.373346	0.258585	0.228467	0.221420	0.277971	0.287030	0.210338	0.366489	0.327060	0.403247	0.210592	0.335214	0.571569	0.476064	0.291434	0.343888	0.505022	0.655505	0.440880	0.358391	0.733872	0.451573	0.302612	0.401706	1.093559	0.682252	0.565144	0.417662	0.372779	0.250454	0.297126	0.188527	0.116622	0.187178	0.372526	0.084681	0.092434	0.928913	1.286662	0.605985	0.380335	0.423895	0.293288	0.537005	0.273413	0.261092	0.253222	0.219107	0.436385	0.474452	0.457688	0.466469	0.211940	0.270706	0.211419
24	0.316859	0.419172	0.473428	0.301401	0.501238	0.593045	0.300531	0.239606	0.389156	0.567474	0.331472	0.356627	0.322541	0.414718	0.215762	0.140225	0.205910	0.342533	0.302585	0.363843	0.247099	0.311469	0.282517	0.215409	0.368468	0.323461	0.446626	0.239879	0.353063	0.559651	0.491594	0.291459	0.370865	0.531710	0.608453	0.434791	0.359638	0.734149	0.433017	0.286957	0.395250	0.602452	0.837033	0.669907	0.410536	0.372714	0.216510	0.305002	0.181908	0.116927	0.259383	0.422388	0.083312	0.098115	0.922107	1.297335	0.617318	0.384279	0.439577	0.283865	0.555728	0.326267	0.289980	0.245505	0.209888	0.423706	0.579148	0.483806	0.460850	0.205862	0.278245	0.215145
25	0.291973	0.368723	0.446260	0.302314	0.509111	0.624814	0.311246	0.243944	0.374176	0.626366	0.361717	0.398926	0.313080	0.403507	0.220766	0.121659	0.193957	0.348085	0.293101	0.390391	0.251244	0.316682	0.286905	0.217682	0.370965	0.355191	0.490450	0.290607	0.348378	0.547551	0.494925	0.291778	0.424607	0.532406	0.569768	0.423024	0.363173	0.743076	0.432232	0.280464	0.357331	0.304109	0.893340	0.809066	0.414326	0.364954	0.217114	0.305000	0.189907	0.113483	0.330663	0.485641	0.083126	0.100105	0.887092	1.269665	0.602815	0.406441	0.438530	0.275313	0.573960	0.374488	0.331550	0.245755	0.214677	0.407464	0.761789	0.680719	0.445597	0.195197	0.276857	0.212558
