	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d
22	0.127073	0.235843	0.093923	0.241182	0.191463	0.239785	0.344727	0.821250	0.115656	0.183570	0.596834	0.134621	0.119745	0.262753	0.278541	0.302419	0.113881	0.288389	0.439413	0.534045	0.417496	0.229554	0.523747	0.691975	0.188411	0.385608	0.296790	0.109411	0.115146	0.563627	0.374491	0.130658	0.182750	0.060087	0.239457	0.160646	0.100849	0.436654	0.181068	0.245873	0.136000	0.140661	0.212645	0.299669	0.112715	0.359667	0.410830	0.804075	0.316937	0.144266	0.249629	0.058689	0.733578	0.059362	0.238895	0.681330	0.100769	0.077874	0.320149	0.174534	0.195386	0.099211	0.307086	0.642508	0.102425	0.214567	0.580533	0.179234	0.607167	0.105657	0.346389	0.441163	0.283695	0.167917	0.815575	0.082672	0.085088	0.230738	0.233879	0.697665
23	0.107935	0.230244	0.125923	0.254927	0.187635	0.327159	0.340593	0.733221	0.115926	0.169692	0.597001	0.140771	0.115162	0.285933	0.265106	0.239091	0.111337	0.253564	0.396076	0.514974	0.409489	0.219879	0.522548	0.677821	0.180089	0.370608	0.287806	0.109392	0.114508	0.634278	0.337793	0.122172	0.177284	0.051081	0.240146	0.160037	0.102284	0.421872	0.170250	0.254569	0.121124	0.145328	0.233352	0.265947	0.115038	0.387507	0.418285	0.775968	0.303246	0.102177	0.250032	0.060354	0.543504	0.059272	0.220207	0.636888	0.094926	0.090193	0.321304	0.187888	0.183286	0.104150	0.306588	0.627300	0.103879	0.191270	0.555253	0.179045	0.595810	0.091658	0.354378	0.405721	0.282913	0.171286	0.805531	0.065785	0.079735	0.232632	0.222243	0.648537
24	0.108409	0.225103	0.127191	0.256451	0.185685	0.348872	0.332851	0.574696	0.116071	0.162971	0.590106	0.145881	0.111586	0.361358	0.248535	0.218165	0.114369	0.247073	0.390098	0.493761	0.397515	0.214597	0.524136	0.530162	0.159587	0.339929	0.260896	0.110222	0.110249	0.652456	0.205466	0.043646	0.168274	0.047641	0.239325	0.154619	0.101063	0.442282	0.158056	0.256991	0.114679	0.140298	0.229659	0.228991	0.114992	0.445591	0.417692	0.776059	0.248095	0.100295	0.270509	0.060299	0.192431	0.060538	0.200306	0.556433	0.093410	0.099524	0.306278	0.198611	0.158980	0.105596	0.307421	0.592303	0.103576	0.130644	0.476253	0.172058	0.584349	0.086196	0.355241	0.401241	0.283156	0.192839	0.658676	0.056112	0.076559	0.240344	0.224556	0.575251
25	0.111278	0.205643	0.129190	0.258262	0.185997	0.378148	0.249443	0.490175	0.116529	0.159321	0.590226	0.148156	0.097200	0.386095	0.240780	0.217347	0.113960	0.261360	0.353582	0.458728	0.361635	0.206984	0.528112	0.417790	0.155913	0.317784	0.261933	0.110385	0.107490	0.666879	0.056423	0.036053	0.163731	0.047546	0.242587	0.148387	0.098133	0.457714	0.152254	0.256859	0.092077	0.153972	0.229635	0.198434	0.112723	0.485879	0.412420	0.755451	0.222682	0.100374	0.281160	0.059565	0.183896	0.059091	0.201407	0.462374	0.095568	0.100741	0.336850	0.211485	0.157181	0.122164	0.306019	0.553343	0.131413	0.129410	0.407177	0.156179	0.476103	0.086438	0.319185	0.407327	0.283621	0.177393	0.547315	0.052793	0.059224	0.559653	0.215957	0.496275
26	0.097981	0.180599	0.158853	0.258315	0.184747	0.502276	0.238889	0.478367	0.117522	0.166748	0.595932	0.145411	0.093518	0.480910	0.172224	0.217251	0.106375	0.271722	0.339095	0.424137	0.359165	0.197813	0.511911	0.354768	0.149311	0.135582	0.267515	0.110363	0.111066	0.703213	0.054562	0.032420	0.160509	0.047134	0.245626	0.144432	0.093659	0.458400	0.143061	0.256767	0.076262	0.185062	0.230552	0.168569	0.100447	0.479791	0.404382	0.816210	0.203270	0.098560	0.291538	0.059737	0.178281	0.058394	0.181237	0.359899	0.095345	0.100834	0.378651	0.220501	0.135841	0.125698	0.310779	0.518211	0.138356	0.118313	0.393579	0.143181	0.372509	0.074513	0.293307	0.413735	0.281573	0.176092	0.535030	0.050239	0.060798	0.619027	0.196275	0.427695
27	0.104514	0.170334	0.179944	0.265138	0.161693	0.563363	0.222029	0.479357	0.118074	0.162697	0.595762	0.155572	0.083717	0.614605	0.172169	0.245321	0.086015	0.262568	0.342425	0.421898	0.350012	0.163156	0.461863	0.313712	0.145802	0.116547	0.257294	0.102464	0.112468	0.764786	0.054740	0.033961	0.146313	0.043826	0.242227	0.146864	0.092425	0.451607	0.126698	0.252550	0.073560	0.185729	0.228327	0.156630	0.073914	0.486712	0.389640	0.869691	0.196541	0.099931	0.292421	0.065277	0.176715	0.074570	0.166550	0.302079	0.092451	0.099511	0.380952	0.227707	0.108956	0.133397	0.322629	0.499761	0.168349	0.105070	0.314630	0.142433	0.317823	0.044984	0.289261	0.409372	0.279246	0.205703	0.434568	0.047884	0.058686	0.683245	0.169756	0.386362
28	0.106053	0.197827	0.178419	0.287753	0.130374	0.602303	0.180535	0.471358	0.114054	0.162159	0.528234	0.168604	0.086816	0.750372	0.163256	0.311467	0.083533	0.268004	0.323640	0.436996	0.350850	0.133059	0.456661	0.261356	0.143900	0.103307	0.251669	0.099846	0.113772	0.832322	0.112600	0.037311	0.141418	0.037835	0.256607	0.166633	0.081594	0.438483	0.142512	0.240364	0.067893	0.187048	0.205518	0.156879	0.070264	0.485925	0.376752	0.876921	0.196816	0.101957	0.294446	0.066685	0.190077	0.075649	0.178078	0.280165	0.088557	0.099180	0.373690	0.235764	0.094429	0.162228	0.296306	0.497922	0.223886	0.098403	0.234718	0.153719	0.125358	0.049697	0.291904	0.383943	0.265498	0.351709	0.299467	0.047196	0.059197	0.721168	0.165037	0.378321
29	0.106870	0.201021	0.177904	0.319542	0.123578	0.617017	0.129458	0.447473	0.113313	0.154198	0.501337	0.177743	0.088471	0.776198	0.170217	0.337809	0.095926	0.289853	0.307516	0.454002	0.345842	0.119788	0.449969	0.212659	0.133591	0.106726	0.221014	0.090991	0.099074	0.800007	0.135184	0.046731	0.140441	0.033499	0.273402	0.205362	0.073626	0.437541	0.143804	0.220474	0.069742	0.187720	0.198763	0.168000	0.065826	0.502598	0.371857	0.864155	0.196196	0.090085	0.297544	0.061992	0.183830	0.075639	0.208228	0.276686	0.083286	0.100038	0.374728	0.239555	0.094779	0.238587	0.252677	0.498545	0.231424	0.093837	0.191777	0.166754	0.107386	0.053505	0.289721	0.341140	0.248896	0.357981	0.212869	0.050460	0.064027	0.722627	0.163791	0.377386
30	0.111105	0.184281	0.177951	0.348852	0.090108	0.613016	0.119395	0.405765	0.114251	0.142998	0.448495	0.185767	0.088076	0.784828	0.155989	0.352322	0.109240	0.296989	0.262542	0.461598	0.340646	0.122637	0.431048	0.192314	0.118397	0.102447	0.191695	0.051236	0.106033	0.800235	0.137465	0.047907	0.140795	0.031703	0.271913	0.250642	0.069778	0.434117	0.148268	0.190461	0.062675	0.186012	0.183693	0.177894	0.046815	0.505794	0.332476	0.881272	0.195274	0.085878	0.298979	0.060677	0.161302	0.076317	0.217473	0.277790	0.076646	0.104129	0.376590	0.240321	0.094802	0.245638	0.253302	0.498380	0.230904	0.091176	0.174115	0.176692	0.107047	0.053817	0.313621	0.263890	0.245208	0.367194	0.182090	0.058736	0.064768	0.725646	0.160477	0.361306
31	0.112229	0.179601	0.182083	0.368759	0.078520	0.612048	0.093916	0.369917	0.114473	0.144454	0.292334	0.190953	0.088586	0.788101	0.149744	0.354983	0.110237	0.302248	0.201597	0.457008	0.337789	0.124531	0.421732	0.192373	0.112703	0.089976	0.190412	0.035139	0.114393	0.796098	0.141033	0.047915	0.136083	0.027833	0.280039	0.283821	0.054340	0.416281	0.149963	0.172051	0.056998	0.171448	0.180099	0.175704	0.047221	0.515365	0.316346	0.933557	0.177853	0.080264	0.266672	0.060685	0.149212	0.076708	0.217602	0.276381	0.062991	0.107421	0.371674	0.238739	0.096588	0.248770	0.244866	0.497151	0.228540	0.088099	0.176626	0.181590	0.104765	0.054351	0.289459	0.167317	0.246924	0.375213	0.178829	0.072318	0.064435	0.726363	0.150867	0.329967
32	0.114661	0.181310	0.246906	0.384928	0.073476	0.615199	0.083906	0.342803	0.115646	0.139956	0.233298	0.192597	0.080694	0.767647	0.129615	0.354475	0.108610	0.496095	0.175923	0.441700	0.321400	0.124836	0.352137	0.194145	0.088666	0.080665	0.188829	0.034109	0.115211	0.786486	0.171842	0.050859	0.102682	0.027206	0.257311	0.302837	0.052780	0.399531	0.148427	0.147208	0.056493	0.149322	0.174925	0.174687	0.046588	0.509646	0.281217	0.956268	0.120169	0.080086	0.226737	0.056073	0.149509	0.075349	0.185479	0.270320	0.055119	0.107131	0.369421	0.231121	0.101727	0.296269	0.240982	0.495274	0.228805	0.085082	0.176440	0.182656	0.101568	0.054920	0.277017	0.151219	0.245936	0.392726	0.180123	0.087150	0.058571	0.731640	0.141926	0.294380
33	0.115010	0.180890	0.332251	0.391048	0.071427	0.603601	0.061560	0.308382	0.090036	0.137634	0.231535	0.189947	0.072466	0.767134	0.115839	0.354372	0.108674	0.570184	0.155922	0.415033	0.208797	0.125583	0.241036	0.191662	0.053399	0.089918	0.186569	0.038565	0.113201	0.759021	0.175819	0.051553	0.106610	0.027376	0.266337	0.307225	0.034987	0.356724	0.147983	0.123881	0.056642	0.146748	0.135242	0.166618	0.044995	0.478557	0.277404	0.964960	0.092915	0.081733	0.217864	0.051373	0.173640	0.069768	0.181292	0.237268	0.050500	0.103866	0.390919	0.217719	0.099198	0.347767	0.215249	0.494770	0.228808	0.082928	0.161692	0.181966	0.129145	0.055166	0.287773	0.148170	0.204128	0.394717	0.173922	0.099761	0.058682	0.721834	0.149923	0.261583
34	0.115685	0.176533	0.340148	0.395857	0.066373	0.571280	0.040834	0.268223	0.085036	0.132563	0.233367	0.184919	0.070251	0.765401	0.114092	0.354284	0.109311	0.612040	0.159265	0.380271	0.176673	0.132768	0.208187	0.186285	0.055034	0.093392	0.196941	0.049986	0.102263	0.711906	0.204712	0.050288	0.144550	0.026785	0.267184	0.302110	0.029268	0.236894	0.148427	0.110733	0.051146	0.135753	0.117568	0.156202	0.039855	0.460974	0.252894	0.966044	0.108187	0.081880	0.218193	0.051947	0.169557	0.069560	0.187924	0.182693	0.050357	0.094860	0.372108	0.204427	0.097362	0.350570	0.218847	0.495065	0.226849	0.082474	0.154351	0.180195	0.144763	0.055807	0.286635	0.143922	0.099394	0.394523	0.144858	0.108972	0.060653	0.716042	0.136248	0.230714
35	0.116387	0.172743	0.347647	0.400928	0.064511	0.548294	0.035732	0.218353	0.093687	0.145128	0.234009	0.179356	0.069917	0.735002	0.114986	0.354235	0.106571	0.628417	0.168607	0.343304	0.142968	0.142692	0.207628	0.178333	0.059335	0.093095	0.194239	0.063541	0.098714	0.643322	0.219059	0.050226	0.192264	0.023405	0.260179	0.300878	0.027624	0.129989	0.151659	0.107670	0.051162	0.135470	0.115998	0.144620	0.032291	0.455883	0.222787	0.961915	0.106648	0.079233	0.218057	0.052503	0.172275	0.069415	0.197050	0.156548	0.049886	0.081693	0.335309	0.207978	0.098079	0.361913	0.197211	0.494429	0.225685	0.082392	0.153244	0.177649	0.140323	0.054656	0.277947	0.143637	0.086340	0.394976	0.132478	0.115501	0.061252	0.720906	0.119588	0.199911
36	0.115214	0.170681	0.362569	0.407992	0.054099	0.537640	0.054535	0.169372	0.122182	0.177811	0.231862	0.175577	0.069532	0.723447	0.109256	0.354268	0.096206	0.644922	0.170276	0.307751	0.091350	0.151140	0.176334	0.166224	0.074429	0.103960	0.201163	0.063698	0.100245	0.620092	0.224551	0.050265	0.259996	0.019202	0.274949	0.309975	0.024330	0.051821	0.155309	0.107862	0.053080	0.074624	0.120220	0.152415	0.028496	0.387051	0.185066	0.935598	0.170557	0.076282	0.222490	0.060524	0.179004	0.066794	0.187971	0.147752	0.047047	0.069656	0.334603	0.251909	0.100248	0.427669	0.195033	0.485127	0.227192	0.082780	0.138260	0.176052	0.140246	0.053598	0.266250	0.138023	0.086616	0.396866	0.133651	0.121911	0.060114	0.717131	0.123159	0.162282
37	0.108816	0.161835	0.360447	0.410334	0.051363	0.442480	0.077888	0.136017	0.132907	0.188262	0.231797	0.173702	0.057707	0.693928	0.163957	0.355793	0.092544	0.648949	0.165489	0.277865	0.086671	0.151773	0.163551	0.150075	0.078039	0.106223	0.207078	0.066281	0.096952	0.578100	0.236813	0.050701	0.280782	0.016747	0.302332	0.323832	0.024569	0.045072	0.154678	0.110217	0.054540	0.044077	0.126562	0.165636	0.030496	0.353241	0.170697	0.908202	0.174215	0.074985	0.264271	0.059528	0.195235	0.066998	0.194498	0.139553	0.041524	0.057068	0.277680	0.285102	0.097417	0.427578	0.194732	0.458983	0.233031	0.083443	0.131132	0.177158	0.140345	0.053590	0.261672	0.123451	0.087057	0.398610	0.133714	0.125224	0.057410	0.631257	0.124225	0.121650
38	0.099944	0.159002	0.347447	0.411245	0.047006	0.334075	0.091639	0.149507	0.137543	0.195978	0.228778	0.174098	0.057091	0.544864	0.198751	0.338860	0.092697	0.658445	0.149098	0.275673	0.086140	0.151971	0.163103	0.137369	0.080014	0.106114	0.220025	0.091015	0.088129	0.527481	0.246808	0.049641	0.318179	0.017468	0.331708	0.349968	0.020860	0.047225	0.148559	0.123914	0.054200	0.048012	0.169427	0.164276	0.031080	0.304878	0.172166	0.848000	0.174353	0.074485	0.258446	0.065877	0.228013	0.060952	0.201828	0.130188	0.036838	0.056579	0.216564	0.301275	0.086991	0.444946	0.193125	0.410903	0.231878	0.084028	0.112665	0.178097	0.143134	0.054409	0.259610	0.097252	0.092194	0.392502	0.132534	0.127980	0.047107	0.530816	0.125968	0.090342
39	0.090484	0.162460	0.335547	0.406491	0.040524	0.277688	0.097143	0.217108	0.143067	0.196892	0.201712	0.176652	0.050824	0.369270	0.209301	0.281312	0.092629	0.654675	0.135748	0.271613	0.085984	0.155678	0.153643	0.134580	0.082431	0.136579	0.213754	0.097192	0.085834	0.419348	0.246756	0.051509	0.332065	0.028873	0.342788	0.373147	0.021202	0.051974	0.109651	0.141867	0.056697	0.049199	0.254015	0.157282	0.032138	0.303311	0.172966	0.747912	0.171853	0.074475	0.239522	0.069218	0.246249	0.046118	0.202495	0.119203	0.032695	0.057632	0.221811	0.305796	0.088509	0.516550	0.183528	0.345295	0.219334	0.082399	0.101990	0.177110	0.147767	0.054215	0.258439	0.090657	0.122537	0.395300	0.139467	0.130425	0.047161	0.523773	0.127416	0.066202
40	0.087760	0.116250	0.333217	0.390102	0.044697	0.211868	0.096952	0.257962	0.231148	0.195089	0.167499	0.181678	0.044966	0.266005	0.224936	0.243707	0.092473	0.651553	0.121782	0.255930	0.085324	0.160514	0.131591	0.130568	0.085506	0.154193	0.194968	0.097045	0.082692	0.254751	0.223425	0.049375	0.384330	0.034092	0.352301	0.385432	0.018810	0.058844	0.110211	0.150163	0.054969	0.047562	0.267890	0.144932	0.050252	0.280053	0.180365	0.661116	0.172278	0.076481	0.220469	0.069254	0.263357	0.045492	0.181513	0.109676	0.034560	0.059666	0.231774	0.302894	0.087288	0.550970	0.157971	0.283460	0.210197	0.080425	0.107394	0.171130	0.147045	0.031956	0.254061	0.090425	0.142297	0.395331	0.139909	0.130322	0.051782	0.508317	0.128113	0.055178
41	0.087430	0.114385	0.335989	0.364687	0.047150	0.193640	0.096155	0.266818	0.322012	0.184220	0.148038	0.182857	0.042080	0.227776	0.254015	0.236123	0.085795	0.649499	0.092222	0.225624	0.082771	0.161287	0.110520	0.122503	0.087914	0.181927	0.198882	0.097052	0.080596	0.248811	0.214896	0.042124	0.416387	0.043997	0.360524	0.392048	0.037704	0.058055	0.155385	0.145655	0.055582	0.046417	0.347260	0.150161	0.054703	0.226680	0.184392	0.658249	0.170684	0.078640	0.215056	0.069572	0.275106	0.046610	0.163216	0.108157	0.035115	0.058840	0.235915	0.300132	0.089232	0.554178	0.153006	0.246875	0.188308	0.068731	0.111739	0.157423	0.145435	0.031898	0.192156	0.089727	0.142280	0.395051	0.137240	0.131603	0.067673	0.614838	0.133481	0.054195
42	0.080192	0.108652	0.343459	0.335411	0.053722	0.161672	0.097007	0.265730	0.334131	0.187872	0.150346	0.171544	0.039043	0.201245	0.278621	0.251075	0.073399	0.665646	0.096421	0.188583	0.072133	0.163839	0.108849	0.108797	0.088068	0.194166	0.188485	0.096900	0.068916	0.245967	0.213721	0.041400	0.425031	0.055606	0.368442	0.398583	0.041433	0.056028	0.177332	0.140498	0.054161	0.049748	0.405460	0.160999	0.054807	0.231344	0.183182	0.653624	0.171286	0.076582	0.238729	0.073975	0.312917	0.045579	0.162576	0.117229	0.032295	0.051188	0.236432	0.299457	0.088482	0.560667	0.142964	0.244390	0.120873	0.051331	0.104402	0.141438	0.165976	0.048598	0.156190	0.091476	0.142347	0.358322	0.154906	0.134043	0.073575	0.707257	0.133472	0.056665
43	0.076942	0.096987	0.344569	0.302938	0.052912	0.144584	0.123752	0.263912	0.333667	0.189757	0.242807	0.157175	0.035473	0.192199	0.294524	0.270044	0.068835	0.666852	0.098858	0.157147	0.055851	0.163799	0.130266	0.093887	0.088629	0.196280	0.172548	0.096702	0.054321	0.242285	0.211619	0.053514	0.425803	0.061395	0.385171	0.399301	0.042586	0.057355	0.212082	0.137408	0.053947	0.049699	0.432353	0.156804	0.060964	0.300349	0.169090	0.568541	0.171753	0.070463	0.238903	0.078607	0.334595	0.039936	0.163835	0.128709	0.028984	0.045342	0.234873	0.299388	0.088588	0.606147	0.121431	0.270855	0.108286	0.034538	0.098840	0.128484	0.172052	0.055745	0.151984	0.091644	0.142896	0.236076	0.133861	0.135216	0.078702	0.720032	0.140078	0.054412
44	0.072962	0.084143	0.321587	0.272559	0.051429	0.128903	0.148875	0.263707	0.332615	0.189660	0.283333	0.142778	0.035906	0.191762	0.315353	0.282605	0.064533	0.628572	0.118776	0.139440	0.044606	0.157854	0.163238	0.079181	0.082217	0.201974	0.170467	0.096658	0.051424	0.266455	0.187172	0.057845	0.425950	0.061807	0.386339	0.386209	0.049683	0.083743	0.236432	0.136683	0.057128	0.049215	0.434624	0.152906	0.079400	0.322515	0.141609	0.524529	0.170751	0.065112	0.227478	0.081401	0.356929	0.034018	0.177876	0.143056	0.026146	0.046751	0.258817	0.297940	0.086232	0.613099	0.119056	0.315835	0.113568	0.031411	0.103208	0.118335	0.207411	0.056798	0.126700	0.091730	0.142427	0.228270	0.127565	0.136536	0.081306	0.773663	0.193135	0.054500
45	0.064197	0.081461	0.238815	0.248318	0.051325	0.128448	0.150615	0.264126	0.333503	0.187419	0.293522	0.129025	0.038940	0.189473	0.418420	0.297631	0.055660	0.473359	0.140508	0.161772	0.038420	0.149690	0.161212	0.068226	0.080816	0.203094	0.263315	0.097660	0.054538	0.239549	0.185075	0.054485	0.426217	0.062062	0.387832	0.360397	0.049941	0.104763	0.266453	0.144830	0.060771	0.049290	0.442628	0.149746	0.082704	0.334715	0.134701	0.521369	0.169924	0.060230	0.226828	0.083017	0.360125	0.035774	0.189143	0.161815	0.030607	0.053005	0.259084	0.296256	0.075506	0.603925	0.118776	0.369125	0.119554	0.032322	0.102902	0.112159	0.237595	0.056989	0.112382	0.094809	0.150644	0.213688	0.167700	0.139547	0.087559	0.799733	0.191632	0.066014
46	0.073575	0.082321	0.234571	0.242793	0.054809	0.128293	0.152668	0.266135	0.332975	0.181875	0.345655	0.116199	0.041347	0.167109	0.450053	0.314865	0.048986	0.502725	0.153167	0.219318	0.035270	0.149345	0.171012	0.058818	0.080687	0.202319	0.403422	0.100881	0.055307	0.235299	0.151098	0.055165	0.426168	0.062818	0.381040	0.334009	0.051972	0.106465	0.324162	0.160972	0.061525	0.058422	0.443723	0.141625	0.086823	0.329299	0.134180	0.529582	0.168592	0.057887	0.225500	0.086297	0.387983	0.038102	0.183055	0.170723	0.050931	0.056567	0.250475	0.297822	0.076471	0.591019	0.117542	0.421323	0.133426	0.031806	0.104373	0.111445	0.304026	0.057521	0.093713	0.097571	0.154849	0.201495	0.238214	0.141859	0.088072	0.801069	0.240382	0.083596
47	0.102285	0.084086	0.209523	0.257369	0.055289	0.127923	0.153518	0.272657	0.332257	0.183850	0.366283	0.107626	0.045813	0.139838	0.452017	0.330195	0.051307	0.520440	0.162782	0.261220	0.036693	0.154011	0.176331	0.051916	0.080623	0.197479	0.448731	0.122603	0.055783	0.290110	0.133241	0.056221	0.429765	0.065333	0.378429	0.320950	0.055460	0.110009	0.370121	0.178453	0.062301	0.077506	0.445106	0.124344	0.086748	0.330865	0.122906	0.548163	0.165644	0.056053	0.238365	0.088344	0.398584	0.042633	0.178668	0.169737	0.056817	0.056582	0.253088	0.288037	0.078872	0.617542	0.147715	0.466563	0.154304	0.035035	0.117958	0.113773	0.339923	0.057571	0.124576	0.096996	0.157093	0.160249	0.248769	0.142402	0.095870	0.746169	0.281878	0.095000
48	0.103558	0.089783	0.220503	0.275465	0.058757	0.123661	0.141548	0.283142	0.352795	0.180785	0.366041	0.104935	0.054702	0.127245	0.453228	0.342280	0.055835	0.447546	0.247981	0.299954	0.037571	0.154050	0.176595	0.049891	0.078942	0.197975	0.480084	0.126507	0.052612	0.290229	0.136908	0.056181	0.438574	0.067157	0.382315	0.320862	0.058415	0.209076	0.371882	0.187583	0.063285	0.090223	0.439458	0.115139	0.087599	0.328854	0.098852	0.557269	0.160535	0.053187	0.245160	0.088447	0.400686	0.043446	0.179103	0.176027	0.057297	0.056270	0.251154	0.240116	0.077736	0.616978	0.292607	0.477727	0.158519	0.040332	0.173407	0.120711	0.365413	0.057179	0.122059	0.086060	0.155268	0.158637	0.262622	0.137336	0.103747	0.688857	0.287026	0.099866
49	0.112496	0.102324	0.296357	0.288132	0.058500	0.116615	0.138247	0.287846	0.431777	0.173238	0.394358	0.107270	0.063088	0.077727	0.432723	0.349263	0.057391	0.503563	0.264670	0.321265	0.036315	0.140402	0.175159	0.053396	0.071797	0.199524	0.565298	0.123528	0.045869	0.289798	0.121957	0.059389	0.445724	0.066814	0.390684	0.329191	0.057772	0.263909	0.371774	0.175303	0.062038	0.125092	0.415822	0.115705	0.088813	0.340360	0.098053	0.559421	0.150006	0.051771	0.253721	0.104612	0.398407	0.042867	0.154504	0.203662	0.058402	0.058606	0.251715	0.186844	0.075050	0.581959	0.340648	0.488340	0.172931	0.045229	0.228424	0.129532	0.366291	0.056661	0.127484	0.068947	0.156252	0.158841	0.269370	0.130568	0.108163	0.685513	0.291571	0.099379
50	0.123836	0.108993	0.328266	0.296162	0.060456	0.107740	0.155483	0.264989	0.497875	0.153376	0.432454	0.108761	0.070427	0.076962	0.432824	0.342873	0.064843	0.487216	0.348726	0.328633	0.044363	0.274835	0.174298	0.054947	0.063015	0.195011	0.572325	0.124040	0.044761	0.304112	0.150378	0.061626	0.443306	0.066329	0.395458	0.335324	0.063264	0.777962	0.370827	0.160417	0.062343	0.125267	0.400097	0.111096	0.088064	0.357767	0.094576	0.564125	0.118947	0.052759	0.267429	0.131149	0.375544	0.043166	0.156963	0.217066	0.061378	0.060151	0.276374	0.145433	0.075768	0.599346	0.352129	0.500069	0.177134	0.046758	0.246638	0.131311	0.364668	0.062430	0.135551	0.063912	0.161152	0.156875	0.353816	0.124801	0.109347	0.661678	0.307561	0.098050
51	0.129587	0.106003	0.329456	0.298931	0.058647	0.097495	0.169156	0.221865	0.534625	0.123620	0.447191	0.106065	0.073193	0.076632	0.417859	0.331567	0.074870	0.478047	0.405837	0.329634	0.063681	0.299310	0.174448	0.054308	0.059844	0.198193	0.578681	0.112698	0.044928	0.318732	0.169151	0.059753	0.433345	0.067094	0.414989	0.327695	0.069128	0.912445	0.357578	0.152561	0.060471	0.125413	0.389835	0.105579	0.089323	0.362139	0.112412	0.555723	0.058994	0.055352	0.252732	0.134091	0.361841	0.044368	0.162141	0.218237	0.062980	0.058691	0.295912	0.120433	0.071395	0.586336	0.451757	0.645478	0.183712	0.046757	0.253763	0.129566	0.363783	0.062516	0.136803	0.065669	0.167597	0.152221	0.432826	0.119007	0.118158	0.697017	0.308224	0.096906
