	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_03.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_05.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_06.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_07.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_08.c3d	231_C_T1_sh_L_ND_09.c3d	231_C_T1_sh_L_ND_09.c3d	231_C_T1_sh_L_ND_09.c3d	231_C_T1_sh_L_ND_09.c3d	231_C_T1_sh_L_ND_09.c3d	231_C_T1_sh_L_ND_09.c3d	231_C_T1_sh_L_ND_09.c3d	231_C_T1_sh_L_ND_09.c3d
8	0.073376	0.077820	0.088946	0.083473	0.088057	0.156628	0.227028	0.313959	0.087173	0.105594	0.298349	0.530584	0.147297	0.279149	0.106469	0.120397	0.261748	0.119076	0.214145	0.162479	0.648445	0.279035	0.284160	0.162174	0.202510	0.158091	0.130141	0.117095	0.153232	0.153144	0.117383	0.114444	0.183344	0.100196	0.230578	0.262195	0.250375	0.179151	0.115473	0.078437	0.086955	0.093608	0.175264	0.143824	0.098768	0.197712	0.187052	0.180138
9	0.074675	0.052181	0.088571	0.139167	0.093234	0.160515	0.217032	0.364395	0.117795	0.125437	0.366120	0.545784	0.125916	0.276773	0.107410	0.122749	0.272064	0.130932	0.152429	0.157406	0.565684	0.259877	0.296080	0.161024	0.244726	0.158955	0.133014	0.144021	0.083915	0.138191	0.157843	0.194909	0.143085	0.109431	0.188479	0.264947	0.249887	0.172543	0.120262	0.095915	0.077287	0.076266	0.178548	0.153292	0.071395	0.176475	0.197653	0.213023
10	0.076820	0.042625	0.055381	0.148146	0.097187	0.165099	0.230711	0.390247	0.122996	0.139773	0.455680	0.547582	0.123527	0.248587	0.107402	0.136616	0.282873	0.137920	0.171706	0.156666	0.509811	0.259709	0.312773	0.145239	0.256283	0.167399	0.133601	0.145027	0.065365	0.141456	0.317327	0.249526	0.132350	0.103590	0.170816	0.278501	0.246142	0.148230	0.120052	0.099048	0.067484	0.067470	0.179506	0.143700	0.064238	0.168303	0.178733	0.206782
11	0.055844	0.042367	0.066278	0.188220	0.114338	0.179047	0.266503	0.393259	0.151639	0.136934	0.461484	0.547644	0.106682	0.207165	0.149485	0.169395	0.284620	0.123890	0.177162	0.162058	0.494114	0.251506	0.312241	0.144620	0.285098	0.176285	0.135096	0.148209	0.064043	0.149005	0.397139	0.252784	0.117941	0.101887	0.170598	0.256441	0.224858	0.136072	0.112570	0.099992	0.078564	0.070514	0.173836	0.148714	0.048541	0.088807	0.136464	0.203579
12	0.051838	0.045434	0.097733	0.199148	0.118984	0.184384	0.276538	0.393169	0.144671	0.135362	0.455353	0.485339	0.087517	0.199172	0.219229	0.173417	0.325708	0.129986	0.193829	0.167000	0.369457	0.216251	0.302868	0.138758	0.278314	0.167629	0.138619	0.171932	0.072168	0.157221	0.407304	0.288112	0.104395	0.103714	0.224713	0.218407	0.158973	0.078224	0.112783	0.100482	0.082904	0.073294	0.190711	0.192666	0.044461	0.063598	0.140567	0.210362
13	0.058320	0.048702	0.108747	0.170649	0.118561	0.183252	0.263064	0.389979	0.135117	0.127020	0.412669	0.381467	0.079019	0.184787	0.230863	0.182572	0.326376	0.125505	0.196505	0.168352	0.306443	0.180617	0.306254	0.130584	0.270044	0.166424	0.141407	0.179457	0.074808	0.154630	0.418297	0.316521	0.068881	0.084092	0.219338	0.185935	0.125684	0.057247	0.109636	0.103809	0.099310	0.070840	0.200381	0.211524	0.044323	0.191080	0.153779	0.197337
14	0.065255	0.062387	0.130922	0.163905	0.109672	0.167899	0.248532	0.309545	0.134340	0.109594	0.387057	0.316698	0.077501	0.174871	0.254051	0.190450	0.308468	0.109405	0.198567	0.153993	0.279312	0.145174	0.263909	0.128735	0.258115	0.163639	0.148101	0.200506	0.085091	0.160303	0.442291	0.324948	0.058199	0.076892	0.222171	0.150406	0.063647	0.052013	0.109081	0.131745	0.101191	0.067097	0.177834	0.231517	0.038582	0.316107	0.135938	0.187395
15	0.059150	0.081052	0.151854	0.137533	0.095679	0.119304	0.210808	0.282367	0.126653	0.103841	0.396422	0.183482	0.080902	0.176064	0.291610	0.200102	0.284233	0.102536	0.195438	0.115149	0.211103	0.120718	0.188887	0.126988	0.245062	0.161851	0.160235	0.222125	0.115989	0.173416	0.469156	0.324098	0.058346	0.076621	0.217268	0.144193	0.061319	0.048163	0.108768	0.133398	0.105432	0.072792	0.198644	0.236870	0.031877	0.398834	0.122808	0.168151
16	0.061481	0.085779	0.163425	0.124281	0.089615	0.108343	0.206848	0.344704	0.101033	0.075848	0.290742	0.156753	0.093127	0.181225	0.322941	0.207351	0.256863	0.100349	0.187597	0.251298	0.195482	0.112910	0.195692	0.120511	0.242952	0.156864	0.198339	0.224102	0.130429	0.173740	0.493781	0.320841	0.059095	0.079000	0.218910	0.118530	0.057722	0.046296	0.108534	0.129913	0.103320	0.069383	0.191587	0.236189	0.040083	0.417242	0.104417	0.116640
17	0.053621	0.087563	0.194499	0.306856	0.085418	0.103949	0.253158	0.326930	0.096267	0.057521	0.171309	0.163134	0.096712	0.190734	0.332405	0.195300	0.214298	0.079228	0.174675	0.287328	0.193998	0.107577	0.200523	0.194436	0.238746	0.153885	0.186800	0.222569	0.132158	0.173258	0.504375	0.321216	0.059813	0.081531	0.206394	0.103232	0.052702	0.069004	0.094115	0.129147	0.095619	0.067319	0.184988	0.202355	0.044404	0.418370	0.104323	0.107853
18	0.077681	0.086496	0.330989	0.464503	0.075929	0.088648	0.256115	0.319231	0.039245	0.056902	0.156909	0.164386	0.086615	0.196031	0.334022	0.192262	0.192368	0.071432	0.192075	0.284523	0.181260	0.104971	0.186933	0.201440	0.198126	0.127850	0.190391	0.206167	0.130174	0.172038	0.502213	0.322179	0.059936	0.086534	0.142802	0.100804	0.045219	0.107820	0.083663	0.125054	0.090894	0.064421	0.138571	0.188708	0.040073	0.418902	0.102250	0.082298
19	0.120693	0.084972	0.339443	0.503181	0.051794	0.061721	0.222830	0.354043	0.050027	0.061174	0.157231	0.159489	0.075820	0.178967	0.335506	0.188370	0.183557	0.076557	0.252646	0.291417	0.166761	0.108660	0.184553	0.202785	0.182319	0.119545	0.190325	0.198229	0.130057	0.169568	0.499224	0.315322	0.052019	0.081444	0.135673	0.068201	0.038912	0.130753	0.084578	0.115552	0.059905	0.051384	0.136764	0.175271	0.041779	0.419932	0.089562	0.043990
20	0.137725	0.099076	0.353811	0.550637	0.055569	0.101209	0.254698	0.372311	0.054823	0.060031	0.153484	0.122374	0.070977	0.167768	0.351889	0.202413	0.100221	0.069316	0.274574	0.328917	0.142431	0.096376	0.178560	0.212464	0.124711	0.095010	0.193014	0.201380	0.129315	0.156988	0.486615	0.270018	0.042320	0.074121	0.102231	0.056626	0.037781	0.133087	0.082693	0.115634	0.044192	0.040879	0.124738	0.158793	0.041897	0.368630	0.059814	0.020740
21	0.150542	0.096044	0.350474	0.546634	0.073321	0.111848	0.269173	0.386430	0.055060	0.059407	0.120259	0.087590	0.073700	0.159031	0.344677	0.214511	0.074830	0.062330	0.275703	0.370873	0.099279	0.074387	0.152504	0.231749	0.099513	0.093954	0.204888	0.181513	0.125248	0.132457	0.399094	0.222855	0.027810	0.061265	0.056472	0.067713	0.045455	0.131820	0.081256	0.113962	0.032290	0.028929	0.117090	0.149330	0.040252	0.287442	0.035660	0.100086
22	0.150396	0.095682	0.269027	0.343256	0.075851	0.263622	0.272850	0.388628	0.056063	0.054168	0.081904	0.093068	0.088578	0.149391	0.336421	0.204056	0.075449	0.064097	0.290103	0.382756	0.080645	0.069998	0.156553	0.238576	0.098191	0.093637	0.228349	0.167833	0.121365	0.121217	0.329367	0.228587	0.034604	0.062767	0.108388	0.131498	0.051093	0.139453	0.085743	0.114840	0.032507	0.028744	0.123178	0.154128	0.056097	0.159176	0.145164	0.374930
23	0.117526	0.255397	0.234861	0.311476	0.078425	0.387596	0.268777	0.397618	0.055171	0.039431	0.105806	0.080697	0.116408	0.157315	0.325000	0.203237	0.106474	0.088766	0.336402	0.380788	0.071706	0.068538	0.161166	0.239468	0.093123	0.091205	0.225373	0.153037	0.113927	0.114742	0.349691	0.202276	0.056107	0.064060	0.245905	0.162052	0.049132	0.152786	0.124910	0.090481	0.046815	0.033993	0.167830	0.233114	0.081208	0.171180	0.240561	0.405275
24	0.109241	0.421962	0.198620	0.188275	0.092234	0.573519	0.257140	0.313675	0.054081	0.043712	0.098027	0.071274	0.126910	0.158743	0.300503	0.199154	0.109772	0.091896	0.359696	0.295074	0.070077	0.074751	0.133820	0.215034	0.090803	0.089583	0.227621	0.113501	0.112163	0.121659	0.375773	0.158794	0.056214	0.054792	0.291181	0.164338	0.049278	0.158354	0.130431	0.064524	0.049891	0.033636	0.185759	0.251443	0.110419	0.197257	0.297313	0.426524
25	0.084277	0.474575	0.186819	0.111698	0.102414	0.629016	0.226547	0.294666	0.051889	0.054726	0.100674	0.087359	0.119693	0.139055	0.285464	0.192145	0.106392	0.092148	0.373132	0.270523	0.072697	0.076893	0.095153	0.160411	0.087957	0.085275	0.209770	0.086716	0.103599	0.115445	0.358231	0.143219	0.062412	0.053558	0.299790	0.172232	0.051920	0.160516	0.136548	0.063088	0.049964	0.038600	0.180244	0.334780	0.119619	0.411502	0.321843	0.443525
26	0.102278	0.518661	0.174529	0.148406	0.114834	0.628943	0.224724	0.269498	0.038910	0.049860	0.112885	0.256389	0.115252	0.119871	0.275673	0.193034	0.104039	0.093458	0.361128	0.267898	0.071593	0.084580	0.084230	0.158702	0.082880	0.077940	0.192119	0.079392	0.066210	0.098534	0.322603	0.143576	0.072631	0.056750	0.303933	0.184469	0.071926	0.156290	0.139851	0.058506	0.062225	0.056651	0.165455	0.359611	0.158736	0.465048	0.450759	0.466925
27	0.106650	0.490501	0.174800	0.148393	0.115731	0.627417	0.242256	0.231977	0.052711	0.053695	0.151193	0.350090	0.116424	0.107592	0.270589	0.193375	0.100931	0.085517	0.317685	0.256261	0.058710	0.081018	0.088779	0.166730	0.065517	0.051457	0.184602	0.086130	0.030322	0.121319	0.284882	0.141626	0.073555	0.058078	0.315297	0.237418	0.079732	0.139347	0.145402	0.087137	0.093779	0.089094	0.185430	0.364453	0.158820	0.522260	0.462379	0.475268
28	0.096878	0.367517	0.199112	0.175294	0.109979	0.622672	0.308817	0.473592	0.081891	0.059933	0.263660	0.373582	0.119434	0.099183	0.270153	0.193206	0.095986	0.080878	0.294756	0.189984	0.038361	0.078079	0.094028	0.151888	0.054882	0.030914	0.180298	0.085832	0.021110	0.130453	0.267974	0.137028	0.071342	0.053363	0.328807	0.276252	0.079804	0.118343	0.142344	0.105081	0.094424	0.089657	0.275444	0.359560	0.160897	0.545205	0.502432	0.479586
29	0.263362	0.432008	0.272153	0.181608	0.109355	0.623345	0.431384	0.488688	0.084567	0.060104	0.288422	0.409781	0.140931	0.097567	0.248297	0.169532	0.094948	0.081308	0.302165	0.132830	0.042477	0.094538	0.093323	0.126341	0.055354	0.032288	0.178392	0.071778	0.024977	0.168599	0.275138	0.134115	0.080613	0.066494	0.339991	0.280887	0.081896	0.107691	0.149660	0.114074	0.090221	0.087090	0.281393	0.300393	0.156649	0.539148	0.523477	0.348743
30	0.432060	0.638968	0.274065	0.145004	0.123220	0.558109	0.459077	0.493710	0.083862	0.065083	0.286662	0.437256	0.176353	0.102244	0.197646	0.122703	0.091620	0.077185	0.313109	0.242041	0.045791	0.126757	0.093359	0.133114	0.067920	0.041850	0.173268	0.068200	0.025231	0.258867	0.278952	0.136068	0.104085	0.080396	0.322412	0.277273	0.081351	0.108458	0.150765	0.126768	0.088676	0.088671	0.275241	0.298324	0.146229	0.525912	0.495690	0.360834
31	0.635060	0.732945	0.299605	0.346158	0.154750	0.502494	0.469719	0.481571	0.116886	0.099343	0.348237	0.456587	0.211209	0.101084	0.185857	0.127231	0.067256	0.058030	0.292211	0.329731	0.043038	0.203388	0.127774	0.144388	0.072050	0.042238	0.175390	0.075403	0.031227	0.272364	0.284098	0.136299	0.102177	0.088387	0.316954	0.271569	0.097209	0.102167	0.149606	0.129264	0.095052	0.092314	0.277503	0.206771	0.125701	0.516761	0.526980	0.341911
32	0.832699	0.943640	0.392777	0.427924	0.150681	0.206271	0.482760	0.492423	0.135188	0.104929	0.380927	0.459254	0.218980	0.087454	0.196750	0.113072	0.082807	0.059066	0.315095	0.338771	0.041834	0.234694	0.139294	0.268001	0.073213	0.042455	0.174521	0.077920	0.054074	0.463987	0.305553	0.140546	0.094508	0.104761	0.314296	0.267028	0.121036	0.087868	0.128623	0.243240	0.087684	0.081490	0.284551	0.164510	0.130459	0.405136	0.637158	0.318389
33	0.824036	0.955256	0.351631	0.419231	0.144270	0.138329	0.497351	0.579923	0.139092	0.105503	0.379346	0.370564	0.228886	0.085584	0.196954	0.102944	0.091442	0.061432	0.297867	0.379199	0.041931	0.273876	0.303168	0.380459	0.073582	0.042941	0.180288	0.163219	0.060832	0.569901	0.317176	0.126866	0.100002	0.187468	0.306596	0.214331	0.123719	0.061951	0.135432	0.344586	0.061202	0.056451	0.265377	0.156130	0.083037	0.356890	0.594148	0.285611
34	0.749449	0.792727	0.324098	0.460974	0.134914	0.154846	0.493289	0.599130	0.131429	0.102576	0.356464	0.314461	0.303043	0.107648	0.160329	0.107514	0.090795	0.058862	0.305867	0.389698	0.050941	0.277871	0.493762	0.398387	0.071860	0.043434	0.164269	0.253363	0.074108	0.569502	0.292065	0.092317	0.098938	0.193435	0.263653	0.118853	0.123520	0.054826	0.162655	0.379573	0.065520	0.063601	0.158343	0.155071	0.083286	0.277133	0.588736	0.273084
35	0.684965	0.724577	0.329527	0.437633	0.133508	0.158716	0.484326	0.668936	0.118232	0.102112	0.292069	0.275107	0.316987	0.107787	0.123638	0.121354	0.092053	0.061838	0.324017	0.391233	0.070861	0.278644	0.574102	0.442686	0.071477	0.042239	0.163741	0.279668	0.076712	0.567699	0.242708	0.167243	0.074581	0.186643	0.143438	0.083801	0.118849	0.058389	0.169530	0.409800	0.066334	0.092714	0.112562	0.145504	0.077886	0.228378	0.558631	0.253673
36	0.223556	0.335673	0.239294	0.255278	0.134661	0.162177	0.409617	0.614296	0.116875	0.120358	0.276418	0.219100	0.323027	0.111399	0.161722	0.263122	0.098428	0.065268	0.335815	0.393986	0.078257	0.276997	0.585963	0.503712	0.080856	0.052205	0.176761	0.378289	0.076767	0.567488	0.226695	0.261336	0.044794	0.234065	0.124978	0.083746	0.106661	0.075430	0.185383	0.485112	0.063332	0.103611	0.114242	0.075177	0.077548	0.237805	0.522094	0.194790
37	0.183065	0.209001	0.245429	0.253635	0.137019	0.159860	0.342598	0.635620	0.115678	0.132369	0.263501	0.156522	0.329765	0.117875	0.255937	0.460612	0.099858	0.067136	0.322194	0.386174	0.103035	0.312474	0.713864	0.523545	0.084490	0.057316	0.246061	0.388925	0.076979	0.566993	0.225461	0.286167	0.047096	0.242154	0.114464	0.079295	0.111421	0.069023	0.180056	0.510309	0.053797	0.109596	0.107695	0.088828	0.072971	0.242058	0.517322	0.115218
38	0.158850	0.227038	0.250821	0.182966	0.141917	0.157172	0.388255	0.638992	0.073484	0.119782	0.163173	0.103326	0.330194	0.124187	0.328392	0.471219	0.100701	0.067806	0.295597	0.325144	0.128199	0.355585	0.784143	0.519712	0.084825	0.060822	0.356514	0.469476	0.077277	0.560362	0.259099	0.312786	0.056362	0.337947	0.112521	0.070861	0.110945	0.067239	0.176432	0.517688	0.046988	0.107819	0.081489	0.084947	0.070395	0.242510	0.447830	0.095255
39	0.140554	0.234377	0.235839	0.113526	0.119630	0.210660	0.395643	0.639015	0.047949	0.185792	0.098596	0.071063	0.318954	0.123674	0.444211	0.519538	0.088281	0.074188	0.260205	0.254405	0.127992	0.345965	0.797844	0.516287	0.075237	0.054076	0.451588	0.557555	0.087553	0.559784	0.381358	0.350741	0.056954	0.368412	0.103732	0.061167	0.110809	0.071184	0.175899	0.517978	0.045472	0.108509	0.061830	0.097216	0.036884	0.176919	0.245247	0.095259
40	0.088978	0.290834	0.152257	0.085555	0.128280	0.366455	0.376403	0.619498	0.043716	0.235864	0.106545	0.075451	0.296855	0.123687	0.535353	0.576609	0.073841	0.076562	0.215869	0.240925	0.128458	0.333047	0.801852	0.459792	0.073550	0.056727	0.480747	0.582705	0.104455	0.549267	0.492520	0.357841	0.072205	0.458219	0.097329	0.077809	0.105765	0.075135	0.208280	0.518933	0.038842	0.102147	0.198027	0.419192	0.034353	0.156940	0.146747	0.095261
41	0.065858	0.324925	0.099545	0.069751	0.134115	0.407391	0.351295	0.545636	0.042039	0.262657	0.121588	0.074662	0.277188	0.125567	0.558011	0.595160	0.084033	0.091495	0.213085	0.173625	0.126849	0.321139	0.747400	0.373290	0.088686	0.070210	0.524918	0.599333	0.106191	0.514318	0.525844	0.424220	0.087003	0.459808	0.094269	0.397145	0.071206	0.075865	0.241204	0.503085	0.049517	0.085488	0.426087	0.455677	0.037477	0.335492	0.139179	0.079835
42	0.051780	0.301904	0.169782	0.146160	0.143003	0.491470	0.346543	0.526861	0.042399	0.331465	0.118764	0.091290	0.284081	0.131309	0.600038	0.595672	0.087528	0.094733	0.183671	0.157654	0.123516	0.323925	0.636798	0.358478	0.112242	0.091356	0.652721	0.593467	0.104711	0.508350	0.525806	0.485017	0.135242	0.480236	0.166674	0.438662	0.050707	0.077341	0.241768	0.434350	0.080258	0.089264	0.467479	0.500688	0.037941	0.539051	0.121197	0.033964
43	0.059798	0.297126	0.195232	0.163555	0.142278	0.495672	0.354164	0.408496	0.048636	0.362957	0.139033	0.108289	0.216521	0.129907	0.756462	0.596714	0.085842	0.095516	0.149469	0.167227	0.114698	0.328489	0.579905	0.288363	0.119159	0.098919	0.699918	0.557873	0.099543	0.332825	0.527468	0.509897	0.198389	0.481868	0.273491	0.470470	0.050695	0.076921	0.229403	0.388204	0.108181	0.107017	0.509687	0.549673	0.060720	0.563468	0.137991	0.045311
44	0.062496	0.252169	0.227871	0.203595	0.146141	0.495346	0.352698	0.257147	0.060383	0.372879	0.155887	0.242278	0.194971	0.129317	0.815398	0.595879	0.078494	0.097363	0.119745	0.179894	0.118115	0.328164	0.562539	0.157738	0.122475	0.101871	0.713361	0.549137	0.107160	0.124841	0.524550	0.509631	0.197265	0.403146	0.294880	0.545208	0.054037	0.075090	0.231451	0.376462	0.145896	0.163902	0.655722	0.570327	0.063482	0.598703	0.193727	0.465581
