	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_02.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_03.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_04.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_05.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_06.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_07.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_08.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_09.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_10.c3d	207_C_T1_sh_L_ND_11.c3d	207_C_T1_sh_L_ND_11.c3d	207_C_T1_sh_L_ND_11.c3d	207_C_T1_sh_L_ND_11.c3d	207_C_T1_sh_L_ND_11.c3d	207_C_T1_sh_L_ND_11.c3d	207_C_T1_sh_L_ND_11.c3d	207_C_T1_sh_L_ND_11.c3d
7	0.178333	0.466201	0.587823	0.487910	0.988354	0.577383	0.236068	0.187691	0.337106	0.385481	0.403454	0.207085	0.557032	0.739618	0.218462	0.162808	0.103071	0.321717	0.451634	0.301129	0.449527	0.374292	0.256143	0.216226	0.183221	0.351543	0.181631	0.398857	0.134736	0.131432	0.295290	0.236962	0.158584	0.273633	0.342221	0.216119	0.354638	0.258233	0.242654	0.117810	0.257879	0.242661	0.180770	0.238904	0.312282	0.339575	0.401995	0.301271	0.310216	0.483824	0.260254	0.343280	0.176981	0.424781	0.424818	0.330728	0.138485	0.133930	0.303043	0.260906	0.189193	0.244588	0.431074	0.376455	0.111388	0.187314	0.372777	0.373544	0.114432	0.233448	0.566685	0.490395	0.286166	0.422009	0.556660	0.377633	0.140765	0.126795	0.184403	0.331331
8	0.179556	0.464787	0.602054	0.488184	0.984926	0.568700	0.333743	0.191373	0.323756	0.369074	0.400887	0.271420	0.549423	0.732846	0.226892	0.168523	0.111079	0.311661	0.337813	0.294151	0.299532	0.372557	0.244183	0.307049	0.184040	0.357066	0.173986	0.390383	0.133622	0.150927	0.292331	0.206907	0.197341	0.271769	0.283137	0.217976	0.241515	0.251533	0.335896	0.117214	0.263435	0.239283	0.144505	0.248730	0.269784	0.351116	0.385075	0.310968	0.292445	0.396010	0.257027	0.409692	0.175566	0.427403	0.428778	0.382981	0.229756	0.190328	0.302445	0.301945	0.188464	0.227214	0.440993	0.374320	0.187710	0.454459	0.344315	0.341320	0.120170	0.247860	0.610528	0.559685	0.272388	0.367197	0.566892	0.438157	0.129604	0.127552	0.255310	0.322601
9	0.205633	0.463548	0.563309	0.510025	0.938943	0.571284	0.432530	0.191669	0.317618	0.367102	0.390848	0.327533	0.355748	0.667072	0.268285	0.182469	0.121859	0.312035	0.309851	0.289896	0.274008	0.389592	0.253040	0.350256	0.231804	0.421297	0.135412	0.358572	0.132161	0.172896	0.324217	0.194351	0.242849	0.267519	0.211278	0.241632	0.242546	0.242226	0.344093	0.127355	0.255687	0.216416	0.142725	0.289651	0.269226	0.381988	0.346543	0.304941	0.239874	0.386814	0.274189	0.474252	0.165510	0.380221	0.445726	0.387276	0.303756	0.244791	0.296598	0.331034	0.187890	0.214895	0.433090	0.392860	0.232610	0.502809	0.226982	0.433530	0.137256	0.283076	0.563502	0.552895	0.227778	0.403092	0.591898	0.432656	0.085173	0.094591	0.374924	0.319835
10	0.211282	0.454898	0.495866	0.544834	0.876153	0.568628	0.443095	0.194962	0.325178	0.373226	0.418595	0.352751	0.212952	0.604242	0.294882	0.229064	0.132245	0.240207	0.276861	0.272514	0.224300	0.504846	0.321511	0.355322	0.252544	0.446893	0.119707	0.352443	0.139110	0.176117	0.325677	0.196967	0.246215	0.266133	0.207165	0.281938	0.207798	0.210943	0.379091	0.139625	0.259945	0.214818	0.142913	0.335343	0.283257	0.444955	0.352675	0.354462	0.273619	0.400215	0.274960	0.498914	0.160775	0.371602	0.492836	0.399698	0.315144	0.237547	0.295059	0.373411	0.180069	0.210423	0.418079	0.397715	0.271154	0.635235	0.264104	0.410362	0.145099	0.267085	0.526855	0.538541	0.228708	0.510628	0.469623	0.400241	0.071023	0.093449	0.533701	0.325407
11	0.208757	0.419384	0.479674	0.583585	0.827973	0.559410	0.447276	0.274979	0.339074	0.384938	0.454155	0.352319	0.211064	0.552426	0.308856	0.334132	0.135716	0.235014	0.127704	0.297416	0.261805	0.576166	0.372604	0.352949	0.260261	0.444535	0.143800	0.371930	0.133041	0.170464	0.325510	0.222154	0.309425	0.303200	0.239005	0.287465	0.207734	0.201125	0.374880	0.138271	0.248024	0.186180	0.136838	0.338270	0.290697	0.505754	0.356772	0.383996	0.254318	0.398774	0.266841	0.501456	0.179384	0.355851	0.534180	0.410694	0.322728	0.236607	0.289487	0.470956	0.185016	0.208052	0.405529	0.393494	0.265836	0.627103	0.285407	0.451547	0.145268	0.245348	0.519114	0.531797	0.193060	0.547471	0.428477	0.341377	0.077750	0.094582	0.585537	0.335272
12	0.199447	0.349554	0.484847	0.586999	0.813458	0.521269	0.528818	0.290376	0.327786	0.370958	0.470389	0.363030	0.211493	0.491001	0.305988	0.414099	0.170147	0.226310	0.115991	0.298428	0.261778	0.574157	0.366501	0.366796	0.266238	0.441919	0.151826	0.404973	0.147004	0.175771	0.323716	0.214228	0.318487	0.259223	0.318371	0.331536	0.173650	0.188993	0.399904	0.125425	0.230613	0.220620	0.164434	0.361771	0.276681	0.513904	0.368079	0.379203	0.252451	0.381718	0.238772	0.502358	0.180861	0.321443	0.519141	0.447530	0.323352	0.233981	0.263511	0.506967	0.186461	0.192870	0.404065	0.405788	0.248284	0.504867	0.381572	0.466793	0.138680	0.238054	0.435060	0.455966	0.143831	0.606118	0.368621	0.364067	0.118575	0.104583	0.590496	0.361232
13	0.199791	0.343640	0.453481	0.588185	0.576603	0.415287	0.628086	0.313990	0.317521	0.350921	0.463170	0.371461	0.156038	0.436074	0.300096	0.423623	0.199856	0.205939	0.093526	0.314840	0.257837	0.574352	0.380715	0.420344	0.268589	0.439291	0.210008	0.408537	0.187115	0.188087	0.286365	0.232036	0.337812	0.300799	0.321040	0.315776	0.191522	0.212792	0.466473	0.143639	0.252581	0.257709	0.180468	0.423175	0.255652	0.488084	0.422388	0.382336	0.242616	0.276450	0.228729	0.502178	0.188103	0.306948	0.512472	0.471880	0.328539	0.258996	0.248866	0.568132	0.184204	0.186835	0.401816	0.415228	0.228542	0.489903	0.395288	0.378469	0.132658	0.224964	0.432385	0.370935	0.144344	0.626745	0.343066	0.319666	0.147188	0.099708	0.649976	0.395141
14	0.201137	0.349656	0.380281	0.612074	0.247990	0.349222	0.655097	0.313070	0.311849	0.339719	0.421954	0.359415	0.118474	0.418039	0.303761	0.424481	0.232899	0.242918	0.105389	0.334662	0.251047	0.546398	0.427031	0.465433	0.270652	0.437804	0.211579	0.382299	0.177748	0.184107	0.301335	0.253062	0.354203	0.318079	0.307597	0.318362	0.185549	0.226670	0.489605	0.143176	0.251785	0.270582	0.189040	0.501135	0.256904	0.473477	0.497495	0.382311	0.227025	0.254481	0.208377	0.477807	0.204724	0.309463	0.483165	0.472244	0.327679	0.296221	0.239478	0.588652	0.181033	0.184565	0.401949	0.415982	0.180584	0.295741	0.378433	0.369877	0.126483	0.224289	0.402335	0.366932	0.161140	0.636506	0.384773	0.273232	0.149872	0.097520	0.769002	0.419398
15	0.202792	0.310759	0.285410	0.618975	0.184413	0.261728	0.652107	0.298951	0.304810	0.320218	0.417689	0.367570	0.116925	0.365968	0.308823	0.437099	0.234054	0.218974	0.115069	0.340537	0.248996	0.517930	0.478426	0.492555	0.276057	0.436174	0.209638	0.335402	0.176462	0.166713	0.300048	0.252714	0.357345	0.325073	0.339035	0.339002	0.184316	0.197740	0.429861	0.143662	0.251007	0.269093	0.192043	0.548057	0.264543	0.477691	0.530376	0.373938	0.216946	0.240034	0.170964	0.399316	0.241408	0.286657	0.467449	0.470455	0.337992	0.340996	0.204753	0.582410	0.189791	0.179155	0.432055	0.397915	0.204371	0.304962	0.376440	0.448274	0.115665	0.224227	0.385540	0.355573	0.152495	0.522511	0.453969	0.288257	0.148426	0.098058	0.859243	0.417679
16	0.193638	0.190191	0.289498	0.546268	0.186522	0.159316	0.656248	0.331317	0.244956	0.253521	0.415823	0.375810	0.109186	0.343371	0.344092	0.439058	0.253884	0.266870	0.123247	0.352158	0.249775	0.519258	0.525156	0.492492	0.250239	0.369559	0.205629	0.297334	0.177502	0.150281	0.299199	0.322423	0.353500	0.322084	0.341399	0.352320	0.171008	0.180026	0.393903	0.140009	0.248148	0.260070	0.218580	0.563749	0.276199	0.489553	0.531033	0.373617	0.187288	0.221596	0.155272	0.401562	0.238696	0.246770	0.487813	0.465525	0.338510	0.353948	0.183088	0.569319	0.179018	0.162246	0.464951	0.374618	0.176835	0.241639	0.284692	0.469119	0.113233	0.219936	0.291018	0.238170	0.136714	0.464303	0.457690	0.249451	0.148075	0.104195	0.893177	0.410760
17	0.191658	0.167206	0.259109	0.436670	0.171790	0.163064	0.639942	0.355466	0.180568	0.217508	0.385199	0.369694	0.107825	0.329296	0.383250	0.448836	0.321648	0.286449	0.131640	0.391218	0.220666	0.518259	0.511723	0.483409	0.260502	0.353667	0.201858	0.287439	0.172374	0.109967	0.289682	0.330463	0.335783	0.316754	0.428568	0.389329	0.155465	0.171316	0.374860	0.122308	0.238917	0.253063	0.249014	0.564282	0.282376	0.466965	0.519735	0.370866	0.194696	0.174272	0.152740	0.337277	0.253883	0.184209	0.505525	0.399322	0.262528	0.333107	0.178904	0.550985	0.165609	0.155989	0.467750	0.372390	0.142842	0.161868	0.261169	0.480674	0.089562	0.146870	0.251770	0.226120	0.117918	0.358211	0.446254	0.214606	0.150896	0.121113	0.891858	0.416449
18	0.194101	0.191585	0.223908	0.428400	0.160582	0.155536	0.556054	0.364163	0.174516	0.217226	0.379237	0.356469	0.115090	0.320821	0.407356	0.499249	0.311611	0.312349	0.130403	0.356488	0.222219	0.495379	0.506189	0.456077	0.253038	0.332425	0.205792	0.274444	0.157810	0.103561	0.257643	0.354363	0.308004	0.298689	0.465101	0.406342	0.154723	0.170290	0.358233	0.112358	0.242613	0.253504	0.248726	0.558668	0.232939	0.448012	0.510948	0.328807	0.177193	0.134506	0.118316	0.237399	0.254227	0.167837	0.501769	0.315799	0.197917	0.329903	0.174411	0.569213	0.164060	0.151395	0.433410	0.354590	0.151724	0.166658	0.191302	0.540108	0.083017	0.115613	0.249807	0.326660	0.104942	0.208979	0.374078	0.309558	0.156018	0.133277	0.886467	0.406030
19	0.170140	0.196785	0.245984	0.387463	0.147397	0.158440	0.530879	0.363535	0.178729	0.223792	0.383100	0.309884	0.123884	0.289136	0.420554	0.543759	0.288450	0.310768	0.130662	0.351898	0.210563	0.489051	0.514453	0.416464	0.231114	0.249437	0.203399	0.289242	0.157790	0.106496	0.248441	0.369700	0.293659	0.291921	0.489177	0.399854	0.160310	0.168488	0.350011	0.120251	0.236650	0.252603	0.249024	0.566956	0.228819	0.428898	0.505510	0.306934	0.261294	0.202801	0.111659	0.177952	0.254942	0.170889	0.490897	0.312662	0.181188	0.357573	0.166114	0.647583	0.148383	0.108261	0.405853	0.299674	0.149815	0.153002	0.209860	0.447746	0.098303	0.106596	0.274663	0.332335	0.075774	0.154411	0.399929	0.472326	0.157913	0.132954	0.881440	0.385058
20	0.178392	0.247743	0.294443	0.331159	0.142356	0.155301	0.542999	0.330967	0.191379	0.243162	0.382652	0.264679	0.128197	0.268374	0.435140	0.590107	0.264784	0.313736	0.147831	0.315706	0.206305	0.434214	0.494782	0.447790	0.218351	0.223009	0.193829	0.270946	0.137634	0.101034	0.217060	0.353931	0.273838	0.281152	0.513638	0.400627	0.176619	0.171627	0.278927	0.190341	0.182319	0.243331	0.258736	0.561319	0.224884	0.398150	0.513104	0.304290	0.291669	0.225149	0.109936	0.179807	0.255416	0.170851	0.429987	0.294598	0.175415	0.365087	0.224424	0.603023	0.140889	0.089432	0.405111	0.264737	0.138616	0.147415	0.196353	0.402863	0.089908	0.114010	0.278214	0.344649	0.072411	0.115793	0.278136	0.660063	0.160473	0.131946	0.860518	0.366492
21	0.203852	0.342140	0.316805	0.251960	0.141886	0.164233	0.514386	0.334185	0.187012	0.227310	0.373546	0.330935	0.128801	0.264386	0.455286	0.627230	0.242817	0.277402	0.181255	0.287632	0.180264	0.259893	0.446928	0.464472	0.213283	0.215347	0.203139	0.201107	0.095729	0.089503	0.215428	0.372589	0.219930	0.267518	0.519610	0.425618	0.270215	0.158482	0.189216	0.192965	0.191306	0.245921	0.263927	0.559304	0.203728	0.345151	0.518097	0.241323	0.309199	0.267260	0.088368	0.177865	0.240891	0.161126	0.363018	0.283085	0.166266	0.365509	0.301143	0.565526	0.141661	0.094512	0.396629	0.264013	0.137405	0.145522	0.199164	0.403994	0.091798	0.130006	0.296021	0.376005	0.100077	0.130594	0.246552	0.881395	0.164007	0.135655	0.802210	0.366959
