	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_02.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_03.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_05.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_06.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_08.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_09.c3d	224_C_T1_sh_ND_10.c3d	224_C_T1_sh_ND_10.c3d	224_C_T1_sh_ND_10.c3d	224_C_T1_sh_ND_10.c3d	224_C_T1_sh_ND_10.c3d	224_C_T1_sh_ND_10.c3d	224_C_T1_sh_ND_10.c3d	224_C_T1_sh_ND_10.c3d
7	0.391562	0.276101	0.358425	0.256495	0.229737	0.254813	0.162547	0.261922	0.412338	0.490475	0.309049	0.260844	0.380240	0.255071	0.124539	0.160181	0.540125	0.079783	0.342026	0.264675	0.200717	0.316816	0.196677	0.307427	0.416660	0.167117	0.300118	0.369670	0.749933	0.644669	0.266439	0.278000	0.509092	0.529349	0.438245	0.237138	0.183787	0.146499	0.240739	0.321178	0.124070	0.050960	0.488246	0.334380	0.182231	0.206020	0.318556	0.347281	0.198717	0.150752	0.271232	0.127294	0.213921	0.243895	0.218613	0.476874
8	0.455624	0.280532	0.358307	0.299883	0.228810	0.260010	0.309423	0.347572	0.382278	0.457659	0.323046	0.267613	0.391868	0.254394	0.128416	0.150734	0.326342	0.082777	0.359476	0.270845	0.225541	0.352263	0.198381	0.304450	0.415754	0.155191	0.393961	0.397366	0.709360	0.606007	0.301815	0.298838	0.487811	0.526228	0.402090	0.255087	0.156321	0.172472	0.302616	0.303441	0.131506	0.039627	0.488417	0.334021	0.185820	0.219419	0.315701	0.362459	0.134678	0.069534	0.238263	0.165492	0.213235	0.225305	0.315573	0.516880
9	0.476618	0.285665	0.357541	0.370361	0.203134	0.275244	0.369509	0.353040	0.308448	0.408973	0.301600	0.297649	0.387103	0.247059	0.134803	0.161858	0.250314	0.080483	0.413901	0.270008	0.245224	0.376885	0.189936	0.303482	0.409768	0.145405	0.400690	0.399509	0.677893	0.555648	0.308582	0.304150	0.493832	0.516552	0.426573	0.261581	0.240728	0.199932	0.408982	0.292572	0.126170	0.041099	0.529135	0.335022	0.185027	0.222534	0.297355	0.356930	0.110289	0.086307	0.231065	0.187451	0.210133	0.175993	0.319555	0.558851
10	0.478146	0.277814	0.357171	0.390891	0.192283	0.271993	0.370204	0.374525	0.187412	0.347961	0.252823	0.314066	0.349687	0.203405	0.150746	0.172281	0.136917	0.081207	0.454638	0.286982	0.228845	0.381019	0.158965	0.314629	0.400962	0.132449	0.395292	0.388557	0.675057	0.536574	0.318167	0.302440	0.480079	0.486155	0.486092	0.261469	0.246598	0.203799	0.418477	0.300235	0.112914	0.042558	0.613197	0.346186	0.186181	0.224121	0.272651	0.354960	0.083403	0.095717	0.171732	0.195246	0.208026	0.139521	0.316977	0.558731
11	0.474383	0.233137	0.347131	0.368126	0.164292	0.213939	0.393563	0.400936	0.205661	0.313761	0.227732	0.318107	0.327925	0.154225	0.153571	0.189984	0.156902	0.081698	0.442762	0.373081	0.224104	0.381715	0.133545	0.317146	0.425562	0.214763	0.364821	0.316056	0.654799	0.512855	0.332606	0.312581	0.378623	0.342736	0.494852	0.255200	0.246463	0.204158	0.442895	0.320364	0.101520	0.048850	0.662318	0.369446	0.190147	0.223494	0.297626	0.378532	0.065466	0.106737	0.215937	0.231669	0.207536	0.145144	0.310484	0.549598
12	0.475280	0.179188	0.331935	0.361794	0.174289	0.213072	0.502301	0.428519	0.194839	0.249578	0.226904	0.317666	0.346667	0.159465	0.156343	0.260439	0.159729	0.067933	0.452701	0.402937	0.225528	0.384636	0.128151	0.309620	0.546324	0.504272	0.324663	0.269106	0.490117	0.408371	0.349677	0.365801	0.303952	0.228073	0.475669	0.242499	0.252096	0.205861	0.443547	0.320880	0.096018	0.059763	0.680945	0.405335	0.190871	0.220914	0.329292	0.423016	0.135170	0.133056	0.215067	0.204997	0.215330	0.170855	0.336075	0.544564
13	0.488942	0.174203	0.326658	0.372328	0.172455	0.236597	0.518857	0.440204	0.194246	0.212225	0.227070	0.318070	0.362861	0.179654	0.155683	0.302563	0.151811	0.054033	0.473954	0.392431	0.224784	0.387476	0.151218	0.312395	0.532637	0.571163	0.304209	0.239427	0.429499	0.383103	0.364785	0.379554	0.290637	0.208139	0.408317	0.195444	0.265473	0.233877	0.427486	0.320181	0.095544	0.062169	0.694968	0.437302	0.204897	0.218449	0.334177	0.460374	0.152301	0.134751	0.230295	0.193240	0.213814	0.179910	0.343909	0.487087
14	0.505645	0.187229	0.328395	0.374673	0.179256	0.283519	0.518436	0.438773	0.194943	0.210250	0.223364	0.271664	0.373583	0.192545	0.155861	0.351272	0.229829	0.055159	0.483844	0.395710	0.218045	0.386414	0.168724	0.311628	0.505335	0.659505	0.277287	0.161074	0.397378	0.370354	0.369017	0.359271	0.259100	0.266604	0.345168	0.188266	0.277611	0.266424	0.400763	0.305461	0.096061	0.066508	0.704294	0.453116	0.218616	0.219255	0.332973	0.471157	0.145834	0.142931	0.260893	0.208811	0.210971	0.171979	0.348294	0.435119
15	0.506808	0.193974	0.335966	0.375747	0.181860	0.280236	0.517563	0.427569	0.199800	0.210060	0.219599	0.216965	0.379458	0.195090	0.159323	0.378237	0.241099	0.056752	0.501131	0.377465	0.218330	0.381676	0.168953	0.312840	0.578339	0.745546	0.087912	0.078357	0.358984	0.345944	0.378138	0.348169	0.271681	0.335144	0.348173	0.179492	0.274718	0.268982	0.397579	0.238892	0.095885	0.074414	0.704979	0.452850	0.221766	0.219552	0.321363	0.478553	0.158252	0.139725	0.256060	0.272059	0.209484	0.176322	0.350144	0.427211
16	0.502685	0.195325	0.355119	0.385004	0.195242	0.299123	0.475425	0.336697	0.212295	0.211539	0.203329	0.200561	0.383844	0.190942	0.190730	0.379353	0.247658	0.049624	0.492440	0.385030	0.228916	0.372926	0.166504	0.286305	0.593258	0.805095	0.128270	0.077475	0.350476	0.291969	0.396249	0.358977	0.279813	0.342143	0.343884	0.150011	0.273494	0.269708	0.392005	0.225499	0.097645	0.077355	0.679961	0.422578	0.215387	0.216563	0.320334	0.475855	0.164696	0.131040	0.245460	0.242189	0.209302	0.196418	0.345845	0.367058
17	0.502152	0.195505	0.351050	0.389335	0.205844	0.342942	0.402574	0.289292	0.204360	0.204121	0.183518	0.155573	0.416949	0.211515	0.241307	0.386273	0.268158	0.040784	0.477120	0.421919	0.231911	0.361696	0.165804	0.266751	0.592506	0.830248	0.214452	0.076718	0.348955	0.224135	0.401960	0.383362	0.292224	0.378990	0.308458	0.144212	0.275422	0.260382	0.389429	0.212623	0.102194	0.079949	0.641968	0.391846	0.214420	0.206282	0.322137	0.462013	0.137514	0.091562	0.249611	0.271727	0.206938	0.202899	0.246890	0.291876
18	0.497846	0.195626	0.289736	0.387992	0.212382	0.359662	0.402865	0.283391	0.193503	0.188233	0.181781	0.152386	0.451507	0.232522	0.252800	0.408739	0.267075	0.040334	0.455289	0.465448	0.232315	0.337304	0.169200	0.274366	0.569055	0.796414	0.230468	0.072527	0.358610	0.209819	0.405620	0.417414	0.251613	0.389160	0.202236	0.146791	0.251565	0.237294	0.347261	0.205206	0.103902	0.095837	0.609758	0.383140	0.213703	0.204759	0.319270	0.458393	0.146076	0.061089	0.289535	0.324034	0.200201	0.215867	0.232415	0.194944
19	0.491208	0.188057	0.244292	0.385299	0.190843	0.365753	0.398712	0.243142	0.156573	0.151814	0.169465	0.170047	0.436531	0.234590	0.258313	0.446926	0.247441	0.035013	0.453510	0.435039	0.218897	0.281184	0.171827	0.286671	0.430457	0.642638	0.288429	0.107420	0.348708	0.207578	0.381543	0.426275	0.235869	0.383952	0.180816	0.152340	0.169530	0.214004	0.206313	0.184396	0.103126	0.116826	0.575945	0.379956	0.192165	0.177476	0.296909	0.448334	0.145649	0.052125	0.366781	0.289166	0.191122	0.220184	0.233298	0.186334
20	0.474129	0.184730	0.242930	0.387568	0.174525	0.370613	0.313249	0.191426	0.131334	0.129908	0.165342	0.174117	0.415939	0.226481	0.262745	0.476848	0.235299	0.031759	0.436846	0.379568	0.205766	0.249247	0.171660	0.308019	0.404959	0.618158	0.343960	0.128000	0.348465	0.202350	0.333977	0.407204	0.234745	0.381208	0.227411	0.164643	0.159955	0.217822	0.185096	0.227839	0.100648	0.128018	0.559496	0.378696	0.156201	0.127428	0.269003	0.413858	0.127288	0.042743	0.355753	0.293650	0.175792	0.215275	0.235184	0.180097
21	0.427215	0.184588	0.245619	0.397946	0.165601	0.370190	0.186326	0.140249	0.129076	0.127277	0.157541	0.169827	0.410646	0.225490	0.259740	0.487155	0.243496	0.033086	0.371084	0.358353	0.205458	0.247446	0.177010	0.321903	0.354318	0.505238	0.349379	0.139863	0.344799	0.199397	0.309957	0.397648	0.234490	0.374721	0.269936	0.147533	0.162803	0.229815	0.145740	0.352936	0.092766	0.129110	0.559100	0.378646	0.144383	0.083221	0.254636	0.362870	0.115582	0.075795	0.338733	0.303726	0.161815	0.208455	0.187858	0.141417
22	0.362824	0.171177	0.289291	0.409868	0.171455	0.353179	0.183399	0.122529	0.128418	0.118347	0.125853	0.154475	0.396216	0.225548	0.256038	0.487440	0.216636	0.030934	0.319329	0.352571	0.195262	0.221795	0.195901	0.333118	0.219694	0.393272	0.347935	0.163678	0.331954	0.200837	0.310396	0.398133	0.227823	0.333644	0.271853	0.149710	0.167096	0.221228	0.152258	0.392778	0.096389	0.131502	0.548842	0.379528	0.147484	0.089794	0.256252	0.351914	0.097469	0.114190	0.341131	0.299229	0.161306	0.198518	0.159599	0.142894
23	0.339137	0.160188	0.330434	0.414128	0.209566	0.351824	0.205136	0.119950	0.111107	0.118156	0.066249	0.144940	0.389241	0.225559	0.263932	0.484263	0.168120	0.019085	0.286025	0.346425	0.157168	0.156873	0.205935	0.337947	0.171856	0.248787	0.342758	0.174233	0.329879	0.304035	0.293786	0.397029	0.223561	0.265789	0.279016	0.161192	0.161647	0.209607	0.144792	0.392272	0.095328	0.144248	0.472755	0.373503	0.159818	0.141350	0.274952	0.424749	0.178972	0.154496	0.218010	0.213542	0.144414	0.191854	0.169531	0.170114
24	0.337548	0.160055	0.339564	0.411440	0.210231	0.371438	0.217350	0.118179	0.069600	0.112465	0.063957	0.155842	0.383976	0.225676	0.281750	0.481259	0.160335	0.021268	0.277171	0.337971	0.133879	0.104153	0.207386	0.330473	0.136342	0.188953	0.331497	0.274593	0.438187	0.579916	0.278725	0.354128	0.213085	0.252918	0.347555	0.189661	0.183231	0.267929	0.131395	0.423880	0.099629	0.162334	0.367211	0.353089	0.193858	0.257335	0.298147	0.600730	0.249764	0.200813	0.147994	0.170590	0.140481	0.174293	0.205039	0.218975
25	0.333519	0.155200	0.333001	0.410969	0.209328	0.360481	0.223513	0.107049	0.062491	0.107256	0.065119	0.187487	0.373579	0.224553	0.297020	0.481398	0.152066	0.023778	0.264561	0.345591	0.125963	0.094619	0.204649	0.312620	0.143959	0.187294	0.483001	0.345322	0.556252	0.798719	0.251629	0.296585	0.154339	0.172613	0.347423	0.255571	0.187964	0.307393	0.141946	0.495146	0.103446	0.161445	0.307696	0.313936	0.221086	0.348441	0.267825	0.657114	0.290826	0.276160	0.162346	0.166305	0.139296	0.142519	0.293155	0.229423
26	0.324616	0.141201	0.343598	0.405870	0.239856	0.370802	0.245963	0.093689	0.054544	0.092576	0.080360	0.165108	0.351420	0.215109	0.298566	0.448078	0.127090	0.026164	0.257259	0.340790	0.125014	0.096711	0.198153	0.305553	0.135287	0.169003	0.479455	0.372109	0.562910	0.847026	0.245052	0.280637	0.101873	0.096917	0.348270	0.284682	0.194791	0.312269	0.157027	0.540660	0.103646	0.182407	0.269827	0.257421	0.217825	0.365248	0.242471	0.635109	0.341880	0.261977	0.255100	0.498648	0.146718	0.134330	0.310859	0.236783
27	0.292527	0.121760	0.354487	0.398499	0.251026	0.387034	0.236384	0.124345	0.053239	0.085822	0.140236	0.144108	0.321416	0.192443	0.298469	0.414382	0.189648	0.037102	0.313746	0.362326	0.132964	0.145901	0.196585	0.304153	0.147912	0.138939	0.503160	0.435368	0.542599	0.846771	0.238864	0.279691	0.112964	0.129625	0.347592	0.313438	0.197184	0.321490	0.157188	0.548763	0.121170	0.235926	0.234509	0.207148	0.285494	0.407458	0.229147	0.627324	0.372445	0.270854	0.337449	0.584026	0.135633	0.109526	0.328475	0.250019
28	0.189388	0.100633	0.375057	0.393612	0.254647	0.383898	0.237946	0.127749	0.058213	0.074784	0.161094	0.140496	0.305042	0.173317	0.297952	0.377326	0.213897	0.040129	0.375323	0.396525	0.152451	0.192177	0.169865	0.300414	0.146565	0.109608	0.528857	0.434885	0.548693	0.856310	0.208630	0.270157	0.114823	0.162877	0.363035	0.390339	0.205497	0.331788	0.157296	0.551726	0.133062	0.245908	0.224906	0.187160	0.418459	0.541521	0.233872	0.654631	0.305386	0.236494	0.401650	0.743831	0.113239	0.089265	0.342131	0.237856
29	0.108649	0.085088	0.400581	0.390518	0.253642	0.381637	0.275534	0.124657	0.058413	0.060768	0.216029	0.162551	0.295401	0.169640	0.297638	0.340086	0.229739	0.062579	0.405932	0.401184	0.159685	0.201733	0.151663	0.289846	0.143549	0.085599	0.539199	0.427112	0.581102	0.883591	0.179632	0.243125	0.134865	0.172618	0.374497	0.414391	0.207365	0.335527	0.158049	0.551938	0.137721	0.244942	0.225432	0.184648	0.442233	0.588274	0.247773	0.679122	0.322098	0.180179	0.487548	0.770499	0.110992	0.088964	0.388416	0.239816
30	0.116181	0.072420	0.397628	0.404272	0.259068	0.383670	0.287014	0.137380	0.069436	0.056605	0.224290	0.182208	0.294692	0.176452	0.282508	0.335437	0.255971	0.080788	0.496131	0.432003	0.154056	0.215539	0.148929	0.268687	0.138970	0.057458	0.525881	0.442816	0.618858	0.933539	0.169206	0.185804	0.147268	0.208918	0.465656	0.422952	0.212151	0.337724	0.158951	0.532864	0.142428	0.246322	0.216750	0.150859	0.441578	0.593922	0.263534	0.693173	0.243138	0.119600	0.481438	0.767719	0.116379	0.056643	0.402576	0.236049
31	0.117431	0.071353	0.394845	0.420999	0.297653	0.462370	0.298344	0.153854	0.069934	0.052967	0.230042	0.208780	0.258968	0.176654	0.229120	0.331748	0.256565	0.081766	0.552582	0.455313	0.183071	0.263430	0.147325	0.266752	0.138363	0.043460	0.498967	0.449993	0.668824	1.002650	0.116223	0.104994	0.128652	0.213661	0.456797	0.444631	0.214754	0.329685	0.135744	0.443676	0.138677	0.243384	0.198138	0.101535	0.441508	0.595909	0.267530	0.705736	0.193426	0.112365	0.391526	0.570046	0.138463	0.058940	0.403952	0.260629
32	0.116272	0.067456	0.396282	0.429569	0.270584	0.458624	0.311207	0.161539	0.071464	0.051660	0.244400	0.204070	0.173225	0.165219	0.199482	0.308742	0.257804	0.081666	0.557069	0.490680	0.206838	0.282729	0.145367	0.254516	0.122390	0.044844	0.354563	0.420240	0.690718	1.044661	0.144352	0.084701	0.126363	0.214148	0.473260	0.490661	0.208392	0.328506	0.119629	0.398451	0.136741	0.235120	0.180174	0.090025	0.441550	0.596936	0.268200	0.713633	0.155531	0.086412	0.362489	0.479534	0.137557	0.056331	0.401891	0.273192
33	0.116032	0.061654	0.387736	0.429005	0.307502	0.497404	0.311716	0.164487	0.074811	0.051012	0.272474	0.190983	0.086318	0.160038	0.194295	0.247820	0.261342	0.081349	0.567103	0.494572	0.211386	0.285314	0.140216	0.232944	0.120560	0.069300	0.323405	0.362270	0.691259	1.059190	0.173735	0.111911	0.126908	0.214326	0.522049	0.476456	0.198562	0.313481	0.126625	0.403331	0.134728	0.226161	0.151266	0.089286	0.442118	0.596979	0.270516	0.716333	0.094034	0.082883	0.220179	0.283627	0.140330	0.041040	0.384159	0.232119
34	0.113495	0.056322	0.377978	0.425942	0.294615	0.482123	0.306455	0.166494	0.074416	0.054301	0.277273	0.220895	0.079639	0.158722	0.185123	0.169024	0.265095	0.081868	0.595608	0.469386	0.217733	0.286262	0.137789	0.208163	0.070206	0.082379	0.222321	0.313364	0.691256	1.063718	0.180544	0.136077	0.127983	0.213888	0.549639	0.459157	0.177769	0.232939	0.245198	0.474050	0.134393	0.224190	0.143818	0.114243	0.442291	0.596879	0.270632	0.718145	0.074266	0.086694	0.139901	0.258850	0.139029	0.040268	0.333207	0.221053
35	0.111716	0.052450	0.374082	0.413486	0.270027	0.446952	0.275081	0.162080	0.084658	0.062787	0.253177	0.240282	0.085610	0.158126	0.184204	0.138554	0.267577	0.085286	0.600227	0.448699	0.223765	0.287154	0.137081	0.178924	0.073856	0.100913	0.187947	0.330102	0.690557	1.058378	0.173913	0.138984	0.124179	0.184747	0.561753	0.438951	0.174762	0.171706	0.255433	0.439839	0.127141	0.222195	0.263718	0.181117	0.441783	0.595560	0.273594	0.719130	0.090433	0.156409	0.106035	0.183510	0.128919	0.041496	0.309321	0.224483
36	0.112100	0.048520	0.336692	0.354049	0.264313	0.435763	0.274400	0.157603	0.077194	0.051201	0.238047	0.352715	0.092162	0.167200	0.187744	0.181596	0.229521	0.087149	0.537673	0.463184	0.226653	0.287503	0.126329	0.160611	0.090277	0.177409	0.155773	0.348290	0.664249	0.982763	0.174396	0.138983	0.125058	0.154323	0.533788	0.362783	0.167482	0.162485	0.266408	0.381855	0.127493	0.224594	0.337503	0.210711	0.440314	0.589715	0.277681	0.713073	0.088867	0.179921	0.094227	0.123283	0.116115	0.042691	0.309405	0.227409
37	0.112260	0.045744	0.302131	0.287611	0.265023	0.432403	0.272307	0.158316	0.072666	0.045509	0.200301	0.463990	0.097605	0.188954	0.199352	0.258536	0.231401	0.084374	0.534803	0.520925	0.226470	0.287421	0.099949	0.138017	0.107303	0.194895	0.158636	0.308474	0.576889	0.800377	0.173492	0.138946	0.110887	0.140320	0.504897	0.335633	0.162460	0.152840	0.288385	0.376180	0.122033	0.214321	0.363214	0.241294	0.433932	0.567241	0.236702	0.601364	0.108672	0.211685	0.225991	0.118232	0.123178	0.045512	0.304049	0.298511
