	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_01.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_02.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_03.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_04.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_06.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_07.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_08.c3d	218_C_T1_sh_ND_10.c3d	218_C_T1_sh_ND_10.c3d	218_C_T1_sh_ND_10.c3d	218_C_T1_sh_ND_10.c3d	218_C_T1_sh_ND_10.c3d	218_C_T1_sh_ND_10.c3d	218_C_T1_sh_ND_10.c3d	218_C_T1_sh_ND_10.c3d
15	0.228283	0.273820	0.761028	0.367708	0.255851	0.429657	0.464419	0.197540	0.149864	0.099582	0.485783	0.472627	0.409603	0.525549	0.508615	0.153762	0.227228	0.204520	0.372922	0.328767	0.114092	0.137768	0.316212	0.261477	0.417012	0.445313	0.341216	0.355975	0.278105	0.511648	0.459347	0.265607	0.213046	0.308511	0.359664	0.289035	0.324902	0.368541	0.386631	0.180296	0.442979	0.408755	0.668033	0.210568	0.341975	0.369939	0.314201	0.328069	0.115549	0.120634	0.591316	0.486127	0.381741	0.306607	0.436195	0.199066	0.279806	0.243875	0.452169	0.161864	0.213959	0.210385	0.329115	0.352649
16	0.233075	0.320681	0.784374	0.435860	0.253009	0.435784	0.529622	0.270891	0.166154	0.138130	0.494086	0.516258	0.421367	0.536772	0.514706	0.153583	0.175616	0.141621	0.393815	0.307657	0.120691	0.133836	0.310728	0.319241	0.434445	0.441663	0.350718	0.406092	0.279159	0.578527	0.373474	0.262131	0.199596	0.316623	0.277013	0.290308	0.326218	0.368723	0.370324	0.129028	0.443310	0.404487	0.734383	0.209071	0.296612	0.386942	0.309945	0.331442	0.122963	0.115009	0.591185	0.464543	0.381724	0.306847	0.435249	0.202667	0.260194	0.244079	0.464377	0.173038	0.192478	0.232900	0.279889	0.374056
17	0.219842	0.330085	0.865678	0.588448	0.233746	0.421903	0.528524	0.308059	0.182221	0.167480	0.538396	0.525193	0.428565	0.541837	0.509570	0.167948	0.137547	0.121210	0.392740	0.344625	0.119290	0.134847	0.316108	0.368822	0.444376	0.472449	0.409852	0.431478	0.252568	0.583835	0.313227	0.238356	0.194027	0.263050	0.293957	0.291960	0.328249	0.369939	0.367693	0.153827	0.442710	0.403916	0.739468	0.213731	0.316513	0.394345	0.308090	0.320904	0.138995	0.115214	0.471180	0.461054	0.382827	0.306539	0.432854	0.246117	0.262606	0.245588	0.468050	0.204881	0.213012	0.272643	0.228632	0.377746
18	0.181326	0.297580	0.997811	0.720893	0.239865	0.422861	0.515101	0.317994	0.197404	0.199976	0.517993	0.522374	0.428672	0.531292	0.460102	0.223418	0.137239	0.119990	0.351002	0.369928	0.148178	0.162738	0.306992	0.395670	0.454353	0.500270	0.568354	0.410238	0.238032	0.571672	0.299323	0.213693	0.191440	0.188302	0.327269	0.288436	0.326269	0.373873	0.376743	0.243645	0.442621	0.406601	0.727860	0.233183	0.265326	0.367594	0.227105	0.338648	0.154364	0.118111	0.427112	0.485516	0.372380	0.291338	0.425850	0.244288	0.246552	0.236747	0.508977	0.227367	0.239416	0.295929	0.245515	0.419454
19	0.192604	0.313453	1.116336	0.759189	0.243594	0.406887	0.529332	0.359578	0.201568	0.213297	0.461708	0.523424	0.424391	0.529504	0.459576	0.290852	0.138900	0.113755	0.311920	0.376729	0.155135	0.169870	0.296521	0.394397	0.452005	0.470210	0.603784	0.407004	0.172750	0.548784	0.189571	0.247071	0.109620	0.170466	0.332165	0.293249	0.308096	0.366175	0.376549	0.289480	0.439978	0.407253	0.737011	0.258553	0.234615	0.364657	0.138950	0.348726	0.157753	0.149559	0.438127	0.559539	0.311825	0.251991	0.364652	0.246673	0.186866	0.229412	0.550984	0.237914	0.237534	0.299251	0.238588	0.432035
20	0.230286	0.351859	1.169393	0.764848	0.238033	0.400683	0.520727	0.380675	0.209135	0.225114	0.442046	0.542660	0.422171	0.543819	0.474812	0.333559	0.135036	0.116984	0.367731	0.361492	0.147606	0.143447	0.305350	0.391205	0.447377	0.393238	0.610251	0.401051	0.131776	0.534728	0.081288	0.264309	0.114355	0.155159	0.320135	0.337336	0.268656	0.319191	0.331565	0.297581	0.427716	0.410003	0.680566	0.291882	0.223734	0.352545	0.149151	0.348514	0.154674	0.192948	0.449743	0.595282	0.302506	0.249295	0.281161	0.246071	0.165918	0.237689	0.565247	0.241747	0.244303	0.332312	0.213522	0.430487
21	0.238612	0.368675	1.187662	0.759322	0.234756	0.421606	0.519636	0.370576	0.208289	0.226066	0.440407	0.580242	0.437138	0.616852	0.460558	0.336330	0.109490	0.106773	0.397772	0.337110	0.141761	0.137695	0.246840	0.377993	0.441979	0.385243	0.613622	0.398653	0.131456	0.529476	0.079047	0.291629	0.137013	0.188777	0.392525	0.384066	0.267413	0.305677	0.322768	0.300278	0.394562	0.421072	0.634891	0.301845	0.225389	0.352193	0.149935	0.349094	0.189742	0.199647	0.419764	0.595033	0.296030	0.245420	0.271347	0.240122	0.164341	0.241901	0.566856	0.242286	0.242783	0.341988	0.205446	0.427308
22	0.223010	0.365274	1.150401	0.752593	0.202036	0.407720	0.469339	0.360844	0.208423	0.229906	0.418792	0.604961	0.440036	0.611249	0.459826	0.374665	0.108117	0.107831	0.421911	0.336070	0.139789	0.138928	0.239599	0.371321	0.413095	0.387752	0.604765	0.386401	0.134225	0.524627	0.089025	0.303276	0.195910	0.281812	0.440897	0.386822	0.251059	0.286314	0.296679	0.325854	0.374827	0.440629	0.612272	0.295429	0.238841	0.343587	0.151587	0.343799	0.285613	0.277023	0.417102	0.569093	0.269687	0.256208	0.314324	0.230868	0.159131	0.239320	0.558130	0.247896	0.233769	0.327721	0.218973	0.424518
23	0.218749	0.364212	1.085062	0.815069	0.154594	0.313378	0.360365	0.355854	0.218223	0.241292	0.434570	0.604606	0.409305	0.592351	0.468176	0.473871	0.107543	0.107747	0.421414	0.328930	0.170600	0.185661	0.239908	0.366803	0.394306	0.372809	0.581595	0.399853	0.156238	0.515600	0.136940	0.416637	0.205578	0.336812	0.423563	0.386511	0.185856	0.210962	0.240338	0.359027	0.370251	0.432824	0.597609	0.299680	0.234253	0.332893	0.147180	0.303364	0.327839	0.330264	0.403869	0.557693	0.207881	0.206707	0.351765	0.276991	0.153076	0.242274	0.536419	0.277894	0.219845	0.313891	0.246512	0.425425
24	0.219896	0.352166	1.000656	0.848024	0.142176	0.276087	0.283022	0.301041	0.215060	0.241490	0.454728	0.607749	0.346994	0.534800	0.440691	0.536788	0.097686	0.092472	0.413607	0.306547	0.187600	0.243762	0.239866	0.377055	0.230436	0.371296	0.550814	0.405356	0.148423	0.431794	0.168295	0.527656	0.205312	0.332878	0.423217	0.392599	0.164852	0.192863	0.195846	0.379339	0.216218	0.354405	0.588893	0.314730	0.221805	0.314970	0.150581	0.247451	0.329429	0.330488	0.326676	0.562252	0.198291	0.182149	0.373878	0.297774	0.152390	0.247787	0.544810	0.398807	0.211753	0.310606	0.255414	0.368927
25	0.218796	0.321546	0.949487	0.846087	0.138574	0.276748	0.279654	0.273057	0.204210	0.241941	0.471776	0.601821	0.314636	0.504177	0.390069	0.554969	0.097520	0.102360	0.371290	0.296934	0.187204	0.276624	0.247473	0.371348	0.192183	0.370769	0.593208	0.363112	0.181637	0.425012	0.183897	0.542825	0.209563	0.333317	0.405827	0.395678	0.160870	0.239142	0.205085	0.387803	0.158273	0.327783	0.588430	0.319265	0.205307	0.306907	0.161271	0.243146	0.361691	0.351137	0.283652	0.568267	0.204704	0.185484	0.395087	0.298538	0.152492	0.247601	0.515152	0.483828	0.211335	0.300527	0.249055	0.288499
26	0.220600	0.280287	0.958886	0.798142	0.146900	0.275343	0.255222	0.261088	0.200351	0.259846	0.476695	0.581505	0.298187	0.491236	0.398194	0.558665	0.093033	0.111954	0.355045	0.285471	0.192232	0.283844	0.261276	0.325334	0.185905	0.337542	0.575312	0.279325	0.189890	0.406180	0.238147	0.530884	0.216184	0.341945	0.377868	0.396141	0.159388	0.246321	0.211256	0.388991	0.131489	0.299369	0.566996	0.316900	0.175176	0.312782	0.150213	0.221172	0.388466	0.385216	0.294744	0.571279	0.215024	0.222030	0.396228	0.305513	0.152716	0.241652	0.436733	0.503051	0.199442	0.283893	0.294046	0.277213
27	0.222343	0.295955	0.864363	0.682479	0.142032	0.274683	0.193335	0.198839	0.198564	0.288080	0.479596	0.563573	0.287372	0.484453	0.400984	0.552377	0.091789	0.133307	0.355396	0.224117	0.192746	0.287919	0.273560	0.246575	0.174373	0.287435	0.418288	0.308091	0.192347	0.398601	0.256827	0.505488	0.215571	0.345764	0.394041	0.392870	0.154767	0.295531	0.209731	0.389365	0.131442	0.256795	0.496471	0.306192	0.155269	0.278758	0.128053	0.178647	0.391413	0.401006	0.321663	0.569488	0.215257	0.253513	0.399309	0.294144	0.147711	0.223025	0.393146	0.499639	0.134467	0.254676	0.316810	0.218688
28	0.223987	0.315251	0.698765	0.577152	0.109040	0.269983	0.193197	0.166884	0.201993	0.290830	0.501015	0.533501	0.273597	0.460846	0.396183	0.533473	0.093336	0.157178	0.354751	0.144569	0.174638	0.355677	0.281375	0.180201	0.167266	0.310064	0.335627	0.351929	0.186752	0.311468	0.270180	0.522741	0.204632	0.345640	0.390687	0.341921	0.152372	0.333642	0.186588	0.368865	0.124797	0.257598	0.375030	0.302845	0.136960	0.275569	0.118650	0.183861	0.386907	0.401945	0.315272	0.518441	0.199965	0.254592	0.399153	0.305796	0.170277	0.205262	0.371445	0.518080	0.110499	0.247404	0.295458	0.133856
29	0.177661	0.271893	0.517764	0.545060	0.112094	0.231043	0.188913	0.173024	0.194478	0.297070	0.518371	0.486407	0.272418	0.456249	0.367170	0.505711	0.088635	0.156212	0.335569	0.203254	0.174600	0.461369	0.256857	0.177815	0.181519	0.318598	0.344306	0.358434	0.183216	0.309462	0.304468	0.661173	0.201904	0.340445	0.359824	0.254843	0.152354	0.363208	0.177201	0.314942	0.127733	0.267378	0.299001	0.316375	0.145112	0.294375	0.156576	0.224801	0.389225	0.394375	0.267006	0.457675	0.193860	0.247777	0.365346	0.302838	0.211636	0.216613	0.363538	0.551119	0.090192	0.230963	0.317499	0.136107
30	0.136036	0.228934	0.422551	0.542824	0.106291	0.166287	0.200626	0.335672	0.178277	0.304555	0.495354	0.472944	0.246302	0.417419	0.319985	0.482812	0.061033	0.152808	0.281671	0.307204	0.179139	0.486320	0.268394	0.183128	0.201388	0.325860	0.343698	0.368640	0.195892	0.310794	0.386737	0.777288	0.153180	0.286075	0.234003	0.514336	0.146805	0.364781	0.183863	0.288981	0.134631	0.266572	0.302554	0.324699	0.156948	0.326612	0.227292	0.255328	0.389529	0.377140	0.229025	0.508049	0.213705	0.250531	0.365597	0.295615	0.219068	0.229860	0.372842	0.555958	0.068494	0.187190	0.339016	0.138316
31	0.124988	0.210816	0.392909	0.537324	0.105364	0.177916	0.288178	0.643029	0.161219	0.293768	0.477433	0.521467	0.106396	0.198590	0.309646	0.477689	0.068923	0.173409	0.234253	0.369858	0.180788	0.487157	0.275156	0.180462	0.198823	0.291377	0.392238	0.391544	0.340370	0.390214	0.481789	0.739251	0.152794	0.199670	0.259140	0.644415	0.139035	0.359941	0.185658	0.287748	0.144222	0.263987	0.282571	0.338375	0.157928	0.328759	0.242721	0.249250	0.376804	0.430742	0.264849	0.568857	0.208370	0.263566	0.395506	0.296536	0.203512	0.224339	0.334926	0.552895	0.066792	0.186049	0.330516	0.160726
