	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_01.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_02.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_05.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_07.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_09.c3d	234_C_T1_sh_L_ND_10.c3d	234_C_T1_sh_L_ND_10.c3d	234_C_T1_sh_L_ND_10.c3d	234_C_T1_sh_L_ND_10.c3d	234_C_T1_sh_L_ND_10.c3d	234_C_T1_sh_L_ND_10.c3d	234_C_T1_sh_L_ND_10.c3d	234_C_T1_sh_L_ND_10.c3d
27	0.101259	0.120934	0.774114	0.349777	0.096966	0.191580	0.450773	0.480914	0.108814	0.153678	0.322522	0.268841	0.325510	0.253421	0.309779	0.334844	0.197073	0.536984	0.343691	0.362158	0.070990	0.186787	0.361098	0.432240	0.317080	0.414103	0.284374	0.365125	0.118349	0.247227	0.094867	0.198015	0.418522	0.313070	0.179063	0.493644	0.077084	0.165147	0.164514	0.340129	0.162305	0.160674	0.628304	0.709958	0.131261	0.123539	0.342753	0.333753
28	0.142690	0.120299	0.714317	0.491522	0.103226	0.188540	0.422072	0.409122	0.090497	0.124335	0.321557	0.300031	0.313682	0.255668	0.316231	0.309255	0.209579	0.586755	0.335001	0.361166	0.061639	0.121538	0.445405	0.470948	0.274545	0.324256	0.365525	0.465952	0.108048	0.254371	0.089034	0.231497	0.447880	0.330877	0.463049	0.534054	0.077571	0.159057	0.209186	0.349276	0.196826	0.186793	0.644455	0.694737	0.125559	0.118860	0.314447	0.328589
29	0.152041	0.128307	0.767568	0.623096	0.101732	0.165908	0.317495	0.435372	0.089064	0.125407	0.421724	0.324984	0.309603	0.257320	0.318727	0.281643	0.233098	0.646526	0.345117	0.372258	0.057902	0.106283	0.472146	0.473007	0.240438	0.319475	0.493988	0.510123	0.104758	0.276167	0.100793	0.250637	0.451824	0.338222	0.616342	0.582138	0.076097	0.149484	0.218472	0.350065	0.202655	0.187384	0.503428	0.717283	0.164907	0.140167	0.311004	0.326194
30	0.243164	0.184426	0.715687	0.586335	0.101650	0.160054	0.310252	0.478979	0.090505	0.126255	0.538623	0.332006	0.242694	0.212376	0.316152	0.286709	0.229242	0.657711	0.378744	0.426840	0.052390	0.098202	0.490101	0.494576	0.234807	0.302962	0.539857	0.510678	0.113983	0.294143	0.125539	0.255935	0.448730	0.335211	0.687010	0.697750	0.076482	0.146658	0.239892	0.370404	0.214834	0.191343	0.427453	0.760076	0.177500	0.151349	0.312932	0.318080
31	0.265718	0.219546	0.524874	0.576219	0.100501	0.154363	0.322242	0.483789	0.091148	0.119783	0.586949	0.291456	0.126609	0.178547	0.338438	0.293672	0.234945	0.658999	0.422390	0.396436	0.052581	0.087251	0.554365	0.509710	0.184418	0.299874	0.538689	0.496112	0.121900	0.294131	0.190559	0.255486	0.405165	0.300196	0.787080	0.721845	0.073325	0.134372	0.308908	0.378691	0.227544	0.199386	0.425802	0.774028	0.179821	0.151760	0.303945	0.278591
32	0.270162	0.208958	0.477376	0.582872	0.100740	0.153851	0.323054	0.484475	0.088899	0.120336	0.592852	0.277723	0.081751	0.170315	0.361955	0.275954	0.225360	0.643396	0.408961	0.342465	0.052709	0.085812	0.581627	0.508488	0.182962	0.273215	0.533694	0.463620	0.121147	0.273179	0.216209	0.265686	0.304188	0.257632	0.806807	0.721440	0.065553	0.110446	0.375231	0.377860	0.231871	0.200686	0.439319	0.745601	0.198612	0.147281	0.249474	0.274243
33	0.271023	0.208539	0.481110	0.640799	0.099257	0.156042	0.328472	0.487836	0.062055	0.132668	0.590924	0.257244	0.078142	0.183107	0.375307	0.234923	0.209392	0.571482	0.343487	0.374557	0.060505	0.060840	0.572948	0.486227	0.152594	0.107720	0.527899	0.455449	0.124925	0.264679	0.224189	0.263228	0.295118	0.234107	0.806437	0.626101	0.069164	0.116136	0.396092	0.370957	0.214168	0.182391	0.355096	0.467414	0.199784	0.166710	0.167977	0.266303
34	0.268282	0.216516	0.506529	0.721280	0.101175	0.154492	0.355684	0.489416	0.049245	0.136032	0.584766	0.253096	0.095873	0.200148	0.351262	0.210228	0.194407	0.458206	0.341316	0.414385	0.070078	0.058727	0.546979	0.432212	0.115898	0.112914	0.517483	0.482671	0.133328	0.245443	0.261801	0.250488	0.182717	0.171385	0.767703	0.523932	0.064483	0.113144	0.407063	0.346797	0.196573	0.164991	0.284851	0.427779	0.314061	0.232589	0.156351	0.235395
35	0.244150	0.219764	0.522703	0.557113	0.106220	0.134283	0.396607	0.475928	0.049652	0.131455	0.556590	0.254143	0.093056	0.198413	0.330102	0.219111	0.186727	0.419436	0.377974	0.427641	0.076904	0.079961	0.612733	0.431053	0.116516	0.117244	0.571191	0.638206	0.141700	0.257109	0.271817	0.250729	0.109052	0.125786	0.603398	0.499532	0.058946	0.112680	0.471576	0.344669	0.162703	0.165521	0.228799	0.407711	0.352438	0.257784	0.207321	0.246932
36	0.218092	0.197455	0.436048	0.492274	0.104887	0.134850	0.409090	0.419577	0.055426	0.135871	0.536745	0.245145	0.086469	0.191102	0.365237	0.233179	0.189346	0.423261	0.392924	0.428273	0.110382	0.171588	0.678546	0.433721	0.098765	0.111101	0.653994	0.760626	0.147906	0.259764	0.271762	0.261671	0.085147	0.115099	0.539116	0.349608	0.060197	0.111930	0.505696	0.339939	0.146794	0.168155	0.244794	0.254206	0.350837	0.261388	0.269712	0.245464
