	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d
46	0.412273	0.257034	0.748903	0.475785	0.646848	0.827637	0.677347	0.813207	0.169691	0.111266	0.316322	0.184058	0.171371	0.115587	0.273846	0.218787	0.214368	0.171995	0.463581	0.555255	0.421937	0.309311	0.417985	0.358455	0.197828	0.119079	0.327353	0.182831	0.329607	0.323004	0.676056	0.661145	0.178955	0.120064	0.184991	0.276419	0.559273	0.181979	0.391967	0.236797	0.366658	0.224574	0.588749	0.878800	0.154524	0.235024	0.587376	0.465849
47	0.422529	0.260787	0.756800	0.509281	0.629509	0.821947	0.717030	0.820416	0.166908	0.110059	0.276170	0.224383	0.153189	0.091643	0.263530	0.219751	0.222684	0.179884	0.492803	0.663421	0.368761	0.280169	0.382425	0.410259	0.212637	0.135681	0.263925	0.129579	0.349853	0.315236	0.693741	0.668799	0.125836	0.093045	0.333156	0.440583	0.589195	0.185118	0.391084	0.226508	0.382462	0.234479	0.586505	0.876558	0.176761	0.237792	0.626664	0.466087
48	0.437064	0.267943	0.729449	0.510394	0.588877	0.768211	0.718465	0.845469	0.159187	0.104459	0.286451	0.249491	0.142918	0.076825	0.294470	0.212701	0.239343	0.187056	0.503814	0.667334	0.312765	0.252607	0.417972	0.418318	0.207073	0.148624	0.251696	0.127260	0.350546	0.327105	0.681525	0.536372	0.139784	0.100891	0.423136	0.467895	0.641431	0.205505	0.390551	0.215305	0.397737	0.247862	0.562122	0.908443	0.186084	0.238771	0.627757	0.483032
49	0.441036	0.273004	0.687860	0.551333	0.568006	0.733388	0.724180	0.859335	0.185196	0.110619	0.388198	0.253299	0.178178	0.085340	0.406895	0.215135	0.256772	0.191650	0.477156	0.672232	0.299511	0.250669	0.428870	0.482046	0.191019	0.150772	0.272501	0.137499	0.341673	0.300433	0.693262	0.477835	0.187159	0.125793	0.454433	0.471108	0.730202	0.227146	0.387856	0.212890	0.395056	0.250452	0.535470	0.872644	0.187273	0.204928	0.629358	0.538998
50	0.440027	0.274859	0.670019	0.607920	0.554175	0.736034	0.728175	0.864686	0.224468	0.129748	0.464664	0.255167	0.281038	0.128244	0.447826	0.218025	0.255042	0.185621	0.443331	0.686817	0.306736	0.255952	0.434884	0.551978	0.182951	0.150572	0.297244	0.143508	0.331548	0.264819	0.701084	0.435727	0.238260	0.156370	0.456836	0.474084	0.797876	0.241239	0.360183	0.205986	0.364661	0.232200	0.513318	0.802583	0.193840	0.195360	0.628012	0.612866
51	0.418265	0.255817	0.697144	0.615676	0.553555	0.734507	0.752730	0.870274	0.241448	0.136755	0.500729	0.254889	0.343307	0.148670	0.449447	0.224358	0.246357	0.179563	0.425463	0.698470	0.306128	0.256759	0.503414	0.580264	0.180603	0.150713	0.328849	0.146324	0.337228	0.261553	0.675558	0.398487	0.299159	0.200461	0.466396	0.479509	0.813931	0.243284	0.298880	0.162542	0.343343	0.220507	0.505223	0.778393	0.184436	0.169914	0.612020	0.594665
52	0.406244	0.239162	0.663518	0.595784	0.531156	0.645366	0.691159	0.742005	0.245917	0.135625	0.507315	0.254897	0.354055	0.150099	0.490449	0.236400	0.250587	0.179032	0.446137	0.705830	0.318813	0.259497	0.575118	0.589292	0.188468	0.161707	0.347016	0.146367	0.318743	0.257654	0.637990	0.392113	0.334058	0.232665	0.559018	0.528427	0.813285	0.243317	0.260532	0.149247	0.322232	0.210773	0.526731	0.778185	0.181896	0.186257	0.550169	0.544919
53	0.394687	0.235268	0.549493	0.544048	0.402220	0.466954	0.613956	0.688294	0.247122	0.130099	0.491159	0.250516	0.395595	0.154185	0.577431	0.457143	0.276410	0.183380	0.509877	0.710974	0.347639	0.264482	0.609192	0.594149	0.195119	0.174174	0.348653	0.176627	0.298525	0.238296	0.632319	0.396356	0.338233	0.234413	0.656833	0.604050	0.822911	0.247448	0.248871	0.122079	0.304479	0.200200	0.567385	0.776245	0.172066	0.200664	0.508320	0.550205
54	0.337485	0.199009	0.497417	0.535485	0.262783	0.390381	0.630453	0.634171	0.242891	0.124064	0.481856	0.233515	0.404923	0.153095	0.612812	0.484872	0.304159	0.193974	0.567168	0.711688	0.371475	0.270233	0.625232	0.606057	0.195553	0.176002	0.370731	0.252851	0.300305	0.229585	0.542932	0.340381	0.396114	0.266622	0.672802	0.608341	0.846802	0.264321	0.174042	0.074438	0.299495	0.195042	0.590572	0.772429	0.173755	0.201099	0.501036	0.529533
55	0.297518	0.175048	0.492692	0.534111	0.364002	0.580115	0.515862	0.577968	0.243039	0.131310	0.480766	0.229505	0.401415	0.156586	0.589950	0.509033	0.329718	0.213621	0.595445	0.712540	0.383041	0.263999	0.629993	0.618006	0.197202	0.174918	0.455307	0.295241	0.282491	0.210127	0.464472	0.271330	0.453409	0.300578	0.671349	0.622790	0.870696	0.273724	0.101128	0.086596	0.306448	0.197862	0.592949	0.772702	0.194785	0.210207	0.403552	0.518596
56	0.282992	0.172036	0.492406	0.532477	0.404766	0.721807	0.448947	0.582125	0.242184	0.173120	0.470164	0.226970	0.405003	0.156588	0.657279	0.504308	0.348645	0.228612	0.602302	0.706002	0.402537	0.269643	0.629852	0.624785	0.196823	0.175252	0.543580	0.305307	0.253115	0.175013	0.462002	0.217357	0.478578	0.311840	0.670623	0.624621	0.867656	0.267649	0.153929	0.087561	0.310727	0.201553	0.589426	0.757994	0.185711	0.209783	0.260355	0.540909
57	0.282580	0.199130	0.477197	0.521246	0.439232	0.876822	0.444702	0.564467	0.226279	0.219021	0.460515	0.227394	0.422968	0.162662	0.718364	0.505906	0.357433	0.232833	0.596983	0.712819	0.428095	0.267567	0.627721	0.626046	0.200586	0.178039	0.601849	0.360156	0.234984	0.142711	0.400277	0.203838	0.483526	0.312005	0.670388	0.629116	0.868015	0.285037	0.253225	0.092850	0.313116	0.203703	0.566629	0.685167	0.167427	0.204244	0.340488	0.550938
58	0.281777	0.212364	0.417389	0.468380	0.426696	0.866096	0.436981	0.586655	0.222010	0.236803	0.466743	0.222732	0.426406	0.177492	0.711277	0.526047	0.356403	0.229005	0.581534	0.685847	0.430375	0.271616	0.623156	0.651439	0.215450	0.187457	0.631521	0.416887	0.189402	0.139953	0.303630	0.203498	0.484881	0.312266	0.675957	0.629619	0.837895	0.299790	0.348520	0.124700	0.312221	0.204154	0.535601	0.461288	0.202708	0.212727	0.519394	0.672084
59	0.274926	0.221453	0.382842	0.413658	0.426014	0.853393	0.434860	0.582741	0.222929	0.239724	0.467830	0.180582	0.423210	0.181200	0.655129	0.551914	0.351157	0.221155	0.551858	0.596891	0.418478	0.252730	0.609848	0.634640	0.249183	0.202767	0.638518	0.451813	0.148578	0.132981	0.245569	0.189211	0.485555	0.313773	0.679180	0.628006	0.912063	0.349312	0.375678	0.144744	0.304249	0.201009	0.491257	0.389058	0.230993	0.218193	0.635828	0.626785
60	0.254025	0.218628	0.360749	0.361241	0.427286	0.850205	0.362986	0.568429	0.246417	0.266748	0.460145	0.131822	0.367862	0.173922	0.629291	0.554855	0.336987	0.207449	0.527181	0.475416	0.405586	0.249951	0.635706	0.577117	0.257748	0.204764	0.637464	0.469918	0.117622	0.125463	0.218470	0.189063	0.485496	0.315454	0.663720	0.575256	0.931159	0.368459	0.382421	0.153198	0.290409	0.192952	0.439706	0.384423	0.257147	0.213829	0.664850	0.637356
61	0.242839	0.279514	0.351748	0.333482	0.419994	0.856055	0.300239	0.434246	0.300214	0.347714	0.387372	0.115328	0.312110	0.159562	0.638750	0.555072	0.322940	0.199227	0.514120	0.435742	0.404601	0.244396	0.717392	0.706017	0.263165	0.200682	0.631867	0.477717	0.115233	0.120260	0.208130	0.163863	0.483133	0.315638	0.599928	0.459809	0.945397	0.372100	0.443380	0.245923	0.254784	0.172080	0.406045	0.299481	0.258062	0.173617	0.715784	0.646852
62	0.259772	0.385023	0.342361	0.204251	0.419598	0.834171	0.290436	0.348005	0.286648	0.364449	0.285867	0.108713	0.315451	0.171883	0.660168	0.607655	0.316420	0.199376	0.502432	0.413461	0.395600	0.233351	0.785208	0.792659	0.271754	0.196531	0.623124	0.476582	0.116320	0.118016	0.187973	0.120013	0.473018	0.311917	0.543491	0.444337	0.941916	0.372229	0.532807	0.281090	0.210356	0.141636	0.402557	0.223129	0.295745	0.201163	0.866742	0.647840
63	0.271447	0.451444	0.285098	0.092579	0.417504	0.824458	0.217712	0.341011	0.297159	0.362313	0.242517	0.154489	0.396599	0.212818	0.638923	0.481105	0.313051	0.202295	0.497974	0.375173	0.395915	0.243267	0.819576	0.772675	0.272985	0.193963	0.612987	0.474650	0.102716	0.113673	0.180727	0.072726	0.455367	0.302863	0.522830	0.453007	0.917967	0.366091	0.585321	0.323676	0.196815	0.130300	0.406414	0.216772	0.356561	0.250293	0.950716	0.657984
64	0.278295	0.472336	0.225378	0.089029	0.285484	0.660005	0.143097	0.321187	0.297947	0.371926	0.257237	0.278934	0.433776	0.246855	0.615010	0.451036	0.308556	0.200585	0.497416	0.353325	0.428738	0.328669	0.807560	0.738942	0.278889	0.194021	0.606347	0.481522	0.098774	0.112267	0.112904	0.040682	0.429649	0.286751	0.529554	0.460628	0.809988	0.335543	0.600970	0.382773	0.202050	0.134038	0.411544	0.173298	0.353986	0.239128	0.968381	0.639762
65	0.255725	0.470859	0.159851	0.076221	0.231833	0.546019	0.122889	0.289358	0.304647	0.406202	0.279940	0.300783	0.455642	0.264372	0.621245	0.422691	0.303095	0.199942	0.466553	0.341278	0.454966	0.381565	0.788740	0.725723	0.285172	0.186718	0.628881	0.596150	0.072723	0.097215	0.086226	0.040690	0.387555	0.254800	0.523239	0.453070	0.715700	0.327655	0.594440	0.424247	0.208736	0.139497	0.401484	0.150311	0.350279	0.235721	0.967492	0.627554
66	0.241290	0.468888	0.106429	0.072701	0.112202	0.233993	0.121851	0.240392	0.405301	0.557285	0.352609	0.312639	0.447168	0.269730	0.564204	0.416489	0.273015	0.192244	0.392931	0.345222	0.437816	0.377487	0.824992	0.729744	0.297708	0.180702	0.651659	0.656925	0.052523	0.088818	0.074506	0.039220	0.368852	0.230467	0.407657	0.380192	0.705316	0.326130	0.568085	0.539068	0.217605	0.146395	0.395633	0.202997	0.350053	0.236091	0.954604	0.616633
67	0.252381	0.468700	0.083748	0.070977	0.109001	0.228521	0.116693	0.120205	0.493241	0.672010	0.415439	0.435939	0.429562	0.268991	0.481220	0.434362	0.236728	0.173132	0.344197	0.365456	0.422337	0.375724	0.867829	0.782763	0.320070	0.180000	0.665099	0.670331	0.058477	0.088165	0.082665	0.067246	0.367495	0.226477	0.245746	0.261046	0.684472	0.302162	0.520778	0.585146	0.215505	0.146407	0.372659	0.219092	0.341567	0.234441	0.891478	0.540169
68	0.256274	0.477331	0.082037	0.066589	0.098040	0.246534	0.121654	0.112140	0.500507	0.679813	0.422430	0.548118	0.430319	0.263431	0.473407	0.427369	0.200902	0.145671	0.337725	0.434350	0.413162	0.376994	0.906763	0.866343	0.358904	0.189805	0.655546	0.685978	0.094977	0.076988	0.183409	0.158776	0.296929	0.181625	0.223231	0.252536	0.519272	0.240372	0.490452	0.594928	0.208971	0.145920	0.360768	0.224122	0.317950	0.228130	0.798333	0.389756
69	0.264682	0.513807	0.082841	0.065175	0.120992	0.244709	0.135842	0.105765	0.497925	0.665910	0.414727	0.572178	0.429538	0.268137	0.471486	0.420439	0.165324	0.115101	0.329781	0.487343	0.413526	0.375193	0.934781	0.924598	0.410437	0.220127	0.622451	0.730397	0.121214	0.056979	0.246005	0.210356	0.205055	0.121344	0.224377	0.229449	0.324561	0.173870	0.497059	0.590863	0.196365	0.144825	0.367879	0.221789	0.292909	0.221696	0.749832	0.369548
70	0.271387	0.558831	0.098784	0.075597	0.183059	0.259225	0.129758	0.119590	0.498467	0.660179	0.417996	0.655345	0.431430	0.265676	0.477153	0.434083	0.142841	0.089773	0.330988	0.477717	0.406309	0.374382	0.946722	0.961319	0.414736	0.221228	0.586563	0.722792	0.138076	0.069059	0.268065	0.339488	0.150699	0.096440	0.227465	0.228142	0.227031	0.152393	0.479109	0.645791	0.189297	0.143031	0.372252	0.232185	0.280681	0.222154	0.740363	0.299198
71	0.270909	0.573471	0.164158	0.101174	0.199836	0.268864	0.154391	0.116475	0.502027	0.659099	0.508622	0.685913	0.433423	0.271269	0.494435	0.427354	0.139944	0.085994	0.335057	0.479803	0.413246	0.369344	0.948246	0.972618	0.398160	0.205153	0.559098	0.718973	0.142750	0.077258	0.312994	0.362224	0.135689	0.094318	0.262474	0.233562	0.208827	0.152345	0.397954	0.775516	0.187278	0.141984	0.372919	0.258755	0.268350	0.215703	0.581986	0.232903
72	0.309022	0.594816	0.196439	0.181008	0.199981	0.269005	0.167758	0.110830	0.496600	0.652395	0.561596	0.701079	0.428689	0.275290	0.435292	0.337716	0.143583	0.087915	0.381744	0.453137	0.419939	0.362441	0.947290	0.963795	0.369289	0.182275	0.558446	0.815371	0.165614	0.094199	0.360476	0.441207	0.128683	0.090533	0.341741	0.290174	0.209280	0.147967	0.302168	0.784936	0.187008	0.141436	0.371582	0.300805	0.172133	0.123834	0.334924	0.165575
73	0.362010	0.616204	0.212769	0.239502	0.200357	0.268212	0.202491	0.103056	0.456227	0.614847	0.562223	0.721560	0.321075	0.252756	0.346496	0.313241	0.160652	0.109600	0.436245	0.431548	0.420472	0.356035	0.921957	0.962575	0.355151	0.171871	0.642330	0.893616	0.170175	0.097120	0.366942	0.448890	0.131697	0.085642	0.437417	0.293606	0.202681	0.137365	0.248067	0.772029	0.190987	0.141573	0.371099	0.320551	0.091942	0.073973	0.199561	0.119856
74	0.395466	0.576291	0.224175	0.247620	0.195535	0.238118	0.210796	0.092450	0.447744	0.598986	0.562212	0.731507	0.272945	0.220505	0.311954	0.309745	0.193486	0.172160	0.445064	0.458706	0.403594	0.356173	0.848682	0.904691	0.357497	0.168481	0.760356	0.922557	0.176231	0.099174	0.397531	0.465594	0.156974	0.091239	0.477269	0.316819	0.175377	0.111446	0.242827	0.803803	0.190897	0.141337	0.380043	0.328018	0.084116	0.072664	0.206576	0.130716
75	0.420145	0.525895	0.232969	0.278041	0.193340	0.224222	0.226424	0.086542	0.429187	0.598513	0.559132	0.724887	0.245319	0.191493	0.294778	0.304353	0.192950	0.185725	0.447905	0.484908	0.390275	0.358682	0.759584	0.799590	0.382534	0.181203	0.833291	0.928217	0.196709	0.111359	0.408658	0.468217	0.172589	0.095338	0.484142	0.325365	0.161242	0.091684	0.285365	0.769946	0.196696	0.143868	0.394793	0.390330	0.090699	0.073587	0.235496	0.131326
76	0.418746	0.496602	0.233481	0.293078	0.190607	0.204573	0.277135	0.104133	0.425463	0.593203	0.574127	0.687768	0.250542	0.183466	0.241898	0.299387	0.184194	0.180712	0.464267	0.548603	0.386958	0.363348	0.714101	0.777198	0.408662	0.193260	0.836329	0.936418	0.210661	0.120294	0.430233	0.545568	0.172366	0.091751	0.545324	0.329119	0.142140	0.077497	0.346317	0.716461	0.209394	0.149376	0.426038	0.461043	0.126873	0.100993	0.236213	0.159347
77	0.416842	0.490081	0.234659	0.303806	0.199021	0.168213	0.295681	0.114182	0.432138	0.576968	0.610581	0.686534	0.261010	0.186729	0.237345	0.272463	0.193128	0.181518	0.475193	0.636804	0.372912	0.331134	0.703579	0.796944	0.410303	0.192180	0.828554	0.925283	0.194274	0.117084	0.401015	0.533086	0.179710	0.127322	0.618884	0.403168	0.135417	0.074521	0.360217	0.697159	0.231650	0.163344	0.454377	0.535784	0.136437	0.112386	0.230636	0.165380
78	0.416343	0.490178	0.236961	0.330751	0.195610	0.158791	0.290126	0.109175	0.366793	0.455974	0.582592	0.699235	0.255425	0.183099	0.239997	0.271764	0.217902	0.189951	0.482892	0.641476	0.347360	0.249699	0.698546	0.806579	0.401934	0.188998	0.818107	0.888161	0.185507	0.116059	0.388809	0.546051	0.188820	0.173649	0.643179	0.518995	0.124647	0.072106	0.345794	0.692808	0.247297	0.177563	0.456863	0.578262	0.130865	0.105536	0.232281	0.175061
79	0.409911	0.491077	0.242702	0.337534	0.161715	0.094743	0.291234	0.095525	0.238481	0.247979	0.627664	0.653906	0.282428	0.172969	0.243329	0.229262	0.261427	0.209395	0.485146	0.679569	0.349519	0.231437	0.621158	0.807359	0.396699	0.193213	0.830268	0.916821	0.179190	0.109454	0.445266	0.496379	0.194670	0.181521	0.639632	0.540347	0.121149	0.071000	0.336086	0.686336	0.244389	0.179525	0.415203	0.590661	0.145649	0.110333	0.241866	0.170223
80	0.405184	0.492995	0.250475	0.398388	0.150870	0.069980	0.282053	0.096290	0.218148	0.188368	0.757993	0.553762	0.292673	0.161035	0.226486	0.213256	0.287017	0.230036	0.460039	0.741144	0.351791	0.230905	0.531461	0.811381	0.395408	0.207963	0.829749	0.895612	0.181954	0.110223	0.409026	0.489412	0.181404	0.180232	0.671078	0.578791	0.121552	0.070100	0.333308	0.488900	0.232827	0.175477	0.369358	0.597985	0.156188	0.116586	0.245498	0.173100
81	0.405552	0.472154	0.255851	0.495232	0.164782	0.070487	0.324085	0.096808	0.229075	0.182643	0.849273	0.547608	0.294545	0.149840	0.159030	0.226358	0.285719	0.231598	0.440024	0.726228	0.343915	0.222242	0.436017	0.773450	0.393859	0.220930	0.814238	0.880584	0.177663	0.104967	0.389938	0.449993	0.170977	0.180733	0.723987	0.636278	0.122370	0.066666	0.332209	0.392048	0.212210	0.164380	0.398252	0.674991	0.161608	0.118507	0.247755	0.179918
82	0.404230	0.413988	0.264582	0.589488	0.182629	0.080376	0.332878	0.093654	0.241196	0.179216	0.856722	0.458928	0.291422	0.128910	0.130948	0.223411	0.290540	0.232050	0.439208	0.682908	0.330891	0.217553	0.359692	0.682541	0.387402	0.219226	0.798529	0.835181	0.177071	0.104941	0.384692	0.441111	0.180707	0.184148	0.753605	0.761150	0.136284	0.078645	0.329064	0.378422	0.197238	0.149776	0.536416	0.686625	0.167168	0.121803	0.248235	0.180947
83	0.403389	0.374236	0.254224	0.588238	0.188870	0.089407	0.331029	0.140713	0.250424	0.182353	0.815516	0.416460	0.275821	0.105934	0.129825	0.221171	0.294388	0.233189	0.441622	0.677109	0.305024	0.208203	0.309487	0.633068	0.386188	0.220476	0.786062	0.826448	0.168038	0.100492	0.356340	0.426619	0.216016	0.197401	0.755695	0.792480	0.152412	0.096392	0.334534	0.337105	0.205122	0.144696	0.692788	0.795253	0.169217	0.126692	0.231743	0.169757
84	0.396933	0.350294	0.320208	0.622002	0.191915	0.090559	0.357191	0.159916	0.243483	0.179011	0.812513	0.408816	0.248570	0.100741	0.136584	0.219520	0.298628	0.231536	0.445843	0.673255	0.272136	0.192626	0.295728	0.616742	0.399834	0.225825	0.821182	0.795573	0.138187	0.085485	0.342292	0.417335	0.253824	0.224945	0.789306	0.793326	0.158771	0.106709	0.315653	0.407365	0.249313	0.157269	0.752267	0.862605	0.166603	0.127397	0.202357	0.168187
85	0.351297	0.290055	0.385737	0.674934	0.204432	0.101122	0.387765	0.167817	0.241563	0.170339	0.878815	0.421896	0.227609	0.100747	0.178254	0.242715	0.297873	0.230351	0.408960	0.674051	0.261960	0.198804	0.315774	0.602509	0.422502	0.237015	0.856297	0.703307	0.127773	0.079820	0.308794	0.299214	0.259787	0.233107	0.851150	0.793179	0.152814	0.105418	0.258589	0.405160	0.297728	0.179774	0.757499	0.878615	0.159360	0.128120	0.192055	0.155226
86	0.315845	0.248739	0.422009	0.701268	0.230614	0.156977	0.374736	0.166036	0.252014	0.177026	0.940208	0.413493	0.220819	0.092743	0.200670	0.245724	0.291861	0.223646	0.344218	0.695909	0.277367	0.222611	0.354551	0.597756	0.437629	0.248001	0.840609	0.615995	0.129800	0.079753	0.306444	0.285331	0.286212	0.234570	0.867198	0.815482	0.154895	0.110238	0.209020	0.432593	0.311088	0.189943	0.797077	0.886597	0.130947	0.089041	0.194229	0.137220
87	0.252675	0.223147	0.430163	0.703451	0.221843	0.162024	0.374531	0.166842	0.274618	0.191863	0.957533	0.421396	0.208887	0.075763	0.209295	0.238741	0.268527	0.180457	0.340084	0.730671	0.292926	0.228569	0.387124	0.599102	0.435285	0.258894	0.757563	0.626551	0.118237	0.069133	0.260986	0.222175	0.331981	0.246972	0.845912	0.887879	0.154653	0.113451	0.201537	0.498229	0.311315	0.191177	0.869299	0.936358	0.130915	0.089416	0.184436	0.111310
88	0.243322	0.213323	0.433344	0.709359	0.207586	0.162805	0.373728	0.166662	0.286024	0.198236	0.949897	0.429006	0.214622	0.075866	0.216065	0.199502	0.256954	0.156266	0.412109	0.715250	0.302444	0.228560	0.394435	0.588955	0.432167	0.276830	0.705972	0.624382	0.114575	0.065908	0.139009	0.189223	0.360744	0.255896	0.832507	0.971461	0.157739	0.113862	0.206847	0.509152	0.327133	0.194862	0.954272	0.957905	0.127885	0.111876	0.162162	0.168676
89	0.248244	0.213688	0.435882	0.702787	0.204145	0.163523	0.367284	0.165943	0.286347	0.197615	0.919945	0.415964	0.158683	0.063415	0.256775	0.191883	0.257920	0.157913	0.445316	0.698340	0.305423	0.224400	0.374534	0.552742	0.425873	0.289078	0.706338	0.626848	0.091464	0.051970	0.119435	0.142522	0.376516	0.257363	0.829476	1.034475	0.159776	0.118760	0.218605	0.586484	0.364304	0.211003	0.971809	0.956854	0.113048	0.123258	0.134515	0.175487
90	0.254378	0.217078	0.434976	0.696238	0.208764	0.196298	0.320984	0.205918	0.288786	0.191300	0.916549	0.386840	0.127730	0.059720	0.295548	0.171362	0.252304	0.158182	0.444827	0.645348	0.289058	0.210677	0.353234	0.504287	0.430546	0.297550	0.709538	0.650382	0.068899	0.040218	0.113992	0.104735	0.381145	0.256242	0.796831	1.052469	0.156086	0.117480	0.273812	0.621498	0.394295	0.223878	0.953682	0.942234	0.103941	0.134420	0.120430	0.184855
91	0.260194	0.221114	0.434825	0.687757	0.214070	0.229502	0.295221	0.219381	0.282149	0.175747	0.867911	0.360152	0.160822	0.095396	0.363012	0.148195	0.235429	0.150968	0.435172	0.637718	0.259195	0.192001	0.336864	0.470665	0.430743	0.297846	0.694138	0.617557	0.067080	0.038652	0.099636	0.105499	0.377714	0.236185	0.751636	1.016268	0.183329	0.146984	0.302689	0.625068	0.399169	0.218749	0.940273	0.917777	0.092776	0.133305	0.096091	0.190001
92	0.262270	0.219523	0.433527	0.670566	0.205559	0.227287	0.293171	0.205694	0.280248	0.170359	0.760118	0.353546	0.196281	0.138085	0.372017	0.165129	0.192339	0.125952	0.420877	0.647166	0.229913	0.173128	0.332855	0.467583	0.421098	0.292113	0.655231	0.575824	0.064752	0.037961	0.082450	0.103091	0.375423	0.209542	0.736756	0.964377	0.194100	0.181435	0.290908	0.614329	0.394152	0.209150	0.933593	0.901542	0.083428	0.129314	0.094290	0.200866
93	0.257047	0.206945	0.440053	0.631924	0.200781	0.234148	0.232168	0.230378	0.272025	0.169279	0.648330	0.328754	0.198139	0.141612	0.383201	0.164487	0.139400	0.076807	0.457258	0.616981	0.210507	0.157447	0.330458	0.445908	0.401143	0.281028	0.617691	0.572909	0.057427	0.035439	0.064042	0.096537	0.387576	0.210738	0.737140	0.962468	0.180071	0.179230	0.289201	0.548851	0.391810	0.204937	0.932648	0.892156	0.079491	0.125890	0.121783	0.199918
94	0.246467	0.185427	0.437503	0.516126	0.184832	0.236422	0.130512	0.225282	0.255872	0.163011	0.634797	0.302022	0.197455	0.143497	0.389532	0.170125	0.158128	0.084472	0.506737	0.592591	0.204925	0.153302	0.333207	0.341148	0.361114	0.261948	0.585210	0.571139	0.047624	0.034887	0.052935	0.095731	0.414354	0.219471	0.704744	0.955068	0.176859	0.181556	0.281695	0.488911	0.392112	0.203318	0.926998	0.842377	0.083405	0.129245	0.116659	0.203210
95	0.245297	0.176576	0.435739	0.501578	0.139429	0.217228	0.254475	0.297599	0.240764	0.155502	0.631943	0.289237	0.198109	0.144004	0.370855	0.150427	0.202191	0.114602	0.530758	0.641533	0.205012	0.166454	0.333655	0.280982	0.337919	0.250495	0.582458	0.570986	0.042564	0.035448	0.063627	0.086501	0.424345	0.223270	0.648810	0.945659	0.174303	0.180737	0.268285	0.466525	0.395273	0.206186	0.884103	0.826879	0.082926	0.127509	0.121040	0.206711
96	0.239414	0.172469	0.396241	0.490136	0.132220	0.226228	0.298999	0.310164	0.243059	0.155887	0.590241	0.268443	0.204298	0.154648	0.360724	0.142299	0.247885	0.136467	0.551506	0.709493	0.208037	0.169507	0.330901	0.260655	0.337063	0.250998	0.571732	0.587449	0.043999	0.038274	0.065447	0.105246	0.422976	0.222442	0.619134	0.909407	0.159569	0.171782	0.266438	0.422476	0.395790	0.208030	0.774527	0.773615	0.083635	0.130392	0.148020	0.209842
97	0.231471	0.167766	0.303914	0.387567	0.148428	0.237635	0.303971	0.337119	0.246194	0.157435	0.492146	0.224463	0.202461	0.158327	0.359621	0.143036	0.261790	0.144510	0.564795	0.723276	0.233382	0.201333	0.337153	0.182270	0.315698	0.244212	0.510319	0.608766	0.043949	0.040976	0.085536	0.109758	0.405375	0.210159	0.618670	0.921628	0.159710	0.172371	0.268449	0.387962	0.382625	0.207506	0.668031	0.671422	0.080525	0.125048	0.146826	0.185851
98	0.210217	0.155033	0.234680	0.282849	0.151177	0.267928	0.371040	0.341972	0.248561	0.155281	0.399830	0.219494	0.205688	0.164565	0.357793	0.142582	0.267853	0.148219	0.578022	0.718738	0.256352	0.230513	0.337861	0.160528	0.289523	0.234444	0.576369	0.620957	0.059185	0.044593	0.146209	0.122619	0.391466	0.186106	0.564194	0.925588	0.165158	0.171537	0.268108	0.322192	0.347580	0.194239	0.654054	0.596261	0.067163	0.106468	0.145685	0.160755
99	0.201146	0.144935	0.286008	0.281994	0.163388	0.410512	0.391006	0.318046	0.247944	0.150626	0.438165	0.226885	0.207395	0.170632	0.328675	0.142051	0.273188	0.153226	0.578326	0.701388	0.240606	0.218666	0.307227	0.173859	0.296978	0.238783	0.649621	0.670807	0.081881	0.057288	0.150480	0.124453	0.396912	0.188107	0.440553	0.918131	0.177733	0.174294	0.246035	0.144385	0.347815	0.215762	0.631192	0.588370	0.059572	0.070100	0.146890	0.149451
