	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_01.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_02.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_03.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_04.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_05.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_06.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_07.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_08.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_09.c3d	228_C_T1_sh_ND_10.c3d	228_C_T1_sh_ND_10.c3d	228_C_T1_sh_ND_10.c3d	228_C_T1_sh_ND_10.c3d	228_C_T1_sh_ND_10.c3d	228_C_T1_sh_ND_10.c3d	228_C_T1_sh_ND_10.c3d	228_C_T1_sh_ND_10.c3d
7	0.167856	0.573670	0.294389	0.185908	0.301332	0.256783	0.224034	0.126720	0.341733	1.493854	0.106076	0.082123	0.181708	0.538764	0.131947	0.154794	0.136335	0.472767	0.207087	0.183496	0.101931	0.315442	0.253301	0.080801	0.225658	0.194514	0.398745	0.190790	0.094076	0.190938	0.181284	0.108689	0.103169	0.145869	0.216745	0.223528	0.059095	0.068286	0.213974	0.090873	0.132996	0.329438	0.172574	0.097254	0.166016	0.147685	0.169738	0.083706	0.082446	0.435078	0.137633	0.093630	0.061392	0.093421	0.138942	0.154214	0.090426	0.263573	0.263165	0.154629	0.089618	0.372884	0.432750	0.213018	0.188934	0.315924	0.266125	0.132069	0.097345	0.238343	0.232333	0.134334	0.157287	0.560764	0.160828	0.181506	0.055027	0.228262	0.287056	0.142224
8	0.148225	0.514528	0.331496	0.200313	0.244331	0.260501	0.177367	0.127877	0.337271	1.302572	0.098528	0.094786	0.226664	0.551290	0.157762	0.180257	0.159304	0.585327	0.205344	0.183086	0.105876	0.328813	0.296246	0.092927	0.197505	0.149460	0.401120	0.240474	0.102150	0.201350	0.173984	0.123002	0.105020	0.149829	0.198933	0.245269	0.056328	0.067464	0.213566	0.129251	0.123050	0.268270	0.191780	0.142219	0.171799	0.143410	0.172598	0.086868	0.083499	0.452168	0.150175	0.095719	0.054614	0.109461	0.126683	0.156018	0.067014	0.220501	0.262867	0.154946	0.128765	0.404152	0.456857	0.228314	0.118113	0.239488	0.349605	0.136519	0.046582	0.201463	0.236204	0.142293	0.162247	0.558544	0.161163	0.193844	0.056652	0.210827	0.375918	0.152295
9	0.143666	0.505965	0.326410	0.265116	0.172335	0.314016	0.158104	0.132138	0.338931	1.226766	0.193273	0.128593	0.229597	0.516062	0.205174	0.199413	0.174417	0.678126	0.201489	0.148447	0.097143	0.322454	0.312952	0.109568	0.195324	0.139875	0.389086	0.258593	0.104976	0.202720	0.164678	0.145815	0.115156	0.169790	0.202743	0.253288	0.054046	0.068291	0.214169	0.156246	0.120719	0.253156	0.236065	0.158859	0.174716	0.150605	0.183108	0.113324	0.078211	0.370409	0.150420	0.093718	0.049342	0.100007	0.120920	0.159069	0.063694	0.153328	0.263209	0.157219	0.156200	0.409514	0.480833	0.245248	0.124886	0.237309	0.450386	0.138818	0.043481	0.142546	0.317594	0.139270	0.163873	0.560831	0.173864	0.187644	0.062547	0.185663	0.389363	0.145208
10	0.141950	0.463550	0.407274	0.282468	0.124472	0.350872	0.159067	0.135914	0.307504	1.234271	0.220917	0.192462	0.222213	0.509728	0.212345	0.213322	0.177336	0.681612	0.185320	0.124374	0.096704	0.310138	0.318362	0.113281	0.107261	0.119788	0.389952	0.276406	0.102445	0.250303	0.172300	0.151363	0.136768	0.184457	0.225015	0.253462	0.052493	0.079676	0.177217	0.156599	0.088292	0.247724	0.215715	0.195781	0.174182	0.152083	0.210295	0.126277	0.076205	0.305533	0.183917	0.094176	0.050559	0.110553	0.156388	0.165882	0.059446	0.150302	0.258790	0.182936	0.168563	0.412620	0.514634	0.233776	0.124192	0.241819	0.505267	0.138662	0.050448	0.129156	0.370973	0.137986	0.162751	0.559062	0.209876	0.166066	0.081286	0.193607	0.392933	0.138065
11	0.138893	0.411394	0.479886	0.280046	0.121217	0.348057	0.161001	0.148315	0.259785	1.113016	0.254439	0.205193	0.199160	0.507413	0.224047	0.241035	0.192457	0.682002	0.167218	0.131412	0.102472	0.288661	0.329499	0.133161	0.086968	0.118769	0.393710	0.256297	0.100837	0.246419	0.174648	0.170106	0.128205	0.173220	0.222303	0.223217	0.048133	0.096440	0.173385	0.160024	0.061775	0.252055	0.204535	0.196952	0.162813	0.155512	0.211739	0.127124	0.079546	0.316454	0.220829	0.098355	0.052220	0.162268	0.163767	0.165853	0.057721	0.148879	0.279114	0.202056	0.223752	0.448800	0.523573	0.226009	0.122970	0.226867	0.512205	0.136012	0.065026	0.124908	0.372298	0.139644	0.157188	0.521049	0.241387	0.165691	0.095919	0.204867	0.397006	0.146286
12	0.136135	0.364551	0.495804	0.280701	0.115812	0.322411	0.163057	0.167066	0.266329	0.692456	0.357740	0.246308	0.195382	0.507760	0.227212	0.267062	0.199791	0.664235	0.168953	0.139471	0.107284	0.294679	0.331330	0.150659	0.083648	0.143441	0.204375	0.242594	0.085209	0.241467	0.184460	0.170696	0.110692	0.161537	0.206195	0.201346	0.039783	0.094330	0.233601	0.177826	0.052886	0.255473	0.197227	0.196277	0.155636	0.190829	0.216345	0.129295	0.068236	0.292543	0.217384	0.102540	0.056313	0.240180	0.162451	0.147586	0.055364	0.156455	0.289034	0.198758	0.248857	0.474090	0.493423	0.224891	0.112411	0.177221	0.510907	0.153553	0.085486	0.107377	0.371646	0.134374	0.136049	0.444784	0.259661	0.166930	0.095656	0.198034	0.394493	0.153632
13	0.132851	0.312893	0.505510	0.276637	0.112673	0.394121	0.179476	0.177271	0.261303	0.471630	0.389342	0.259599	0.203426	0.504364	0.215405	0.294301	0.197386	0.612186	0.166751	0.139704	0.114135	0.307768	0.331059	0.154699	0.106923	0.265939	0.142322	0.240672	0.083577	0.241339	0.217942	0.168416	0.105736	0.154415	0.243108	0.178701	0.037513	0.093052	0.237893	0.187944	0.053056	0.226496	0.187566	0.197765	0.148486	0.202772	0.215726	0.144381	0.058218	0.278731	0.220635	0.108977	0.066617	0.243362	0.175180	0.139316	0.046348	0.159166	0.305432	0.188747	0.258978	0.480269	0.453603	0.270578	0.109113	0.172693	0.512482	0.167076	0.089346	0.078744	0.356238	0.123412	0.117898	0.400756	0.258919	0.121732	0.118772	0.221296	0.373116	0.144898
14	0.128161	0.253127	0.512999	0.273510	0.100945	0.396248	0.250645	0.180654	0.232697	0.419089	0.401274	0.263767	0.205505	0.405488	0.230214	0.306211	0.196599	0.613402	0.164930	0.150426	0.114549	0.307362	0.306168	0.164836	0.106598	0.266051	0.124931	0.192537	0.081062	0.235644	0.214871	0.176094	0.102786	0.136206	0.218913	0.155683	0.039615	0.091924	0.240760	0.186726	0.053048	0.179733	0.182729	0.197827	0.143680	0.228935	0.209790	0.162793	0.050531	0.270607	0.210066	0.107543	0.086778	0.245924	0.211617	0.126107	0.050296	0.207683	0.286950	0.161964	0.261340	0.472782	0.436462	0.326813	0.119705	0.160669	0.498371	0.176844	0.099296	0.108893	0.336917	0.114502	0.111519	0.359854	0.254329	0.105084	0.129415	0.248888	0.361647	0.153079
15	0.122694	0.214211	0.514072	0.281636	0.086260	0.393221	0.330391	0.182127	0.203244	0.416827	0.407484	0.274457	0.243790	0.411464	0.309685	0.298795	0.190017	0.611142	0.151456	0.178220	0.114866	0.308183	0.287404	0.175135	0.087522	0.280563	0.102331	0.189055	0.081926	0.231016	0.214857	0.209953	0.074393	0.094704	0.199662	0.152893	0.043644	0.120283	0.226207	0.190469	0.052484	0.169328	0.182287	0.187962	0.123638	0.291890	0.183990	0.210473	0.045333	0.245380	0.209538	0.106726	0.097033	0.247079	0.245759	0.126564	0.045548	0.219152	0.274114	0.153022	0.256900	0.440344	0.397159	0.318262	0.119139	0.154711	0.471320	0.179632	0.101327	0.105669	0.329028	0.143153	0.088575	0.260799	0.255151	0.105411	0.129500	0.236585	0.360455	0.170704
16	0.121475	0.207362	0.513924	0.288186	0.087177	0.397506	0.359880	0.169599	0.187902	0.403854	0.417467	0.271637	0.232886	0.305756	0.345462	0.277812	0.173034	0.606047	0.136231	0.190157	0.108353	0.258575	0.281879	0.182161	0.086143	0.284712	0.098710	0.174201	0.079798	0.207835	0.217900	0.228183	0.069002	0.103206	0.195264	0.231682	0.066148	0.153117	0.225857	0.225656	0.042664	0.168301	0.186748	0.183553	0.110140	0.315434	0.187282	0.268613	0.044817	0.200418	0.199553	0.105660	0.096399	0.258779	0.255578	0.116971	0.055519	0.255670	0.266913	0.151860	0.253628	0.404572	0.384409	0.306815	0.113333	0.156221	0.454667	0.166301	0.102892	0.110891	0.317888	0.190662	0.062758	0.190834	0.253017	0.104770	0.127423	0.228877	0.351244	0.182549
17	0.124735	0.213257	0.534539	0.289313	0.109559	0.401382	0.356490	0.145647	0.155364	0.367874	0.404178	0.261821	0.191437	0.246832	0.336821	0.267509	0.167389	0.606654	0.132004	0.190460	0.095154	0.214745	0.288483	0.185766	0.091024	0.288705	0.091604	0.172117	0.078889	0.201915	0.222625	0.232838	0.078943	0.121671	0.192345	0.231447	0.077705	0.159235	0.231371	0.283418	0.040334	0.167544	0.157812	0.149008	0.110872	0.326021	0.190078	0.317932	0.049431	0.164317	0.201091	0.110620	0.094055	0.269780	0.258933	0.109874	0.054498	0.260403	0.284876	0.126671	0.245382	0.350457	0.325377	0.303334	0.105024	0.179117	0.443099	0.159016	0.110140	0.121039	0.311430	0.210749	0.057083	0.284991	0.245744	0.079820	0.130252	0.263811	0.331840	0.182873
18	0.122013	0.204887	0.536776	0.269584	0.113422	0.399344	0.354420	0.161137	0.141415	0.292512	0.388010	0.218506	0.186511	0.256046	0.322043	0.258914	0.167012	0.600380	0.169648	0.184644	0.110191	0.209050	0.244936	0.179623	0.097944	0.321959	0.104261	0.172218	0.070031	0.192411	0.217955	0.255422	0.079501	0.119766	0.174303	0.234674	0.078925	0.162775	0.233609	0.325494	0.036808	0.184024	0.087806	0.122746	0.102113	0.360097	0.213525	0.331086	0.049908	0.163754	0.202113	0.131657	0.093606	0.269342	0.297164	0.215902	0.049917	0.253097	0.246203	0.066601	0.228532	0.345118	0.311740	0.290582	0.085861	0.252340	0.323425	0.159093	0.115884	0.132255	0.308954	0.203513	0.065451	0.347091	0.244482	0.064548	0.129690	0.265963	0.222295	0.197799
19	0.112945	0.173732	0.535485	0.261805	0.123479	0.378033	0.350254	0.234219	0.138109	0.245843	0.373063	0.201983	0.188498	0.256029	0.349648	0.250406	0.167089	0.549737	0.201083	0.176309	0.146560	0.219730	0.227899	0.175390	0.088619	0.274061	0.196319	0.181769	0.062335	0.198158	0.197308	0.265446	0.081989	0.124400	0.121717	0.306666	0.078636	0.165501	0.234139	0.327513	0.035978	0.214377	0.084522	0.048564	0.087032	0.361401	0.225272	0.326715	0.050922	0.144974	0.334168	0.180266	0.095001	0.264552	0.325305	0.382773	0.054308	0.245234	0.236943	0.061300	0.227115	0.364735	0.275427	0.296359	0.084286	0.301449	0.183949	0.153697	0.118287	0.134901	0.219515	0.212599	0.070277	0.351919	0.234514	0.074443	0.129699	0.272599	0.156021	0.239875
20	0.099974	0.133435	0.528900	0.270849	0.130541	0.345045	0.349029	0.293791	0.100962	0.233525	0.285357	0.161169	0.188210	0.253885	0.354332	0.219499	0.143584	0.377247	0.212623	0.173189	0.178730	0.223695	0.217495	0.184413	0.074167	0.225631	0.223844	0.261409	0.066642	0.206487	0.182748	0.262787	0.082696	0.121307	0.122387	0.496969	0.078152	0.165107	0.232925	0.316436	0.035269	0.203002	0.095200	0.043478	0.074020	0.361468	0.209225	0.318150	0.062195	0.151255	0.383860	0.184419	0.094843	0.264941	0.327605	0.500334	0.063179	0.277225	0.220111	0.072591	0.202556	0.345601	0.216916	0.379945	0.089266	0.320701	0.093375	0.151434	0.115370	0.135670	0.106523	0.244111	0.076378	0.353965	0.212590	0.073396	0.123522	0.313946	0.142762	0.251570
21	0.102372	0.118796	0.499894	0.293861	0.132739	0.342250	0.352815	0.314442	0.073376	0.208180	0.218867	0.125773	0.177376	0.249985	0.355235	0.182253	0.140059	0.318570	0.208116	0.173454	0.188954	0.222985	0.200580	0.170539	0.072749	0.200989	0.243607	0.294415	0.078565	0.244162	0.181293	0.251220	0.074859	0.122215	0.125689	0.506134	0.078990	0.189873	0.231319	0.326435	0.038822	0.183552	0.109694	0.044056	0.070965	0.363984	0.200203	0.322332	0.064310	0.163577	0.395220	0.177407	0.094100	0.261211	0.310784	0.538245	0.062453	0.282403	0.234622	0.077318	0.152924	0.302606	0.183888	0.448813	0.099151	0.390659	0.091873	0.138789	0.106863	0.137435	0.129221	0.247786	0.074898	0.371729	0.194767	0.067035	0.107235	0.307591	0.123955	0.254346
22	0.105214	0.117615	0.471981	0.326649	0.135170	0.342391	0.351379	0.316655	0.072006	0.150649	0.196541	0.110946	0.165816	0.265422	0.358842	0.128965	0.129082	0.320402	0.208735	0.182946	0.190728	0.219247	0.225094	0.157337	0.072422	0.192722	0.268398	0.264021	0.077524	0.243146	0.170757	0.250654	0.071222	0.109195	0.140679	0.509827	0.079095	0.192141	0.209040	0.341128	0.045301	0.182365	0.137824	0.077463	0.072282	0.359575	0.199723	0.325311	0.069843	0.187336	0.440698	0.209302	0.095080	0.233174	0.333941	0.543462	0.060708	0.252131	0.240816	0.085464	0.130247	0.271793	0.174427	0.445914	0.097359	0.415241	0.095192	0.114979	0.098577	0.140663	0.201107	0.247774	0.078545	0.414341	0.180183	0.092953	0.104006	0.313649	0.115641	0.238805
