	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_01.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_02.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_03.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_04.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_05.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_06.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_07.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_08.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_09.c3d	133_P_T1_sh_R_D_A_10.c3d	133_P_T1_sh_R_D_A_10.c3d	133_P_T1_sh_R_D_A_10.c3d	133_P_T1_sh_R_D_A_10.c3d	133_P_T1_sh_R_D_A_10.c3d	133_P_T1_sh_R_D_A_10.c3d	133_P_T1_sh_R_D_A_10.c3d	133_P_T1_sh_R_D_A_10.c3d
	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med	Biceps femoris_lat	Semitendinosus_lat	Vastus lateralis_lat	Vastus medialis_lat	Biceps femoris_med	Semitendinosus_med	Vastus lateralis_med	Vastus medialis_med
	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D	P2D
	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med	EMG_lat	EMG_lat	EMG_lat	EMG_lat	EMG_med	EMG_med	EMG_med	EMG_med
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	0.537413	0.201402	0.075590	0.133100	0.229503	0.434564	0.078646	0.224404	0.426273	0.463286	0.064119	0.133829	0.365366	0.483465	0.072839	0.178522	0.426314	0.604214	0.124075	0.213057	0.511122	0.526172	0.148653	0.163392	0.286019	0.272164	0.094064	0.099609	0.395468	0.410701	0.109806	0.135417	0.296077	0.426019	0.083727	0.243985	0.489989	0.439125	0.033255	0.164389	0.503001	0.595153	0.070310	0.220913	0.253650	0.260161	0.215702	0.247796	1.138884	0.485551	0.071491	0.107173	0.227405	0.170289	0.042876	0.121801	0.179458	0.138566	0.056557	0.096515	0.208004	0.235830	0.106251	0.128782	0.103897	0.210142	0.204702	0.364669	0.544721	0.372656	0.155378	0.148416	0.334372	0.300339	0.129383	0.174706	0.091429	0.252102	0.055071	0.174727
2	0.420127	0.199885	0.077797	0.124391	0.344938	0.395742	0.102661	0.223476	0.430931	0.502006	0.065781	0.124000	0.296128	0.443184	0.067738	0.156138	0.416969	0.605159	0.108613	0.202167	0.683923	0.575441	0.166760	0.166485	0.102251	0.235225	0.088136	0.096517	0.354701	0.385382	0.159894	0.182930	0.317590	0.419382	0.089092	0.237895	0.556167	0.441502	0.046705	0.160322	0.534312	0.616233	0.096486	0.239100	0.260026	0.299746	0.210695	0.237398	1.129699	0.560491	0.068664	0.092832	0.177638	0.153488	0.047190	0.145863	0.087802	0.128757	0.039686	0.100077	0.210926	0.236751	0.106369	0.120594	0.098954	0.216020	0.193827	0.334792	0.407073	0.383659	0.151381	0.141473	0.358490	0.358697	0.122102	0.149193	0.081209	0.172043	0.061107	0.199460
3	0.399957	0.221983	0.084938	0.124786	0.497563	0.485887	0.115470	0.212096	0.436547	0.504313	0.067615	0.118044	0.269153	0.285035	0.094104	0.176314	0.415893	0.603834	0.093214	0.172359	0.716519	0.586516	0.166948	0.174069	0.098048	0.230549	0.084721	0.089359	0.328838	0.309713	0.164539	0.220249	0.371276	0.521023	0.089236	0.210907	0.666676	0.442134	0.065300	0.155636	0.585760	0.672121	0.102049	0.245517	0.264330	0.300470	0.216898	0.245745	1.040079	0.598741	0.114526	0.097601	0.172019	0.135496	0.049280	0.149744	0.073673	0.115384	0.083982	0.095067	0.214612	0.272693	0.108397	0.125207	0.090108	0.236929	0.174917	0.252398	0.329792	0.411372	0.149818	0.132511	0.397907	0.434426	0.113008	0.149168	0.077241	0.129614	0.063947	0.191006
4	0.407574	0.238560	0.095853	0.140438	0.618278	0.527191	0.117725	0.209102	0.476468	0.456734	0.068284	0.116153	0.145314	0.120230	0.103202	0.191585	0.428656	0.625192	0.073066	0.133848	0.721911	0.588322	0.171629	0.179033	0.123818	0.249229	0.066211	0.076066	0.310777	0.333708	0.166876	0.222617	0.374832	0.530847	0.093464	0.201749	0.731348	0.450747	0.074211	0.154574	0.600671	0.682418	0.104854	0.247323	0.251393	0.298477	0.201522	0.229672	0.845041	0.597340	0.170981	0.139409	0.155015	0.154120	0.050530	0.175850	0.075206	0.090348	0.173185	0.099027	0.217745	0.289344	0.122859	0.160396	0.088501	0.240690	0.155249	0.232042	0.330637	0.406046	0.152747	0.124283	0.400213	0.441164	0.109137	0.152472	0.064488	0.087976	0.062104	0.189309
5	0.391779	0.229399	0.186492	0.166239	0.626914	0.555845	0.119783	0.179836	0.492570	0.491873	0.057742	0.106746	0.179066	0.183993	0.110937	0.174640	0.448325	0.699101	0.088291	0.106009	0.716647	0.576120	0.174288	0.188646	0.122632	0.239138	0.058280	0.115007	0.337002	0.358383	0.173836	0.225747	0.372478	0.605075	0.123939	0.238463	0.774385	0.472716	0.076480	0.153731	0.595839	0.692116	0.133346	0.247725	0.242063	0.275207	0.169851	0.193182	0.721443	0.579256	0.203606	0.149887	0.168416	0.218597	0.063690	0.181882	0.065027	0.086256	0.179613	0.106294	0.252326	0.314191	0.133772	0.212045	0.094261	0.248049	0.154977	0.222065	0.330105	0.405302	0.145662	0.108468	0.477084	0.649557	0.095161	0.132155	0.047612	0.068573	0.062336	0.180968
6	0.394434	0.239793	0.273899	0.215136	0.628089	0.536136	0.110655	0.165122	0.673728	0.484722	0.093397	0.093146	0.176753	0.228224	0.112897	0.163678	0.435804	0.727662	0.107908	0.113461	0.711219	0.548535	0.171455	0.193140	0.121955	0.234180	0.070095	0.201422	0.354558	0.396533	0.171374	0.222391	0.532714	0.778779	0.176887	0.278030	0.780435	0.475298	0.078108	0.154152	0.575406	0.686699	0.178462	0.252807	0.203420	0.255904	0.150517	0.191258	0.381496	0.525850	0.208899	0.149569	0.188907	0.233466	0.065473	0.189282	0.060506	0.091526	0.208502	0.131024	0.257584	0.347301	0.132790	0.228566	0.087869	0.256960	0.131255	0.190852	0.314372	0.416313	0.124701	0.129076	0.495360	0.720446	0.109263	0.100442	0.048671	0.058192	0.063397	0.178341
