	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d
30	0.279893	0.195523	0.979963	0.551590	0.114496	0.254868	0.331866	0.575310	0.166103	0.136122	0.476194	0.551230	0.199158	0.174531	0.278172	0.508355	0.530722	0.214365	0.791049	0.795978	0.262329	0.396224	0.453101	0.208135	0.475402	0.215387	0.527154	0.442902	0.189718	0.150132	0.660267	0.407488	0.160747	0.083265	0.728556	0.403411	0.095715	0.102490	0.273181	0.257987	0.384978	0.186741	0.988440	0.440795	0.264840	0.146563	0.590142	0.243645	0.135109	0.104391	0.412998	0.474644	0.079757	0.160881	0.543858	0.298514	0.298638	0.122761	0.854912	0.739228	0.116318	0.074380	0.803315	0.421466
31	0.282607	0.197201	0.987131	0.425747	0.115287	0.289814	0.257481	0.563945	0.169649	0.139054	0.589353	0.578786	0.198875	0.161102	0.215611	0.507227	0.530846	0.214336	0.773242	0.816281	0.254201	0.400339	0.412745	0.208374	0.502623	0.237150	0.535263	0.445788	0.167030	0.148549	0.645560	0.395394	0.164138	0.082813	0.740186	0.446350	0.090906	0.099177	0.282396	0.257906	0.382380	0.179129	0.955812	0.435628	0.243717	0.141565	0.588344	0.221034	0.071757	0.093939	0.425647	0.506944	0.072530	0.159696	0.526906	0.287267	0.366374	0.125788	0.848365	0.746076	0.097386	0.069709	0.796234	0.415894
32	0.206491	0.156541	0.962698	0.394270	0.111918	0.336556	0.236747	0.511084	0.174138	0.145500	0.691237	0.556784	0.195536	0.160745	0.220838	0.476870	0.532974	0.214140	0.750832	0.822050	0.252149	0.396868	0.397033	0.209265	0.501801	0.240103	0.575474	0.429948	0.125859	0.145067	0.644903	0.375360	0.178737	0.102128	0.741623	0.443034	0.086021	0.100085	0.289454	0.248449	0.386343	0.181515	0.892699	0.426408	0.197968	0.135138	0.549036	0.210592	0.072990	0.093552	0.420389	0.572136	0.066398	0.154068	0.515166	0.243254	0.399731	0.125844	0.840532	0.735631	0.077841	0.061372	0.797133	0.417715
33	0.195076	0.148324	0.887399	0.437945	0.107026	0.352199	0.242091	0.463941	0.174767	0.148346	0.760825	0.517413	0.189132	0.160682	0.232115	0.429900	0.533878	0.214765	0.758090	0.853233	0.244401	0.390410	0.396844	0.212911	0.498245	0.242430	0.613691	0.404060	0.122421	0.149275	0.655961	0.347823	0.184631	0.122229	0.745095	0.465329	0.068803	0.097446	0.290320	0.201671	0.452042	0.208940	0.840682	0.409084	0.182078	0.134650	0.455761	0.215657	0.074929	0.095054	0.397537	0.611343	0.065981	0.152501	0.518586	0.240075	0.451832	0.138156	0.836048	0.623504	0.074462	0.057811	0.797370	0.428223
34	0.186359	0.143454	0.822564	0.394214	0.106526	0.356111	0.232397	0.432247	0.158152	0.138343	0.772586	0.475976	0.181589	0.155193	0.233206	0.411400	0.507670	0.209881	0.796037	0.895355	0.243502	0.400377	0.380206	0.214743	0.498189	0.242757	0.613821	0.396746	0.113695	0.151956	0.657573	0.345171	0.179712	0.121489	0.743875	0.544027	0.059894	0.141002	0.287120	0.178516	0.489643	0.225913	0.852962	0.394122	0.181728	0.131214	0.396002	0.208684	0.074023	0.096866	0.375021	0.625981	0.064009	0.149895	0.530122	0.217872	0.470211	0.156509	0.835582	0.538072	0.072593	0.057959	0.799322	0.427405
35	0.183250	0.144610	0.798718	0.366193	0.108969	0.387410	0.231358	0.425116	0.138969	0.130917	0.776413	0.443448	0.150933	0.153967	0.235109	0.436567	0.467909	0.194634	0.846238	0.911820	0.205751	0.411257	0.356744	0.217231	0.482607	0.235900	0.589583	0.396445	0.115336	0.153112	0.622953	0.344979	0.189113	0.118991	0.735451	0.607142	0.061981	0.228432	0.294251	0.155701	0.664060	0.263311	0.875235	0.405644	0.161895	0.114081	0.377252	0.201107	0.070721	0.091909	0.337077	0.627908	0.060134	0.142368	0.512345	0.200069	0.485048	0.163457	0.835810	0.557062	0.072190	0.063739	0.796799	0.418339
36	0.173433	0.145587	0.829890	0.367808	0.113955	0.402978	0.231890	0.381738	0.125864	0.135665	0.788960	0.442073	0.144055	0.149307	0.236476	0.453320	0.460604	0.194026	0.876291	0.913845	0.130935	0.412832	0.348666	0.234899	0.479276	0.236888	0.574582	0.393623	0.113124	0.149676	0.571649	0.335101	0.188252	0.128371	0.719741	0.629108	0.060300	0.238615	0.302248	0.148706	0.638588	0.250060	0.878217	0.408575	0.134999	0.089055	0.368167	0.198526	0.064816	0.073362	0.308055	0.624291	0.057912	0.119964	0.494779	0.190313	0.725365	0.267124	0.838480	0.622982	0.073139	0.080759	0.782469	0.400436
37	0.149184	0.130982	0.818435	0.374178	0.126788	0.441444	0.277515	0.211403	0.116161	0.128887	0.795422	0.454897	0.115275	0.149810	0.239071	0.440038	0.423974	0.199851	0.869442	0.914423	0.112891	0.420204	0.344677	0.252622	0.480467	0.245324	0.572327	0.394741	0.111499	0.141145	0.533897	0.317816	0.195229	0.143925	0.708793	0.623908	0.066524	0.254835	0.298308	0.138196	0.632704	0.240219	0.878024	0.378837	0.124084	0.077578	0.360903	0.209719	0.096729	0.064220	0.292553	0.622664	0.058275	0.118348	0.518313	0.193054	0.804980	0.332420	0.841212	0.692284	0.069638	0.091028	0.733788	0.380811
38	0.129685	0.116386	0.723681	0.404911	0.120424	0.431455	0.358691	0.162670	0.104124	0.116621	0.791669	0.460054	0.111566	0.154842	0.205106	0.402200	0.434605	0.233020	0.873489	0.914225	0.104187	0.429945	0.339532	0.263904	0.464861	0.236728	0.556336	0.394828	0.103175	0.129790	0.532288	0.308783	0.210530	0.150700	0.702916	0.623011	0.068245	0.259340	0.292620	0.112692	0.632989	0.239415	0.872626	0.310667	0.123000	0.078297	0.358485	0.227119	0.105121	0.061472	0.289695	0.626351	0.054451	0.122474	0.570947	0.199691	0.806445	0.342216	0.837492	0.756951	0.064022	0.092316	0.638112	0.381194
39	0.141705	0.123022	0.671639	0.421788	0.105177	0.398254	0.377123	0.179190	0.118894	0.109250	0.785833	0.464599	0.106513	0.150582	0.178979	0.359098	0.490873	0.265349	0.895587	0.914371	0.096363	0.395516	0.335844	0.269174	0.463916	0.230799	0.531608	0.393213	0.096960	0.121404	0.556924	0.315412	0.277195	0.151776	0.682580	0.613101	0.072386	0.258972	0.285984	0.091735	0.629655	0.237351	0.845834	0.314892	0.119951	0.078307	0.364966	0.259684	0.126880	0.080923	0.288746	0.610404	0.049268	0.122244	0.587009	0.216624	0.812164	0.352191	0.826400	0.801158	0.065238	0.092164	0.570916	0.386161
40	0.168188	0.127496	0.614665	0.410044	0.115374	0.368750	0.388387	0.257317	0.117171	0.107003	0.767973	0.468147	0.107052	0.209762	0.178315	0.344299	0.515286	0.271399	0.885601	0.917282	0.088633	0.374025	0.334589	0.266987	0.468372	0.238108	0.513820	0.382259	0.093539	0.110306	0.571336	0.318688	0.278582	0.150266	0.669190	0.601564	0.101117	0.261341	0.273104	0.091543	0.627740	0.243887	0.812244	0.364284	0.116586	0.075633	0.384319	0.303582	0.140964	0.109142	0.281335	0.585081	0.046566	0.120653	0.575416	0.284924	0.871028	0.371367	0.797701	0.787521	0.055767	0.091909	0.561632	0.392676
41	0.177827	0.130945	0.552676	0.411546	0.123728	0.360888	0.402175	0.266212	0.111918	0.133288	0.743821	0.455670	0.095157	0.301575	0.180163	0.343430	0.516406	0.256534	0.850233	0.920041	0.087837	0.372970	0.336322	0.267498	0.478152	0.239168	0.528733	0.377436	0.110958	0.108304	0.581508	0.315308	0.279239	0.146211	0.656623	0.600108	0.151751	0.268048	0.269219	0.092617	0.636889	0.251664	0.811123	0.401296	0.112451	0.071801	0.388992	0.338899	0.142507	0.138177	0.274589	0.553499	0.044440	0.111775	0.529282	0.344137	0.894797	0.370852	0.739448	0.772735	0.056859	0.091227	0.560156	0.390782
42	0.189064	0.189593	0.516376	0.413612	0.126130	0.324961	0.400076	0.289813	0.116322	0.208859	0.755121	0.407683	0.091468	0.357177	0.177474	0.334720	0.479711	0.280286	0.833511	0.929889	0.086094	0.364294	0.338198	0.269213	0.508198	0.244620	0.563454	0.362222	0.116894	0.108323	0.584695	0.315151	0.280120	0.144853	0.557904	0.587548	0.212356	0.275044	0.230692	0.088085	0.636053	0.249842	0.804429	0.422661	0.110848	0.068914	0.381386	0.341033	0.141747	0.160986	0.280963	0.514420	0.042008	0.090028	0.472641	0.388200	0.894952	0.375999	0.711322	0.771598	0.065005	0.094517	0.547698	0.379273
43	0.209463	0.190125	0.508876	0.392539	0.127317	0.323289	0.457654	0.302314	0.117510	0.250996	0.774756	0.372731	0.087552	0.375356	0.171797	0.343098	0.516028	0.324726	0.828557	0.927139	0.083994	0.361740	0.339906	0.268367	0.504354	0.251699	0.603730	0.316063	0.124670	0.111727	0.576983	0.315932	0.287842	0.146269	0.445201	0.583180	0.237458	0.275830	0.167621	0.110858	0.622116	0.243155	0.739127	0.423613	0.111153	0.068739	0.379733	0.330103	0.143109	0.178236	0.276873	0.513671	0.035832	0.080692	0.487640	0.390398	0.896250	0.382484	0.689182	0.775613	0.070147	0.096199	0.506707	0.359827
44	0.210110	0.245600	0.534438	0.325518	0.131421	0.281039	0.468607	0.337387	0.127830	0.289052	0.773539	0.367022	0.086105	0.374796	0.194013	0.356102	0.518916	0.326894	0.761062	0.888187	0.080786	0.360176	0.326631	0.267498	0.483537	0.259269	0.635432	0.322016	0.126803	0.116361	0.558483	0.316597	0.304619	0.148176	0.391228	0.577313	0.245528	0.273989	0.180112	0.135278	0.651129	0.252759	0.625137	0.418172	0.112435	0.069673	0.388662	0.330330	0.151504	0.200781	0.275707	0.528028	0.035024	0.066220	0.528894	0.391658	0.891938	0.382351	0.689333	0.765549	0.070330	0.095510	0.483089	0.356565
45	0.212019	0.308330	0.537695	0.296311	0.131872	0.266977	0.452402	0.399886	0.144957	0.327724	0.738040	0.314959	0.081065	0.379348	0.229785	0.363134	0.555395	0.331882	0.650808	0.765882	0.077294	0.356448	0.283887	0.261354	0.464090	0.259771	0.649680	0.347680	0.126652	0.141060	0.513028	0.313693	0.338101	0.150295	0.347101	0.510671	0.325728	0.276921	0.238317	0.140747	0.663274	0.254814	0.525624	0.415577	0.113514	0.070345	0.381014	0.335344	0.157441	0.206740	0.276705	0.543920	0.037195	0.080706	0.538470	0.389351	0.890063	0.385619	0.686544	0.748791	0.069557	0.096124	0.474405	0.339939
46	0.217378	0.314015	0.510171	0.314019	0.120246	0.216865	0.452248	0.419290	0.143050	0.351857	0.701513	0.283793	0.080227	0.392074	0.230742	0.356093	0.606631	0.337892	0.624759	0.611096	0.078075	0.357321	0.226217	0.255164	0.456233	0.255863	0.681301	0.356483	0.126989	0.173763	0.456670	0.285104	0.384930	0.151609	0.313449	0.494606	0.408036	0.293144	0.247522	0.135527	0.664528	0.256377	0.477541	0.411505	0.109545	0.067493	0.349325	0.373383	0.159988	0.207372	0.262103	0.558035	0.042890	0.087771	0.521561	0.412417	0.919761	0.396380	0.679724	0.740997	0.069457	0.104028	0.450031	0.340568
47	0.219890	0.380588	0.467740	0.407008	0.104665	0.148012	0.479138	0.481617	0.140359	0.365685	0.631807	0.302066	0.083477	0.399245	0.243995	0.340795	0.608438	0.340807	0.653106	0.558288	0.080001	0.361613	0.184258	0.251220	0.425227	0.240987	0.715093	0.306031	0.127193	0.178036	0.452073	0.277369	0.403782	0.145786	0.313224	0.508827	0.410384	0.250296	0.252680	0.142321	0.693706	0.260933	0.488729	0.410607	0.109403	0.069664	0.322545	0.437781	0.161723	0.208724	0.228203	0.564949	0.047335	0.088368	0.506234	0.425708	0.968008	0.414681	0.679666	0.733083	0.069286	0.109122	0.387521	0.320282
48	0.262037	0.417485	0.395160	0.450477	0.101658	0.144067	0.437414	0.717721	0.145636	0.369744	0.600397	0.336689	0.084258	0.400985	0.254185	0.341409	0.612917	0.345399	0.672433	0.552298	0.077063	0.361412	0.185549	0.261107	0.384905	0.216557	0.703243	0.290608	0.136525	0.211966	0.456456	0.251660	0.406267	0.136712	0.315851	0.480001	0.419523	0.237686	0.322173	0.199478	0.698548	0.262292	0.560064	0.410482	0.114792	0.082882	0.311773	0.473406	0.159071	0.209711	0.209005	0.545501	0.050491	0.087910	0.520404	0.424206	1.024009	0.446816	0.725030	0.709919	0.068497	0.109152	0.320004	0.307572
49	0.273554	0.429229	0.360711	0.474881	0.093279	0.144021	0.520707	0.890582	0.163324	0.409899	0.625681	0.349329	0.084265	0.401099	0.245939	0.379092	0.612791	0.345248	0.663541	0.503735	0.073135	0.357163	0.190929	0.285092	0.360059	0.203634	0.664772	0.300565	0.159825	0.320079	0.453630	0.213537	0.448237	0.179436	0.348489	0.376153	0.423406	0.231143	0.414804	0.216005	0.674728	0.263635	0.624965	0.410305	0.117459	0.098976	0.312333	0.478349	0.161505	0.221223	0.220646	0.472686	0.049122	0.090714	0.527504	0.414401	1.027452	0.456177	0.804983	0.690679	0.068260	0.111563	0.302125	0.311352
50	0.279328	0.432731	0.351880	0.450117	0.077518	0.116082	0.559057	0.892695	0.181720	0.416523	0.663165	0.317020	0.084754	0.400853	0.237281	0.438152	0.616596	0.344687	0.632133	0.419308	0.073975	0.358128	0.191236	0.301582	0.352061	0.197634	0.624815	0.306032	0.181347	0.418295	0.427599	0.210217	0.516765	0.225051	0.412459	0.288514	0.422789	0.218445	0.470743	0.220174	0.657691	0.257999	0.633265	0.410637	0.117139	0.111833	0.319791	0.483020	0.168362	0.245211	0.226587	0.429978	0.050609	0.088126	0.507129	0.452002	1.028237	0.461978	0.839373	0.689049	0.081551	0.117470	0.299362	0.322616
51	0.275045	0.427897	0.339990	0.436817	0.067018	0.085571	0.565041	0.918574	0.188769	0.417164	0.699996	0.305282	0.085907	0.400212	0.236478	0.458329	0.617697	0.346537	0.569087	0.375224	0.079536	0.371170	0.192000	0.307031	0.351197	0.196953	0.602219	0.303583	0.183932	0.436525	0.390324	0.215377	0.508890	0.219471	0.439338	0.250718	0.422722	0.217597	0.482299	0.243342	0.474467	0.211176	0.610861	0.409276	0.130381	0.122215	0.333391	0.499025	0.175850	0.263263	0.237019	0.422924	0.059830	0.094288	0.499723	0.487431	1.066596	0.475096	0.851465	0.678757	0.117508	0.126811	0.294985	0.320314
52	0.260914	0.426668	0.336191	0.452286	0.063255	0.092034	0.545570	0.944792	0.188249	0.422136	0.730434	0.321335	0.086031	0.400454	0.233708	0.438310	0.619939	0.349226	0.501364	0.392036	0.083823	0.379915	0.190110	0.305514	0.352322	0.198596	0.582416	0.318037	0.183803	0.436071	0.367766	0.210874	0.498860	0.213553	0.416461	0.245954	0.419431	0.215839	0.488122	0.272240	0.419191	0.211736	0.607788	0.406369	0.145857	0.124004	0.336963	0.514716	0.181097	0.278713	0.240469	0.427850	0.070877	0.110742	0.513646	0.468972	0.969898	0.447031	0.866085	0.628160	0.151750	0.140755	0.299214	0.324063
53	0.259607	0.421590	0.347311	0.530762	0.077393	0.114324	0.506713	0.951311	0.184600	0.448788	0.747463	0.317730	0.085432	0.401041	0.232954	0.416619	0.624203	0.348527	0.477722	0.471403	0.083230	0.374531	0.211134	0.302918	0.386182	0.197459	0.597827	0.327286	0.186575	0.444918	0.349747	0.209242	0.495320	0.211450	0.394212	0.254386	0.411467	0.228140	0.520636	0.283350	0.422776	0.226317	0.611897	0.404862	0.151128	0.124458	0.322547	0.530993	0.179503	0.292118	0.223876	0.441847	0.079404	0.123533	0.492146	0.438068	0.861880	0.393171	0.869374	0.555855	0.228138	0.166031	0.295018	0.342700
54	0.233035	0.400341	0.343674	0.634090	0.076756	0.112864	0.510418	0.933143	0.237219	0.459470	0.750978	0.310826	0.093441	0.400585	0.239149	0.407579	0.621081	0.334624	0.474655	0.565121	0.080428	0.371089	0.243675	0.313084	0.487208	0.193680	0.630183	0.323309	0.197086	0.477875	0.348613	0.213271	0.484045	0.256085	0.381219	0.271672	0.390686	0.227997	0.550178	0.283035	0.544263	0.280132	0.646312	0.404106	0.146231	0.121062	0.309091	0.544233	0.161147	0.314229	0.245623	0.443081	0.083716	0.127365	0.479010	0.409170	0.857709	0.381373	0.866768	0.453550	0.312903	0.190645	0.316528	0.346458
55	0.212027	0.398035	0.324043	0.672979	0.076625	0.111645	0.505839	0.920486	0.305554	0.492409	0.746851	0.315052	0.105638	0.402710	0.269190	0.406012	0.586746	0.308461	0.444479	0.597965	0.080621	0.365595	0.257397	0.397605	0.607706	0.195332	0.648291	0.323789	0.204998	0.500228	0.355847	0.208249	0.491364	0.302953	0.379441	0.274971	0.365640	0.224588	0.586334	0.282700	0.572072	0.286030	0.736912	0.394686	0.140009	0.117425	0.307779	0.553378	0.159001	0.326262	0.309123	0.425830	0.085284	0.130196	0.456236	0.407882	0.857641	0.376169	0.853046	0.320395	0.375619	0.203495	0.332079	0.348958
56	0.210478	0.350107	0.281753	0.663775	0.073432	0.105241	0.471293	0.917719	0.312452	0.476912	0.736475	0.326341	0.114919	0.405256	0.282603	0.406383	0.538024	0.294163	0.435825	0.587795	0.076444	0.345184	0.274938	0.485980	0.650465	0.178864	0.639572	0.350881	0.205050	0.505294	0.348298	0.202314	0.503382	0.317637	0.399988	0.289506	0.363262	0.223307	0.612682	0.318472	0.594540	0.283089	0.852329	0.364830	0.140493	0.121834	0.307919	0.551931	0.139827	0.333113	0.346612	0.424770	0.086090	0.129603	0.412372	0.435049	0.805173	0.358602	0.804242	0.261132	0.391051	0.200702	0.307441	0.351125
57	0.202683	0.312345	0.279176	0.659717	0.075827	0.105301	0.445420	0.809725	0.320782	0.450082	0.711412	0.354554	0.118084	0.370491	0.282942	0.407813	0.512375	0.292022	0.430862	0.600408	0.071920	0.322257	0.294269	0.523967	0.711783	0.220597	0.627850	0.368853	0.200846	0.506212	0.346163	0.353778	0.526630	0.322415	0.416775	0.303287	0.346223	0.222343	0.601704	0.414888	0.592140	0.273993	0.948184	0.321082	0.167819	0.136390	0.303139	0.536715	0.139389	0.394433	0.369498	0.486077	0.085579	0.125209	0.393632	0.476266	0.760623	0.352267	0.735569	0.259471	0.424050	0.213696	0.265708	0.361194
58	0.198717	0.307077	0.282716	0.650599	0.083097	0.109654	0.380637	0.528868	0.362608	0.439700	0.692787	0.374220	0.118032	0.297069	0.282742	0.408800	0.507055	0.267314	0.435458	0.589030	0.069694	0.300696	0.303662	0.550603	0.952600	0.352604	0.612391	0.371424	0.187541	0.504709	0.332640	0.472375	0.581509	0.323224	0.412446	0.337305	0.170053	0.189446	0.589841	0.500070	0.587775	0.275316	1.026507	0.323069	0.185563	0.140213	0.281502	0.515495	0.151825	0.441532	0.368853	0.576698	0.083660	0.116196	0.404753	0.493417	0.798043	0.372489	0.691178	0.295706	0.428919	0.220847	0.253537	0.370337
59	0.191492	0.189323	0.332626	0.609885	0.087614	0.110547	0.252278	0.423081	0.404023	0.411507	0.672743	0.427563	0.115911	0.237036	0.287689	0.418420	0.431388	0.190970	0.451349	0.576396	0.069630	0.298380	0.306147	0.560199	0.984410	0.385780	0.577148	0.367377	0.185458	0.504569	0.330301	0.501637	0.573873	0.323931	0.414221	0.502013	0.148974	0.186022	0.593036	0.554527	0.600798	0.276704	1.077671	0.372592	0.262601	0.152407	0.269982	0.490753	0.194413	0.437277	0.364896	0.605172	0.081202	0.115063	0.412694	0.482552	0.837569	0.380459	0.680668	0.379891	0.441880	0.242735	0.254149	0.375838
60	0.126043	0.161386	0.351415	0.632825	0.089173	0.110937	0.196478	0.403583	0.419429	0.390418	0.612064	0.495610	0.116969	0.212893	0.301844	0.416809	0.420780	0.176792	0.458900	0.569198	0.071192	0.293014	0.307010	0.560248	0.981579	0.378190	0.532607	0.352570	0.188767	0.503958	0.330913	0.509158	0.546943	0.328792	0.441916	0.564384	0.141064	0.175963	0.591116	0.552716	0.581841	0.278848	1.095945	0.402159	0.325177	0.161081	0.265336	0.491411	0.279272	0.451177	0.365169	0.597281	0.086013	0.114644	0.401931	0.477607	0.856920	0.387321	0.679103	0.428561	0.603712	0.301228	0.246701	0.385453
61	0.113222	0.128562	0.362986	0.636757	0.088890	0.104289	0.190592	0.285278	0.428180	0.372938	0.570804	0.497949	0.117120	0.212037	0.287172	0.410718	0.399514	0.173848	0.457897	0.566411	0.069524	0.269980	0.301224	0.569473	0.993329	0.373715	0.498584	0.330033	0.206836	0.503003	0.327115	0.510174	0.528066	0.337161	0.483543	0.556579	0.110806	0.167933	0.559826	0.543861	0.566612	0.281322	1.095357	0.392590	0.364737	0.163433	0.269450	0.494814	0.371777	0.466548	0.364747	0.623614	0.093047	0.114269	0.386591	0.476606	0.858133	0.385356	0.677492	0.429540	0.673151	0.320790	0.224602	0.393901
62	0.111194	0.129342	0.387400	0.640615	0.078765	0.082508	0.185360	0.242882	0.426624	0.372723	0.572428	0.507307	0.140794	0.200189	0.261606	0.408202	0.293802	0.175334	0.438118	0.576405	0.067038	0.250856	0.297956	0.594916	1.014979	0.373831	0.476302	0.302783	0.213674	0.495155	0.310687	0.521019	0.521925	0.347273	0.514328	0.558119	0.118622	0.166955	0.520834	0.574800	0.566639	0.286443	1.094030	0.380143	0.384855	0.163214	0.282096	0.494879	0.377146	0.466238	0.368487	0.669220	0.092810	0.110951	0.352799	0.456372	0.836933	0.377836	0.676281	0.418013	0.682046	0.323721	0.209826	0.397786
63	0.086809	0.133369	0.385494	0.644642	0.067031	0.067243	0.177622	0.244247	0.426507	0.338157	0.553131	0.490940	0.139934	0.176580	0.261502	0.420313	0.295899	0.192088	0.397787	0.590329	0.067156	0.249443	0.299129	0.615520	1.019450	0.382579	0.420580	0.284938	0.214641	0.485551	0.301499	0.555307	0.528844	0.357382	0.512388	0.582728	0.121142	0.169615	0.495578	0.639188	0.537059	0.287629	1.082630	0.381993	0.390496	0.178168	0.286842	0.492603	0.381443	0.466473	0.372552	0.677184	0.090691	0.106523	0.296265	0.407757	0.786227	0.372935	0.670263	0.406629	0.684524	0.324871	0.212216	0.398412
64	0.086582	0.162773	0.417499	0.626592	0.063910	0.089078	0.175974	0.251747	0.431569	0.310333	0.493557	0.497244	0.153625	0.161862	0.255793	0.488309	0.320905	0.192002	0.397477	0.591314	0.064956	0.248304	0.299426	0.623645	1.044202	0.444336	0.359129	0.300873	0.213964	0.484271	0.358316	0.558526	0.479673	0.381163	0.482920	0.610187	0.137419	0.169740	0.497564	0.684465	0.574493	0.292153	1.066722	0.394891	0.533013	0.253610	0.287548	0.478449	0.384392	0.467982	0.397252	0.664625	0.082470	0.092568	0.255517	0.391620	0.711900	0.351223	0.618420	0.405186	0.685506	0.324990	0.217210	0.408803
65	0.132468	0.199693	0.526653	0.542720	0.065481	0.090152	0.166365	0.241099	0.445859	0.317238	0.420718	0.493132	0.167534	0.159197	0.251424	0.546172	0.343635	0.193669	0.466167	0.592229	0.060628	0.240904	0.307310	0.619714	1.083868	0.485297	0.359520	0.337438	0.207097	0.461702	0.417832	0.560278	0.430602	0.431216	0.439802	0.638129	0.138285	0.156916	0.477460	0.688171	0.576096	0.278826	1.077232	0.398979	0.682733	0.300935	0.287159	0.459375	0.388252	0.467364	0.421355	0.675750	0.073335	0.084190	0.245714	0.413599	0.651584	0.326566	0.509578	0.412370	0.686638	0.322647	0.225777	0.449370
66	0.365974	0.260491	0.602107	0.421962	0.063532	0.091109	0.160405	0.237443	0.451247	0.318469	0.368254	0.475826	0.174434	0.159549	0.263064	0.554666	0.362198	0.196357	0.470178	0.587444	0.061905	0.237627	0.316341	0.625244	1.090393	0.488180	0.364909	0.334898	0.189241	0.386097	0.427735	0.585005	0.432977	0.442600	0.427421	0.654792	0.129541	0.132345	0.449540	0.687767	0.602046	0.281537	1.104483	0.397101	0.708005	0.302740	0.293039	0.466692	0.476877	0.468307	0.421112	0.686836	0.069419	0.080880	0.239585	0.408013	0.641746	0.319058	0.456120	0.416694	0.688071	0.321587	0.244958	0.480381
67	0.563246	0.301272	0.649822	0.391544	0.065020	0.125853	0.201562	0.241416	0.455902	0.288493	0.314426	0.472525	0.227553	0.170422	0.291040	0.516333	0.378933	0.194307	0.501217	0.583195	0.062249	0.237455	0.319729	0.628217	1.090261	0.489888	0.367256	0.377513	0.178844	0.288001	0.429284	0.620487	0.453424	0.481589	0.438544	0.660840	0.148615	0.129202	0.415206	0.687492	0.654329	0.292276	1.116282	0.394985	0.707548	0.298406	0.304400	0.492422	0.554005	0.463094	0.437848	0.688042	0.071755	0.124575	0.242704	0.425272	0.585239	0.289598	0.463263	0.427639	0.688929	0.321270	0.269230	0.495982
