	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d
25	0.038906	0.071259	0.223932	0.429220	0.044085	0.377365	0.281653	0.323735	0.056244	0.069372	0.571145	0.400663	0.079028	0.205705	0.342950	0.197379	0.034968	0.078331	0.522191	0.356933	0.144833	0.103592	0.251688	0.191627	0.031853	0.240502	0.142864	0.100879	0.361135	0.110653	0.109689	0.184191	0.058260	0.112607	0.158751	0.430834	0.067947	0.356053	0.301678	0.144493	0.046284	0.146935	0.199842	0.338164	0.105154	0.182498	0.375482	0.794555	0.131845	0.454918	0.167781	0.182790	0.034875	0.227729	0.283764	0.116973	0.289349	0.882085	0.367003	0.343616	0.105797	0.408324	0.245884	0.457891	0.066665	0.450168	0.342968	0.465475	0.046320	0.241188	0.393838	0.272934
26	0.036995	0.073054	0.260971	0.393840	0.049592	0.352483	0.277781	0.326165	0.055585	0.075209	0.579098	0.428877	0.078754	0.204909	0.333177	0.182748	0.051905	0.092763	0.732415	0.433879	0.145888	0.145831	0.231731	0.185128	0.045611	0.240103	0.276206	0.080660	0.286616	0.098808	0.111773	0.174927	0.058962	0.111647	0.192921	0.403547	0.074926	0.389211	0.300545	0.137591	0.046341	0.155925	0.204784	0.340982	0.102166	0.182845	0.374408	0.795264	0.113950	0.446354	0.108021	0.179274	0.031387	0.206352	0.277914	0.105289	0.291818	0.871924	0.363279	0.248187	0.105656	0.408173	0.212234	0.456246	0.067158	0.485388	0.280279	0.415837	0.045229	0.238273	0.326369	0.270678
27	0.029540	0.071732	0.268404	0.309087	0.049732	0.327760	0.262346	0.326400	0.059129	0.095145	0.575137	0.427175	0.077754	0.160899	0.287965	0.168486	0.057452	0.112006	0.749564	0.459360	0.144328	0.155939	0.219026	0.172406	0.052254	0.226067	0.276932	0.193847	0.259591	0.088080	0.112435	0.180576	0.058275	0.113430	0.212947	0.342042	0.074632	0.506417	0.299392	0.114835	0.046635	0.158489	0.220864	0.341197	0.099767	0.180844	0.374450	0.795231	0.094871	0.416614	0.111504	0.177760	0.025679	0.200276	0.266873	0.081429	0.292180	0.751862	0.306561	0.202887	0.102848	0.400465	0.204638	0.454439	0.063122	0.419494	0.246924	0.404783	0.044692	0.222881	0.223640	0.269297
28	0.030033	0.078303	0.267067	0.270026	0.039267	0.312802	0.204309	0.326377	0.057588	0.103669	0.519309	0.445414	0.076768	0.120381	0.277873	0.198635	0.065724	0.126212	0.746780	0.495427	0.140714	0.157428	0.216515	0.169820	0.052536	0.226623	0.274804	0.334394	0.268817	0.086071	0.105983	0.143246	0.058014	0.122005	0.215709	0.294768	0.071796	0.539080	0.283706	0.101486	0.046541	0.148531	0.196060	0.337124	0.096803	0.176063	0.369998	0.795340	0.086046	0.375749	0.103869	0.151775	0.024625	0.175217	0.267245	0.087873	0.288946	0.729442	0.287601	0.224602	0.097827	0.313425	0.198912	0.440568	0.057793	0.411647	0.240135	0.389164	0.044442	0.205151	0.409787	0.275224
29	0.027475	0.078666	0.264374	0.289390	0.040887	0.296867	0.178255	0.320378	0.049951	0.106552	0.453285	0.478908	0.067366	0.102558	0.248888	0.215917	0.077957	0.142355	0.698354	0.499690	0.126433	0.158594	0.215587	0.168474	0.058757	0.231231	0.276073	0.403828	0.244936	0.065190	0.115203	0.112416	0.066985	0.146909	0.215957	0.274783	0.071033	0.542476	0.264563	0.099207	0.032841	0.146317	0.242004	0.293223	0.093227	0.164675	0.347990	0.795340	0.082157	0.365419	0.099049	0.140230	0.022623	0.146324	0.281147	0.084952	0.287677	0.613382	0.284767	0.234369	0.084542	0.295175	0.193328	0.371516	0.063356	0.462312	0.186387	0.309996	0.048760	0.184339	0.420768	0.403733
30	0.022037	0.078762	0.258953	0.295336	0.042719	0.279873	0.120643	0.270807	0.048183	0.116727	0.443932	0.487005	0.057025	0.103677	0.243529	0.216500	0.085251	0.148168	0.618663	0.423908	0.110221	0.162205	0.176179	0.159048	0.074691	0.235818	0.303377	0.409503	0.206529	0.076821	0.121261	0.120342	0.078548	0.168901	0.235443	0.278069	0.071432	0.541369	0.203263	0.097920	0.019439	0.100517	0.246653	0.308491	0.090789	0.150361	0.251890	0.779006	0.061600	0.284912	0.092128	0.138670	0.021011	0.107598	0.282287	0.094520	0.250267	0.574236	0.283006	0.235411	0.066166	0.160824	0.154777	0.344924	0.062308	0.492616	0.157264	0.231655	0.083852	0.238984	0.446216	0.455530
31	0.022225	0.078345	0.242927	0.278139	0.043190	0.217119	0.119543	0.224728	0.051006	0.123977	0.442534	0.471703	0.045164	0.100948	0.245934	0.216014	0.085233	0.162809	0.616960	0.359468	0.106104	0.162690	0.144854	0.152210	0.077959	0.275591	0.314935	0.434396	0.247656	0.103066	0.138167	0.128069	0.081509	0.177823	0.245275	0.311756	0.072065	0.541014	0.190204	0.095641	0.029131	0.124104	0.259574	0.307420	0.089172	0.128630	0.144709	0.675702	0.051734	0.245194	0.090739	0.126256	0.017151	0.050854	0.294997	0.087349	0.160757	0.414248	0.285522	0.235413	0.064773	0.131018	0.137249	0.316777	0.059266	0.498325	0.156906	0.183486	0.082545	0.279965	0.472952	0.462939
32	0.022262	0.074737	0.239530	0.273607	0.046102	0.169416	0.100035	0.221022	0.056416	0.131353	0.442725	0.441747	0.036451	0.086061	0.246193	0.215404	0.091385	0.172263	0.346929	0.302391	0.071021	0.162928	0.150293	0.131396	0.079450	0.344994	0.357662	0.476937	0.300494	0.113719	0.191884	0.133186	0.080610	0.179623	0.244933	0.343354	0.072113	0.540972	0.193184	0.095267	0.035734	0.131204	0.296730	0.270863	0.088193	0.125778	0.138764	0.578830	0.036719	0.196196	0.090044	0.112045	0.019328	0.050110	0.292155	0.220774	0.129047	0.392401	0.305637	0.235265	0.054115	0.100314	0.132892	0.185150	0.060291	0.494220	0.147920	0.129167	0.078167	0.272797	0.488053	0.548685
33	0.024489	0.085294	0.223392	0.260159	0.047583	0.149511	0.074680	0.201695	0.059375	0.130891	0.413943	0.439651	0.029191	0.079440	0.251940	0.215681	0.090930	0.256286	0.257814	0.236799	0.047291	0.161460	0.165966	0.080297	0.081496	0.364402	0.363700	0.557067	0.310320	0.120066	0.189010	0.128820	0.078377	0.178687	0.248072	0.354025	0.071788	0.540098	0.205047	0.094190	0.037937	0.165028	0.297800	0.298862	0.067133	0.137876	0.118037	0.570919	0.038571	0.173124	0.088309	0.096552	0.017595	0.051796	0.299091	0.487781	0.118651	0.347389	0.359878	0.235508	0.042392	0.025051	0.105816	0.078517	0.057746	0.466373	0.144444	0.096309	0.092248	0.272641	0.490108	0.589868
34	0.027972	0.100894	0.215026	0.248805	0.047753	0.085509	0.177519	0.208741	0.058123	0.127584	0.351749	0.452086	0.027573	0.076619	0.265466	0.216300	0.085335	0.338317	0.257882	0.158127	0.057330	0.158243	0.158582	0.060665	0.087986	0.431889	0.368653	0.575913	0.311948	0.120077	0.192834	0.119045	0.074687	0.173460	0.247219	0.355687	0.068323	0.538003	0.213978	0.085323	0.045559	0.218956	0.293561	0.303622	0.063135	0.136857	0.120922	0.485246	0.040808	0.101979	0.089471	0.079009	0.020038	0.060149	0.293963	0.611804	0.089044	0.266245	0.377113	0.294354	0.034013	0.024881	0.178095	0.098950	0.055280	0.454713	0.141828	0.095401	0.103348	0.271207	0.495241	0.594294
35	0.028930	0.100323	0.207354	0.246041	0.042608	0.081877	0.252849	0.234462	0.057744	0.127546	0.298430	0.455020	0.027212	0.073826	0.273269	0.200907	0.102653	0.398896	0.254823	0.130609	0.064384	0.155182	0.182003	0.062660	0.095201	0.432216	0.329095	0.580600	0.312589	0.120123	0.213501	0.111188	0.072420	0.167191	0.245146	0.352130	0.063067	0.496999	0.259248	0.074672	0.052992	0.237555	0.283028	0.304357	0.101168	0.236083	0.118401	0.284871	0.043138	0.069489	0.178329	0.077103	0.042043	0.081579	0.345548	0.622786	0.065831	0.185802	0.409574	0.464738	0.034173	0.034930	0.313899	0.151666	0.054694	0.440605	0.137048	0.091652	0.106537	0.269498	0.508073	0.594599
36	0.028683	0.090981	0.277396	0.250073	0.039664	0.083918	0.278568	0.301981	0.055904	0.126549	0.270759	0.434687	0.024706	0.072772	0.436707	0.156036	0.105313	0.490148	0.212493	0.128850	0.067313	0.130769	0.188678	0.069914	0.095989	0.433625	0.349436	0.590353	0.305083	0.119825	0.213048	0.116879	0.071191	0.162739	0.244841	0.345100	0.053655	0.455577	0.309567	0.086073	0.069874	0.249484	0.244572	0.304336	0.101610	0.246952	0.088114	0.158080	0.049861	0.079778	0.286945	0.156252	0.048098	0.083578	0.421956	0.719935	0.052887	0.140139	0.428202	0.631575	0.041330	0.060177	0.331722	0.192058	0.052697	0.427387	0.165164	0.086720	0.107233	0.269508	0.489467	0.592525
37	0.028466	0.084562	0.279207	0.253043	0.040986	0.078474	0.292444	0.331872	0.053861	0.124853	0.266162	0.381299	0.018295	0.111552	0.551482	0.218606	0.114359	0.502898	0.139884	0.117360	0.086734	0.109924	0.188441	0.069907	0.096015	0.431154	0.351982	0.540007	0.286852	0.119682	0.211295	0.123287	0.072260	0.161659	0.242840	0.331453	0.054106	0.422421	0.347854	0.142189	0.082266	0.261097	0.270808	0.287234	0.106931	0.244760	0.088527	0.131991	0.057218	0.103534	0.288902	0.467401	0.051955	0.090690	0.437337	0.846094	0.026535	0.116371	0.429949	0.664439	0.051858	0.081954	0.360022	0.223558	0.051260	0.388108	0.172369	0.127075	0.107494	0.264160	0.342752	0.570318
38	0.028440	0.084183	0.270139	0.214703	0.039630	0.085880	0.306380	0.404683	0.051121	0.120127	0.242248	0.326860	0.025457	0.126947	0.548442	0.369816	0.103878	0.516189	0.142607	0.062361	0.109836	0.102105	0.221991	0.069404	0.093975	0.429303	0.387591	0.485070	0.259834	0.108226	0.207825	0.111428	0.073353	0.164160	0.208319	0.309840	0.053761	0.418836	0.376922	0.208509	0.092034	0.257517	0.402411	0.281077	0.117809	0.249618	0.095967	0.128628	0.068418	0.131714	0.303537	0.614639	0.058809	0.099802	0.434157	0.894620	0.024743	0.118782	0.522014	0.718073	0.052984	0.084680	0.402878	0.227454	0.053407	0.340940	0.162524	0.238477	0.102641	0.259718	0.319369	0.468798
39	0.028281	0.084293	0.257145	0.173506	0.041068	0.089570	0.344994	0.558953	0.046363	0.104445	0.183429	0.319513	0.065436	0.268306	0.643109	0.444973	0.108191	0.525354	0.126703	0.060810	0.118055	0.110594	0.251475	0.099182	0.085088	0.433713	0.366130	0.483082	0.207916	0.069556	0.200739	0.110604	0.073442	0.201301	0.170187	0.281364	0.046640	0.413284	0.377567	0.244265	0.089461	0.246868	0.474750	0.366462	0.123437	0.248076	0.098614	0.131094	0.100986	0.158775	0.513117	0.647270	0.066771	0.110648	0.410120	0.907687	0.040401	0.130538	0.568590	0.792248	0.051796	0.084566	0.464721	0.238696	0.055377	0.336155	0.157607	0.294628	0.077118	0.269731	0.277465	0.433638
40	0.028197	0.087034	0.259695	0.209713	0.074789	0.089508	0.365240	0.605234	0.043458	0.093408	0.163106	0.296822	0.072065	0.322166	0.725129	0.467135	0.117570	0.487387	0.222001	0.099382	0.128388	0.112715	0.263898	0.244418	0.079324	0.430795	0.357692	0.464711	0.135962	0.064376	0.165223	0.102743	0.072758	0.244502	0.163648	0.254160	0.040199	0.306080	0.379138	0.246891	0.090479	0.219219	0.493087	0.347469	0.128498	0.245893	0.106766	0.131418	0.108533	0.174530	0.630825	0.820624	0.068116	0.114817	0.396934	0.908716	0.041676	0.128391	0.622160	0.820530	0.054362	0.089756	0.495569	0.299182	0.054195	0.269015	0.160123	0.301614	0.080512	0.272926	0.221243	0.406655
41	0.028900	0.087310	0.270194	0.213098	0.076977	0.098622	0.368111	0.607867	0.043362	0.089024	0.162813	0.239249	0.077879	0.320668	0.739433	0.589284	0.111416	0.422164	0.235402	0.177154	0.192333	0.123239	0.264851	0.299936	0.077414	0.353215	0.322440	0.433103	0.184168	0.105476	0.201814	0.120598	0.067915	0.271659	0.210959	0.249436	0.045201	0.141737	0.379357	0.250041	0.087476	0.199974	0.619156	0.350429	0.131194	0.245642	0.122384	0.129514	0.135542	0.229361	0.636892	0.892455	0.068181	0.114522	0.382249	0.908187	0.042898	0.120627	0.652380	0.844653	0.061543	0.100982	0.496238	0.382785	0.048950	0.181340	0.165008	0.356739	0.088396	0.367384	0.196998	0.280320
42	0.036508	0.076539	0.280475	0.208143	0.075361	0.152849	0.382835	0.599166	0.042302	0.074145	0.154834	0.215092	0.080476	0.320434	0.741477	0.661296	0.092915	0.323954	0.237355	0.190576	0.208129	0.128788	0.270524	0.314339	0.074783	0.336741	0.305179	0.330012	0.455260	0.111211	0.271086	0.125293	0.056259	0.257603	0.296655	0.271914	0.055584	0.102636	0.379685	0.251049	0.083181	0.123365	0.662050	0.420724	0.132024	0.245639	0.129976	0.126405	0.152129	0.255257	0.644892	0.904049	0.068273	0.124465	0.387784	0.896888	0.044527	0.109368	0.654712	0.855687	0.068102	0.108039	0.500492	0.409363	0.046670	0.083579	0.164950	0.390706	0.071157	0.368818	0.195836	0.200596
43	0.081011	0.051583	0.280744	0.194428	0.092871	0.236354	0.396948	0.583067	0.037625	0.061144	0.161761	0.214396	0.080984	0.321780	0.740887	0.674833	0.080145	0.280979	0.237919	0.274934	0.208459	0.128547	0.262852	0.394404	0.071738	0.170607	0.297788	0.261313	0.520471	0.169438	0.266580	0.140777	0.040010	0.269794	0.365871	0.305832	0.061482	0.119291	0.381388	0.269015	0.082931	0.140969	0.666196	0.465122	0.132086	0.245723	0.127765	0.122297	0.157439	0.262945	0.648318	0.905679	0.069464	0.130900	0.376463	0.807342	0.048318	0.094319	0.642195	0.857644	0.070741	0.110112	0.501050	0.411353	0.046113	0.072373	0.167047	0.398364	0.055694	0.368051	0.185598	0.214616
44	0.119539	0.118999	0.229669	0.192606	0.102479	0.390449	0.360295	0.570810	0.028644	0.038509	0.217261	0.198001	0.081907	0.322335	0.736785	0.676758	0.077705	0.260441	0.245172	0.291798	0.208075	0.129753	0.259589	0.435839	0.052489	0.166452	0.276704	0.256842	0.558662	0.234770	0.272656	0.210998	0.036693	0.286079	0.365531	0.369313	0.062583	0.125562	0.427395	0.300510	0.066780	0.121972	0.661477	0.473281	0.132320	0.243239	0.129467	0.112889	0.157992	0.265018	0.648731	0.905732	0.071372	0.140245	0.368525	0.689489	0.047948	0.091573	0.610781	0.858668	0.072197	0.111279	0.501640	0.410316	0.044644	0.089706	0.172439	0.401367	0.050676	0.369037	0.163416	0.228479
45	0.126013	0.172532	0.146660	0.186916	0.102341	0.582177	0.337363	0.563170	0.024731	0.031284	0.255551	0.215869	0.084095	0.322379	0.732299	0.676570	0.065313	0.178928	0.252479	0.296287	0.203570	0.128810	0.236815	0.445209	0.040060	0.163912	0.227479	0.219214	0.586002	0.236251	0.315347	0.241243	0.048522	0.288963	0.365042	0.390339	0.062109	0.126971	0.506866	0.304834	0.051084	0.144442	0.636002	0.469514	0.131288	0.234322	0.199801	0.088685	0.156735	0.264499	0.598178	0.904793	0.065648	0.139275	0.337495	0.673792	0.047732	0.091313	0.580549	0.837516	0.072477	0.111195	0.474292	0.402490	0.044430	0.100793	0.180912	0.405997	0.050185	0.369032	0.163056	0.234611
46	0.130314	0.172318	0.154939	0.172868	0.102375	0.775406	0.333008	0.543915	0.029507	0.036606	0.276943	0.317792	0.085784	0.323880	0.649475	0.676440	0.048835	0.129656	0.252701	0.299573	0.203636	0.126445	0.218199	0.445792	0.048239	0.196328	0.285076	0.346545	0.649008	0.243580	0.347765	0.245801	0.056508	0.297796	0.366071	0.382885	0.062099	0.129284	0.574889	0.362177	0.043315	0.165028	0.551290	0.428206	0.117032	0.223864	0.238050	0.061829	0.154353	0.258434	0.591535	0.845285	0.059358	0.136620	0.228755	0.605689	0.047887	0.092639	0.539354	0.743010	0.072273	0.108192	0.396834	0.386329	0.044781	0.110752	0.199219	0.406884	0.051518	0.368906	0.183546	0.237522
47	0.131105	0.173378	0.171805	0.171179	0.103118	0.789389	0.325915	0.534171	0.031763	0.039033	0.305677	0.407925	0.086269	0.317855	0.545887	0.659192	0.037054	0.116710	0.299471	0.275763	0.197257	0.116642	0.220127	0.445287	0.048224	0.194903	0.249405	0.498932	0.678169	0.244578	0.351512	0.280976	0.075071	0.303163	0.396596	0.403446	0.062401	0.129926	0.579206	0.462418	0.047635	0.167534	0.515753	0.420759	0.093524	0.110347	0.275141	0.062536	0.151571	0.250476	0.585248	0.723634	0.056903	0.134703	0.174973	0.403175	0.047749	0.096473	0.522490	0.603484	0.068677	0.095940	0.385403	0.368416	0.045001	0.117175	0.201827	0.407891	0.054987	0.360769	0.260637	0.288112
48	0.131357	0.174388	0.275808	0.183458	0.105134	0.790266	0.327498	0.401784	0.038991	0.048356	0.311108	0.432022	0.084711	0.314193	0.572894	0.587931	0.062766	0.094051	0.335790	0.279174	0.190614	0.112083	0.262500	0.447903	0.053016	0.187203	0.250391	0.509499	0.678766	0.252312	0.371525	0.304110	0.094665	0.306086	0.478353	0.451972	0.062932	0.129679	0.571096	0.516950	0.052726	0.166835	0.457587	0.437557	0.099714	0.178121	0.286877	0.094700	0.154529	0.236188	0.534232	0.721558	0.051429	0.129097	0.171319	0.221349	0.048819	0.100793	0.518031	0.572154	0.061292	0.078634	0.361441	0.351170	0.052811	0.117894	0.206988	0.422472	0.062046	0.298497	0.299751	0.383510
49	0.131505	0.175693	0.319651	0.269987	0.093944	0.826273	0.287286	0.248765	0.046817	0.052930	0.343609	0.454804	0.059786	0.209977	0.514154	0.540562	0.068982	0.082178	0.391881	0.220041	0.179956	0.111584	0.218138	0.456150	0.055596	0.146792	0.393809	0.570371	0.671579	0.248815	0.417631	0.301182	0.105183	0.306538	0.502235	0.484376	0.061893	0.130354	0.542111	0.543481	0.057730	0.173485	0.303878	0.402815	0.100083	0.188208	0.283931	0.111318	0.163556	0.228844	0.260900	0.591260	0.041655	0.119116	0.170877	0.126706	0.048346	0.099973	0.426196	0.491244	0.060147	0.076647	0.322409	0.349411	0.054128	0.118940	0.242905	0.438592	0.059902	0.250920	0.306809	0.420997
50	0.131989	0.235735	0.316906	0.313645	0.083205	0.850933	0.279454	0.229921	0.046776	0.058142	0.401412	0.534128	0.053781	0.096512	0.416477	0.537698	0.067996	0.078494	0.399917	0.234844	0.174611	0.096642	0.208756	0.434652	0.056099	0.134774	0.458439	0.613580	0.571717	0.255171	0.391555	0.323593	0.105035	0.307426	0.519469	0.502426	0.060368	0.130981	0.515617	0.553368	0.058152	0.165841	0.267314	0.336727	0.095184	0.194174	0.282729	0.112810	0.160917	0.187530	0.214030	0.386876	0.038735	0.113454	0.177237	0.098697	0.039177	0.084129	0.356878	0.350087	0.062311	0.076494	0.226047	0.342938	0.052206	0.126699	0.297851	0.399448	0.050600	0.105430	0.328653	0.423551
51	0.129359	0.334149	0.340992	0.321393	0.084433	0.876423	0.277568	0.229792	0.047230	0.064835	0.420999	0.585292	0.055422	0.096506	0.399627	0.408298	0.069088	0.085874	0.391210	0.266649	0.132385	0.079662	0.201817	0.378571	0.056787	0.125508	0.460937	0.637697	0.446380	0.248406	0.386639	0.336037	0.104702	0.308588	0.582288	0.513824	0.059434	0.131273	0.484739	0.541404	0.058934	0.160160	0.265445	0.331502	0.088513	0.240784	0.290538	0.112158	0.192267	0.144150	0.180244	0.335004	0.039500	0.112855	0.247440	0.105060	0.039213	0.077396	0.241863	0.273512	0.065604	0.069954	0.183824	0.291886	0.053247	0.137981	0.307720	0.375666	0.052048	0.090756	0.537405	0.520374
52	0.103661	0.369331	0.364043	0.364973	0.078799	0.869911	0.241125	0.230670	0.050443	0.079180	0.421595	0.605587	0.053495	0.099408	0.497115	0.271775	0.075657	0.098458	0.369299	0.264249	0.049236	0.056427	0.202059	0.384366	0.056499	0.125225	0.461372	0.657428	0.406757	0.163895	0.407111	0.300763	0.104853	0.281780	0.614318	0.528811	0.055851	0.131171	0.471780	0.521048	0.057600	0.152415	0.262108	0.341283	0.083309	0.266909	0.291637	0.128040	0.206043	0.134636	0.164718	0.328393	0.041640	0.109799	0.380995	0.191315	0.037875	0.070568	0.147340	0.194290	0.060838	0.056195	0.193015	0.181259	0.048287	0.156278	0.316625	0.375427	0.063242	0.113210	0.623431	0.614892
53	0.067603	0.405016	0.365734	0.387654	0.053599	0.848994	0.215265	0.228589	0.059361	0.098883	0.421735	0.609904	0.053296	0.105522	0.546483	0.234270	0.075298	0.100310	0.307291	0.249112	0.034093	0.054232	0.196972	0.347693	0.056810	0.124088	0.457982	0.662071	0.364271	0.159754	0.387007	0.259691	0.108399	0.248717	0.609631	0.542338	0.054399	0.130940	0.469820	0.514695	0.059456	0.149546	0.245643	0.335932	0.085335	0.303439	0.284425	0.158418	0.206782	0.140251	0.151647	0.329517	0.048756	0.096958	0.590530	0.344250	0.035769	0.067117	0.139619	0.153788	0.058452	0.050538	0.182253	0.147689	0.045482	0.176686	0.314620	0.351843	0.071014	0.144317	0.620867	0.633922
54	0.075283	0.397263	0.372982	0.406601	0.053250	0.695038	0.187944	0.207324	0.063794	0.109583	0.422267	0.609481	0.052082	0.115690	0.559479	0.228439	0.056932	0.093867	0.291713	0.235845	0.032236	0.048207	0.261282	0.257996	0.060143	0.120720	0.452168	0.659221	0.285241	0.149971	0.367370	0.258533	0.115695	0.237564	0.591898	0.544447	0.053728	0.124890	0.474646	0.514413	0.058024	0.222340	0.197591	0.303392	0.084280	0.314497	0.284603	0.215077	0.208155	0.159668	0.135391	0.328937	0.086168	0.093803	0.614468	0.475711	0.031727	0.067037	0.141132	0.145663	0.112197	0.049752	0.187712	0.164405	0.045138	0.179450	0.339679	0.344503	0.079954	0.166978	0.622531	0.633778
55	0.075984	0.398022	0.384568	0.430963	0.053977	0.577092	0.187241	0.162975	0.065302	0.113139	0.418953	0.608975	0.051950	0.128507	0.561121	0.245818	0.043995	0.093586	0.187783	0.219590	0.037387	0.046471	0.312317	0.254512	0.058259	0.066134	0.424628	0.612395	0.126107	0.147778	0.387734	0.242030	0.121408	0.245226	0.547928	0.531892	0.043773	0.105430	0.493342	0.514654	0.053975	0.225522	0.176358	0.222929	0.085740	0.321207	0.285212	0.231962	0.218453	0.177853	0.129241	0.324683	0.133718	0.147272	0.717534	0.544801	0.039060	0.073357	0.143334	0.139793	0.118600	0.049205	0.240399	0.168337	0.046399	0.175750	0.356957	0.344484	0.084498	0.178017	0.621980	0.631762
56	0.078556	0.398033	0.398626	0.438427	0.056679	0.418702	0.208522	0.238508	0.065708	0.114647	0.392438	0.608391	0.052669	0.135601	0.563193	0.274068	0.045816	0.089292	0.152822	0.194446	0.035830	0.065345	0.330942	0.290686	0.058587	0.050406	0.411452	0.479130	0.102247	0.145336	0.422643	0.215768	0.125344	0.214687	0.531866	0.505308	0.032651	0.083289	0.529225	0.518901	0.047684	0.225042	0.130547	0.214369	0.086391	0.323460	0.308944	0.289655	0.239125	0.184917	0.116567	0.295187	0.135563	0.176311	0.826758	0.551711	0.044103	0.076386	0.167432	0.139625	0.118146	0.057630	0.277045	0.200152	0.046651	0.195236	0.360465	0.341374	0.084585	0.184829	0.585242	0.607215
57	0.086469	0.397503	0.341561	0.417800	0.054519	0.400197	0.198181	0.436434	0.064617	0.113905	0.365369	0.592843	0.053116	0.130371	0.557599	0.292747	0.047623	0.089914	0.228690	0.120629	0.035592	0.080212	0.330506	0.294904	0.054646	0.066795	0.406052	0.436490	0.101370	0.124100	0.405095	0.260870	0.126631	0.198575	0.544376	0.456690	0.026072	0.075051	0.568365	0.527153	0.046693	0.218470	0.093214	0.212374	0.090930	0.324197	0.300017	0.434367	0.244131	0.193544	0.105002	0.192546	0.135441	0.191366	0.884690	0.648470	0.048557	0.076109	0.195591	0.161386	0.117451	0.069103	0.279484	0.228342	0.046793	0.263309	0.361291	0.337065	0.078860	0.176715	0.569796	0.544297
58	0.091888	0.396182	0.317248	0.364403	0.059284	0.386291	0.220359	0.538258	0.062457	0.111876	0.333539	0.534785	0.053366	0.124329	0.510583	0.281525	0.039788	0.083012	0.263233	0.242026	0.035488	0.083521	0.314790	0.294407	0.048580	0.075531	0.297335	0.379585	0.099252	0.101460	0.374650	0.335013	0.121742	0.190880	0.554875	0.443727	0.040022	0.090662	0.543179	0.562130	0.049108	0.219101	0.045925	0.160465	0.098776	0.325584	0.288094	0.514994	0.249152	0.196833	0.078643	0.158110	0.136284	0.199090	0.917969	0.767623	0.052511	0.072642	0.245143	0.195532	0.117370	0.082289	0.285894	0.240426	0.046417	0.263051	0.365752	0.340904	0.074985	0.174555	0.567058	0.507483
