	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d
45	0.258855	0.636694	0.272310	0.303465	0.072380	0.174833	0.611427	0.286318	0.283734	1.008459	0.581544	0.504555	0.095950	0.494649	0.309989	0.240859	0.119467	0.167853	0.491617	0.351875	0.125601	0.600310	0.376260	0.362688	0.258233	0.488604	0.498858	0.528840	0.054088	0.244462	0.274545	0.107723	0.177100	0.640195	0.182146	0.349424	0.065907	0.268509	0.432166	0.308849	0.293732	0.264963	0.249348	0.228169	0.050923	0.125341	0.182224	0.146500
46	0.268306	0.639386	0.280091	0.299340	0.085571	0.160441	0.566660	0.242224	0.339352	1.004594	0.625445	0.498848	0.065945	0.217038	0.301261	0.237720	0.106838	0.159660	0.473059	0.341465	0.128302	0.681642	0.396303	0.307947	0.261788	0.478269	0.529188	0.544234	0.039819	0.206840	0.253638	0.103553	0.221469	0.640856	0.246753	0.343904	0.069262	0.243816	0.443106	0.304127	0.412405	0.436461	0.344202	0.274672	0.051004	0.126381	0.180782	0.157651
47	0.333677	0.695075	0.285139	0.256905	0.091251	0.131466	0.499827	0.234367	0.512937	1.003001	0.650417	0.427544	0.060170	0.142849	0.316723	0.273614	0.093678	0.153392	0.481716	0.341384	0.134531	0.681721	0.372226	0.256582	0.213775	0.411038	0.557855	0.634334	0.036275	0.222740	0.219976	0.123871	0.319199	0.661073	0.293783	0.332484	0.067963	0.148649	0.445408	0.303614	0.418969	0.472846	0.403718	0.274191	0.049914	0.123662	0.176068	0.172865
48	0.341608	0.756012	0.291084	0.181596	0.109986	0.109192	0.454969	0.224839	0.668212	0.998677	0.598710	0.369832	0.043798	0.146665	0.335840	0.275452	0.092447	0.121276	0.487963	0.361857	0.131990	0.681685	0.339069	0.243269	0.214311	0.321609	0.662623	0.700505	0.033428	0.304214	0.193523	0.128588	0.362617	0.746805	0.306152	0.343429	0.066774	0.119555	0.442633	0.305421	0.416842	0.475109	0.399669	0.290637	0.049796	0.111780	0.168672	0.180184
49	0.346906	0.730891	0.283276	0.136270	0.152097	0.109143	0.448727	0.199484	0.698078	0.985056	0.502428	0.363426	0.055704	0.142499	0.339932	0.248852	0.084544	0.066897	0.468769	0.360152	0.128038	0.682467	0.313500	0.234472	0.379659	0.335084	0.712262	0.721216	0.029734	0.317976	0.180620	0.132442	0.353276	0.742722	0.318782	0.464394	0.069422	0.120004	0.433244	0.315032	0.416842	0.479192	0.471388	0.309757	0.051609	0.104871	0.171796	0.184376
50	0.338991	0.694785	0.272378	0.238839	0.171494	0.124571	0.440474	0.190781	0.898706	0.893110	0.469874	0.327998	0.063255	0.137100	0.329590	0.246560	0.083666	0.100513	0.451044	0.291839	0.112671	0.687883	0.298563	0.199303	0.551990	0.327801	0.712778	0.645402	0.037538	0.312294	0.177015	0.137794	0.447636	0.753042	0.409935	0.567464	0.070184	0.115495	0.401137	0.321504	0.441666	0.623545	0.492123	0.312630	0.055740	0.106784	0.160274	0.223509
51	0.330324	0.659446	0.349779	0.402144	0.173891	0.134195	0.355785	0.200680	0.964604	0.614599	0.461442	0.326004	0.070968	0.130549	0.316492	0.258815	0.085359	0.224808	0.418769	0.219697	0.102254	0.679236	0.296390	0.154265	0.605959	0.313739	0.629995	0.550508	0.052214	0.300659	0.177968	0.141485	0.470991	0.713642	0.453357	0.583243	0.069796	0.110780	0.385649	0.328660	0.430765	0.732527	0.496069	0.317854	0.060864	0.099747	0.160558	0.275376
52	0.335981	0.661392	0.448130	0.441758	0.174815	0.131825	0.221584	0.205624	0.978542	0.263814	0.416449	0.319028	0.073714	0.096179	0.346418	0.258177	0.071912	0.416971	0.410102	0.203922	0.096551	0.676415	0.298835	0.123643	0.879306	0.363973	0.524643	0.511689	0.072914	0.346385	0.177253	0.142658	0.482892	0.716888	0.455321	0.576341	0.067943	0.099351	0.393407	0.322948	0.407710	0.782715	0.498131	0.331871	0.066552	0.128717	0.169866	0.305524
53	0.293433	0.607928	0.489022	0.448766	0.174165	0.128528	0.205556	0.202178	0.969852	0.281953	0.354962	0.286550	0.081779	0.094110	0.379473	0.248545	0.080954	0.500764	0.423135	0.203022	0.081200	0.662365	0.294503	0.114604	0.887882	0.390186	0.514723	0.478570	0.074825	0.367367	0.170281	0.145116	0.521567	0.721848	0.447397	0.606592	0.066511	0.088675	0.396059	0.290759	0.390844	0.791242	0.468937	0.274089	0.090786	0.131009	0.179121	0.308770
54	0.279923	0.453787	0.488434	0.519931	0.174184	0.124813	0.236295	0.198333	0.953222	0.299448	0.276612	0.215475	0.085318	0.102133	0.361270	0.229752	0.086868	0.631730	0.420903	0.193868	0.078441	0.570281	0.283329	0.126766	0.885216	0.389783	0.453661	0.337482	0.075550	0.367859	0.157805	0.142458	0.518968	0.722362	0.440890	0.629472	0.066367	0.089541	0.370941	0.240158	0.288035	0.710100	0.384915	0.224893	0.112358	0.149394	0.188223	0.312828
55	0.248858	0.443159	0.570572	0.577270	0.171639	0.111602	0.275109	0.195729	0.886145	0.286078	0.203644	0.180259	0.086442	0.104882	0.346745	0.212579	0.129819	0.632542	0.397367	0.160437	0.074877	0.524348	0.264626	0.150413	0.868118	0.381607	0.296191	0.205579	0.084411	0.361348	0.143296	0.130884	0.484443	0.719718	0.419565	0.629731	0.064402	0.091586	0.305670	0.195523	0.280284	0.709513	0.328966	0.234421	0.120942	0.182353	0.191010	0.301762
56	0.194089	0.276035	0.695626	0.598169	0.165245	0.109594	0.286172	0.197418	0.761571	0.271838	0.288517	0.176555	0.088002	0.106907	0.317654	0.207926	0.201174	0.645321	0.324830	0.109411	0.068361	0.489251	0.240462	0.150044	0.798021	0.377592	0.317330	0.181979	0.088604	0.360471	0.125123	0.127586	0.432167	0.652871	0.425924	0.630673	0.054928	0.083838	0.250811	0.181116	0.280639	0.710831	0.320207	0.251725	0.123560	0.199503	0.192502	0.290554
57	0.188451	0.221028	0.755076	0.607237	0.159109	0.107751	0.287569	0.203264	0.710573	0.267127	0.307687	0.176508	0.085222	0.111375	0.307226	0.200280	0.202218	0.675464	0.270964	0.150486	0.074676	0.195975	0.186306	0.145355	0.693592	0.333997	0.316455	0.183578	0.089440	0.358425	0.121063	0.107771	0.416863	0.502882	0.436604	0.598756	0.043315	0.071828	0.222688	0.182048	0.269544	0.707048	0.179359	0.275599	0.123649	0.199678	0.193100	0.281412
58	0.186754	0.222490	0.769323	0.603758	0.160802	0.100417	0.297309	0.215045	0.484027	0.206040	0.307492	0.174868	0.084985	0.115573	0.288907	0.149975	0.206277	0.670488	0.256915	0.152724	0.066553	0.163067	0.133000	0.147766	0.556134	0.292935	0.329641	0.184276	0.092645	0.337422	0.119221	0.093834	0.396057	0.456541	0.391632	0.470994	0.046176	0.072913	0.214088	0.184110	0.215781	0.549991	0.142376	0.282385	0.124652	0.204682	0.192126	0.272286
59	0.174064	0.202854	0.746734	0.524996	0.148389	0.096324	0.308115	0.218419	0.271185	0.195461	0.308694	0.188520	0.084767	0.110166	0.261639	0.114515	0.201481	0.613677	0.239566	0.152271	0.061951	0.191017	0.130747	0.156151	0.127262	0.206703	0.346250	0.189280	0.093472	0.343996	0.118095	0.096777	0.246802	0.244809	0.328569	0.395328	0.055451	0.092626	0.211974	0.183475	0.218789	0.437587	0.130894	0.277612	0.127066	0.209808	0.211308	0.268632
60	0.153003	0.183621	0.696381	0.443247	0.106057	0.096006	0.334735	0.212696	0.069837	0.187672	0.328212	0.190889	0.077376	0.110431	0.255218	0.110663	0.208765	0.540918	0.199817	0.180661	0.065948	0.217616	0.132549	0.166079	0.133427	0.149677	0.356472	0.178534	0.091895	0.344864	0.113146	0.093484	0.243339	0.207712	0.338829	0.391130	0.064776	0.104293	0.215624	0.172227	0.193840	0.248194	0.112017	0.255373	0.128440	0.205593	0.212821	0.264987
61	0.142875	0.157164	0.641582	0.434636	0.077656	0.072447	0.360443	0.191974	0.087575	0.141366	0.340832	0.180863	0.071532	0.102123	0.254347	0.110314	0.211199	0.364841	0.205969	0.203586	0.070901	0.215731	0.131057	0.171948	0.146462	0.150485	0.363246	0.156280	0.089771	0.355061	0.120156	0.085736	0.153897	0.143028	0.345225	0.348291	0.062911	0.158466	0.222813	0.138354	0.126659	0.203457	0.106523	0.248864	0.126663	0.203976	0.204352	0.230959
62	0.132253	0.129347	0.631046	0.404957	0.073639	0.047173	0.369616	0.164741	0.099017	0.069201	0.339362	0.164636	0.061452	0.095414	0.255617	0.082721	0.233837	0.423317	0.230005	0.208613	0.075654	0.204447	0.126090	0.173506	0.149912	0.139805	0.308739	0.144461	0.083081	0.332750	0.161099	0.084030	0.094335	0.130351	0.339970	0.205021	0.067846	0.187423	0.222987	0.090013	0.125755	0.166565	0.155161	0.257124	0.121140	0.210415	0.204807	0.162467
63	0.126933	0.131375	0.616338	0.330672	0.072727	0.044806	0.361321	0.144228	0.102556	0.051475	0.325049	0.145344	0.058959	0.106534	0.231428	0.063788	0.167041	0.431709	0.236072	0.244866	0.077107	0.213840	0.116254	0.176665	0.150107	0.139452	0.221513	0.140809	0.096520	0.316808	0.180283	0.087290	0.076653	0.123250	0.321846	0.120655	0.094405	0.217753	0.203823	0.081789	0.125834	0.135095	0.262993	0.358592	0.122949	0.209125	0.200358	0.096424
64	0.097526	0.140693	0.534474	0.351654	0.072983	0.044030	0.343060	0.137698	0.103710	0.044538	0.246106	0.151937	0.049308	0.119293	0.114652	0.064338	0.160924	0.378096	0.255884	0.242785	0.075855	0.216787	0.108348	0.174646	0.155159	0.139731	0.230302	0.151784	0.098144	0.332427	0.182360	0.089476	0.068143	0.104868	0.298579	0.108038	0.103435	0.246811	0.183706	0.101375	0.124756	0.117145	0.298110	0.379947	0.120360	0.262555	0.197888	0.099862
65	0.094596	0.140571	0.577654	0.492232	0.073667	0.120773	0.315394	0.137185	0.109359	0.044174	0.223797	0.175476	0.049002	0.167673	0.071033	0.065672	0.162373	0.358568	0.294199	0.229838	0.077760	0.213113	0.109008	0.168159	0.157744	0.148189	0.228367	0.188908	0.096178	0.347531	0.176779	0.086228	0.058292	0.085570	0.269810	0.114062	0.102370	0.266188	0.181000	0.116432	0.126531	0.107433	0.300786	0.353546	0.102667	0.260255	0.203118	0.091582
66	0.077467	0.143507	0.687777	0.536191	0.082470	0.291992	0.274747	0.134484	0.110699	0.035031	0.282739	0.183245	0.047732	0.195143	0.067455	0.066617	0.157421	0.352498	0.343612	0.228698	0.080563	0.213474	0.120219	0.142238	0.137851	0.132851	0.197558	0.215448	0.091362	0.353277	0.158069	0.080850	0.044858	0.078760	0.266607	0.106484	0.102690	0.265409	0.198124	0.127703	0.095109	0.098650	0.317009	0.374832	0.111402	0.318536	0.230415	0.094037
67	0.102642	0.159513	0.691367	0.545468	0.084121	0.416438	0.255194	0.127066	0.105264	0.029754	0.321430	0.174365	0.043641	0.201003	0.066995	0.077376	0.153066	0.325993	0.351756	0.228255	0.079973	0.218153	0.125349	0.127924	0.088826	0.099847	0.180104	0.232401	0.090459	0.352950	0.155461	0.078449	0.045843	0.078644	0.272037	0.105037	0.104292	0.264853	0.256525	0.130755	0.061741	0.082459	0.337941	0.422690	0.111183	0.357701	0.242520	0.093342
68	0.113000	0.177570	0.728504	0.626835	0.109199	0.473798	0.251354	0.120471	0.098026	0.042596	0.330841	0.161789	0.046378	0.247812	0.066358	0.120523	0.151832	0.325182	0.351803	0.212514	0.081045	0.215054	0.125763	0.133749	0.067457	0.086894	0.145259	0.236951	0.089135	0.323704	0.155945	0.081532	0.045732	0.078635	0.252734	0.105906	0.110893	0.299720	0.306651	0.150514	0.051687	0.069381	0.339792	0.449452	0.111669	0.359631	0.241975	0.095050
69	0.116915	0.188680	0.758759	0.738985	0.138824	0.716839	0.239953	0.146247	0.086741	0.078266	0.330710	0.198145	0.055668	0.281849	0.071811	0.151509	0.126425	0.230052	0.350005	0.205096	0.087761	0.216772	0.127050	0.135084	0.097145	0.158993	0.166988	0.224740	0.088641	0.274268	0.158166	0.076265	0.047844	0.079900	0.225169	0.095675	0.111001	0.372907	0.305167	0.162178	0.049125	0.060856	0.345033	0.469825	0.112441	0.371552	0.251686	0.095608
70	0.120854	0.191710	0.798815	0.805227	0.135997	0.747969	0.229587	0.202924	0.072873	0.105139	0.355487	0.212516	0.059346	0.289379	0.097538	0.162239	0.090981	0.094592	0.363662	0.182737	0.109405	0.201811	0.193754	0.151572	0.103991	0.229707	0.194657	0.238944	0.086951	0.267347	0.167852	0.071055	0.056463	0.077123	0.226028	0.119453	0.115310	0.400422	0.306193	0.165125	0.049835	0.053268	0.356853	0.468038	0.110347	0.369651	0.235493	0.093528
71	0.147045	0.224685	0.847232	0.813890	0.134162	0.749507	0.211253	0.229827	0.063858	0.111754	0.376359	0.204063	0.065363	0.296053	0.160356	0.170335	0.082525	0.088941	0.366177	0.122915	0.138435	0.182871	0.242745	0.190256	0.110517	0.294009	0.175742	0.235151	0.085676	0.244456	0.177294	0.073300	0.058576	0.075630	0.262175	0.258976	0.116021	0.545303	0.308623	0.164954	0.051823	0.068802	0.306872	0.386199	0.109717	0.376865	0.219257	0.101084
72	0.150422	0.259039	0.844069	0.785925	0.132520	0.759886	0.231367	0.234207	0.066015	0.113954	0.369216	0.233974	0.109180	0.296500	0.213479	0.173869	0.078886	0.089268	0.337124	0.112330	0.146475	0.175869	0.255912	0.205849	0.107425	0.292646	0.159850	0.211958	0.082311	0.234735	0.153957	0.092820	0.059886	0.077237	0.281872	0.279246	0.120590	0.579904	0.334877	0.163777	0.053727	0.086634	0.291694	0.348124	0.109931	0.380665	0.220356	0.105484
73	0.159267	0.253277	0.808640	0.757113	0.132659	0.796581	0.291343	0.233427	0.068987	0.136518	0.381237	0.245438	0.145849	0.298692	0.224275	0.174913	0.075359	0.090508	0.313728	0.111030	0.191060	0.231395	0.261450	0.205963	0.141141	0.299980	0.212095	0.205269	0.050932	0.201344	0.149191	0.141495	0.061250	0.084697	0.272942	0.275401	0.132319	0.564702	0.351259	0.163191	0.051352	0.096020	0.334443	0.394408	0.111259	0.375913	0.219409	0.103195
74	0.182092	0.291420	0.696080	0.741355	0.146999	0.804532	0.349004	0.237756	0.063285	0.154394	0.372061	0.267533	0.150150	0.307941	0.231021	0.185868	0.077363	0.110143	0.289718	0.123831	0.263402	0.227524	0.280400	0.202346	0.181786	0.361970	0.269638	0.193095	0.049717	0.161550	0.183685	0.156800	0.061355	0.087481	0.308741	0.274032	0.154204	0.562091	0.352046	0.163541	0.055644	0.100661	0.396419	0.403990	0.104561	0.367089	0.220276	0.104701
75	0.181115	0.304411	0.668859	0.757577	0.154369	0.850347	0.377058	0.238845	0.068858	0.169241	0.337274	0.339653	0.149652	0.339262	0.248504	0.204945	0.076932	0.128421	0.290952	0.126577	0.274379	0.217559	0.294809	0.200478	0.188756	0.367029	0.280033	0.200851	0.051423	0.146079	0.190795	0.161223	0.063701	0.086582	0.366297	0.290796	0.156536	0.551460	0.351959	0.153292	0.056488	0.100450	0.392054	0.378649	0.087481	0.331474	0.239487	0.097552
76	0.171006	0.303761	0.659741	0.737900	0.153517	0.847064	0.385861	0.252855	0.073035	0.178150	0.324068	0.415873	0.147769	0.334833	0.258096	0.220506	0.064057	0.132549	0.271832	0.120863	0.275813	0.232994	0.296552	0.204843	0.175547	0.325067	0.282495	0.242544	0.050982	0.155798	0.190178	0.180990	0.073813	0.089004	0.344847	0.320493	0.220022	0.551237	0.352700	0.141766	0.054341	0.101647	0.390450	0.419846	0.084713	0.324890	0.249671	0.088369
77	0.175493	0.298141	0.652986	0.673028	0.149354	0.804374	0.386806	0.276900	0.069980	0.170876	0.351273	0.421869	0.151183	0.322152	0.274408	0.223094	0.066120	0.134201	0.318196	0.168731	0.275937	0.240608	0.308040	0.223584	0.172489	0.295916	0.349485	0.308534	0.049824	0.154972	0.196099	0.199234	0.080131	0.103174	0.334656	0.362926	0.325000	0.553388	0.348134	0.129805	0.055243	0.108278	0.380154	0.447480	0.057809	0.242957	0.228145	0.085599
78	0.192298	0.296496	0.695876	0.572079	0.148703	0.748127	0.402329	0.298804	0.080383	0.161344	0.365769	0.413416	0.153774	0.321461	0.284968	0.222550	0.085665	0.157242	0.398583	0.328050	0.280765	0.240621	0.333534	0.233358	0.167281	0.236992	0.411919	0.311147	0.046839	0.146739	0.202551	0.216530	0.079461	0.117435	0.346066	0.417345	0.333031	0.553881	0.329593	0.130868	0.061575	0.119738	0.351445	0.445664	0.060522	0.180943	0.215195	0.087745
79	0.247574	0.314542	0.650692	0.527008	0.127344	0.709970	0.445998	0.310344	0.091986	0.157318	0.334972	0.461628	0.154370	0.298135	0.285035	0.208466	0.086670	0.162368	0.411858	0.356305	0.291319	0.235282	0.338873	0.228064	0.167183	0.227618	0.412805	0.300966	0.046084	0.146488	0.209731	0.222071	0.081762	0.128154	0.357489	0.411882	0.331492	0.552815	0.271121	0.124255	0.058477	0.113631	0.351554	0.453937	0.090116	0.178266	0.220554	0.087786
80	0.275588	0.288531	0.615541	0.554940	0.088914	0.467015	0.506034	0.303423	0.122959	0.168465	0.338154	0.559308	0.156116	0.263865	0.283750	0.183800	0.089838	0.162567	0.398900	0.366260	0.288789	0.239591	0.349486	0.226364	0.119269	0.215208	0.417389	0.339280	0.047663	0.152785	0.211790	0.221940	0.079003	0.127632	0.350949	0.356729	0.330058	0.511413	0.241375	0.096933	0.054767	0.098349	0.347365	0.487925	0.099247	0.152542	0.219250	0.087054
81	0.301506	0.272344	0.676562	0.590366	0.097581	0.438075	0.563873	0.267637	0.130050	0.162432	0.331046	0.562336	0.158710	0.250337	0.278706	0.172006	0.095875	0.162840	0.390576	0.405532	0.285584	0.241738	0.358209	0.230288	0.101554	0.143302	0.478264	0.381876	0.047416	0.160266	0.207877	0.219605	0.074028	0.120477	0.354439	0.358902	0.330263	0.488072	0.240664	0.078401	0.056172	0.090307	0.290907	0.512011	0.102765	0.154216	0.213247	0.086939
82	0.298896	0.260213	0.689370	0.560354	0.118301	0.445739	0.581486	0.243822	0.132575	0.146830	0.296153	0.566336	0.161067	0.245565	0.256541	0.163727	0.092061	0.156335	0.388882	0.407126	0.272688	0.263627	0.319711	0.200988	0.098534	0.185799	0.481758	0.389984	0.044216	0.162668	0.203263	0.214005	0.072388	0.129686	0.341418	0.382104	0.326157	0.387081	0.236230	0.076711	0.080488	0.090961	0.277115	0.523258	0.102858	0.149710	0.207538	0.088847
83	0.447218	0.229513	0.629678	0.486729	0.147285	0.430785	0.561510	0.239389	0.136491	0.163991	0.305842	0.577102	0.157222	0.241517	0.211347	0.157811	0.144234	0.158526	0.397016	0.422295	0.269704	0.275583	0.298499	0.162811	0.120672	0.205007	0.461297	0.349717	0.053047	0.178129	0.190251	0.188265	0.082167	0.153065	0.306352	0.448996	0.324136	0.210248	0.215279	0.074842	0.099039	0.098373	0.350886	0.525117	0.099994	0.142221	0.205007	0.110024
84	0.489793	0.239705	0.600888	0.500245	0.173754	0.362182	0.523677	0.240382	0.137946	0.182750	0.332333	0.574542	0.136982	0.247910	0.189832	0.157148	0.157873	0.163656	0.408583	0.427009	0.267796	0.271693	0.297526	0.156290	0.138612	0.207319	0.402777	0.288566	0.054324	0.186061	0.151664	0.163478	0.101101	0.173068	0.339891	0.482306	0.322303	0.181169	0.149847	0.075108	0.101176	0.105026	0.367852	0.464313	0.101194	0.145809	0.207324	0.123041
85	0.494365	0.224653	0.597136	0.559997	0.201455	0.344577	0.484550	0.236916	0.145635	0.184537	0.298731	0.567305	0.132198	0.248693	0.186677	0.148256	0.151572	0.158744	0.348177	0.369747	0.185203	0.250270	0.285371	0.170151	0.167148	0.221296	0.360747	0.287296	0.048337	0.201043	0.128009	0.161135	0.110610	0.183205	0.390044	0.473292	0.314556	0.187658	0.107854	0.073078	0.111538	0.110530	0.366448	0.426670	0.107209	0.136237	0.205389	0.126031
86	0.489463	0.220804	0.542907	0.607286	0.212086	0.214431	0.463085	0.237555	0.167796	0.186686	0.239275	0.562898	0.201056	0.189827	0.160585	0.121865	0.157940	0.174436	0.266934	0.314355	0.142005	0.252287	0.267369	0.177565	0.166735	0.226118	0.358356	0.280634	0.040326	0.168566	0.125801	0.141382	0.122745	0.181047	0.392702	0.438832	0.315622	0.213287	0.106896	0.075725	0.108959	0.095917	0.354914	0.430770	0.108387	0.134627	0.175377	0.121648
87	0.477330	0.198149	0.519431	0.637377	0.249662	0.195897	0.457580	0.223406	0.168926	0.184155	0.236124	0.540399	0.214584	0.173067	0.147536	0.087098	0.162746	0.214295	0.301310	0.332877	0.143820	0.272364	0.264971	0.178468	0.168662	0.222387	0.291849	0.198829	0.039794	0.166906	0.116315	0.113025	0.125168	0.174146	0.385631	0.398341	0.329048	0.204056	0.104394	0.077562	0.109957	0.092343	0.337644	0.423989	0.108588	0.133837	0.142155	0.119350
88	0.445673	0.171825	0.556147	0.615269	0.275569	0.193284	0.459902	0.194917	0.160626	0.176216	0.221028	0.447830	0.214910	0.152710	0.123131	0.081626	0.159385	0.212981	0.325011	0.325525	0.143678	0.268152	0.263587	0.163983	0.176680	0.260755	0.153419	0.113538	0.039971	0.166821	0.105239	0.071671	0.126575	0.171330	0.401005	0.399113	0.233415	0.176617	0.096969	0.078220	0.150216	0.093794	0.344067	0.384767	0.109391	0.129862	0.134022	0.118782
89	0.428567	0.167793	0.530707	0.591003	0.298115	0.190673	0.452695	0.165022	0.144606	0.173484	0.204876	0.492642	0.216636	0.159227	0.100335	0.091193	0.154310	0.207621	0.305461	0.322149	0.138083	0.317563	0.241702	0.133879	0.174844	0.240346	0.146863	0.088592	0.039727	0.164568	0.085241	0.031881	0.138822	0.184009	0.429288	0.404015	0.183687	0.176073	0.083464	0.073795	0.171752	0.099684	0.372603	0.293900	0.105421	0.112282	0.131287	0.115384
90	0.414738	0.168600	0.428332	0.555015	0.300520	0.188640	0.416626	0.137247	0.143298	0.174322	0.281607	0.657810	0.216819	0.162501	0.109940	0.098759	0.196186	0.247890	0.305244	0.316995	0.117569	0.320005	0.230937	0.123558	0.196305	0.232072	0.172510	0.127367	0.037902	0.157101	0.062854	0.021789	0.145862	0.192155	0.436874	0.418153	0.190475	0.183780	0.065712	0.057287	0.192756	0.099590	0.340064	0.232341	0.079742	0.106620	0.119991	0.114992
91	0.382556	0.165420	0.390287	0.537804	0.300472	0.184837	0.346451	0.105676	0.137228	0.158750	0.485340	0.661450	0.215589	0.169875	0.112764	0.100491	0.272060	0.295282	0.283497	0.306110	0.101506	0.319423	0.238942	0.122768	0.282494	0.245322	0.187870	0.132160	0.042642	0.150365	0.030708	0.021808	0.148424	0.201769	0.434801	0.387858	0.195152	0.208276	0.064877	0.042403	0.211812	0.106822	0.282910	0.257321	0.066423	0.096861	0.092095	0.117855
92	0.142686	0.112678	0.396592	0.535315	0.297986	0.144297	0.241194	0.094484	0.139610	0.107593	0.556045	0.629256	0.213608	0.178830	0.112198	0.097827	0.380481	0.316468	0.257950	0.322603	0.102504	0.330506	0.209620	0.115353	0.375414	0.243587	0.202684	0.139132	0.048613	0.145595	0.011595	0.022576	0.137831	0.204111	0.408047	0.300593	0.219091	0.228508	0.069666	0.040592	0.271489	0.102657	0.278691	0.293018	0.059176	0.090263	0.075111	0.122348
93	0.114618	0.091847	0.398471	0.488059	0.290840	0.108096	0.171976	0.097055	0.135528	0.096594	0.560482	0.659864	0.211234	0.176658	0.105575	0.096379	0.485421	0.324914	0.239302	0.314207	0.103017	0.323361	0.180791	0.106229	0.592591	0.276809	0.201318	0.167002	0.044204	0.122387	0.009157	0.021817	0.127740	0.202949	0.352179	0.251083	0.278084	0.275892	0.073667	0.042309	0.289075	0.090530	0.279630	0.294077	0.054289	0.069765	0.091985	0.119542
94	0.130702	0.100149	0.380485	0.362957	0.278838	0.087259	0.157397	0.097487	0.108788	0.088478	0.618000	0.699849	0.203814	0.175965	0.099448	0.096909	0.490005	0.297010	0.232141	0.272274	0.093923	0.309572	0.171640	0.105332	0.596308	0.266833	0.283438	0.171852	0.047763	0.100103	0.012976	0.041914	0.113962	0.194486	0.319034	0.258465	0.291230	0.279370	0.074046	0.043165	0.350102	0.098871	0.281567	0.303275	0.053401	0.068970	0.097485	0.110148
95	0.166059	0.111548	0.327269	0.240323	0.262826	0.074052	0.157238	0.100674	0.106754	0.096896	0.694565	0.725220	0.190921	0.173403	0.099393	0.100046	0.491413	0.283989	0.152059	0.257823	0.078543	0.281822	0.169258	0.104414	0.615815	0.194429	0.304582	0.186631	0.053873	0.071170	0.043981	0.115304	0.101834	0.195718	0.323239	0.258443	0.303926	0.281485	0.074440	0.044768	0.361515	0.102169	0.320078	0.300810	0.051545	0.057040	0.092690	0.110989
96	0.195414	0.115147	0.240398	0.196835	0.234502	0.091931	0.156654	0.102433	0.129649	0.114083	0.743709	0.729857	0.186732	0.169153	0.097295	0.104029	0.536891	0.290386	0.128244	0.218237	0.074746	0.271077	0.170865	0.087306	0.613851	0.196574	0.361991	0.207321	0.056911	0.027438	0.072854	0.163903	0.104654	0.210101	0.323970	0.256521	0.307474	0.280922	0.072924	0.045439	0.345388	0.106619	0.383359	0.291903	0.053049	0.070048	0.086787	0.115568
97	0.211293	0.108929	0.174608	0.206308	0.223445	0.106830	0.154831	0.099346	0.131790	0.110008	0.765583	0.695280	0.135697	0.169078	0.096402	0.106108	0.569615	0.293230	0.153587	0.202161	0.073280	0.271388	0.172556	0.061306	0.609712	0.197885	0.349726	0.191801	0.065164	0.030673	0.084480	0.176934	0.097582	0.215298	0.267821	0.245079	0.299441	0.271175	0.071698	0.041632	0.332307	0.098949	0.365658	0.288071	0.060888	0.105346	0.087534	0.119999
