	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_02.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_03.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_06.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_07.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_08.c3d	107_P_T3_sh_L_ND_A_09.c3d	107_P_T3_sh_L_ND_A_09.c3d	107_P_T3_sh_L_ND_A_09.c3d	107_P_T3_sh_L_ND_A_09.c3d	107_P_T3_sh_L_ND_A_09.c3d	107_P_T3_sh_L_ND_A_09.c3d	107_P_T3_sh_L_ND_A_09.c3d	107_P_T3_sh_L_ND_A_09.c3d
8	0.062765	0.079776	0.259925	0.156886	0.120076	0.396289	0.167672	0.113779	0.135500	0.386408	0.218648	0.141135	0.116738	0.160574	0.382170	0.188672	0.106251	0.166062	0.210589	0.143042	0.145125	0.334454	0.419036	0.201231	0.184620	0.381465	0.300586	0.244546	0.106573	0.307758	0.367259	0.158275	0.058224	0.025550	0.143989	0.056544	0.099236	0.192221	0.409635	0.160718	0.073384	0.092708	0.319972	0.132592	0.063697	0.265466	0.131602	0.172434
9	0.067896	0.090820	0.235745	0.169348	0.122256	0.354863	0.160417	0.111791	0.140540	0.364167	0.226489	0.117771	0.106186	0.163386	0.285290	0.174034	0.112103	0.191066	0.237403	0.137850	0.153602	0.326879	0.414902	0.195720	0.183995	0.360764	0.367343	0.249178	0.100947	0.278475	0.366920	0.162512	0.057696	0.047344	0.176269	0.059241	0.098693	0.213207	0.427837	0.179909	0.083057	0.095880	0.362222	0.276819	0.059012	0.265584	0.142522	0.172586
10	0.068878	0.138464	0.229457	0.183326	0.122175	0.344545	0.156633	0.108620	0.141612	0.370777	0.210301	0.136080	0.105895	0.166863	0.219724	0.152916	0.143002	0.249627	0.242950	0.142602	0.146112	0.288952	0.412722	0.176107	0.181348	0.357160	0.403299	0.226018	0.094675	0.277158	0.366990	0.162717	0.060000	0.102061	0.182088	0.066872	0.096287	0.220965	0.434261	0.190308	0.102230	0.091353	0.347339	0.350560	0.059465	0.266108	0.322899	0.171932
11	0.071550	0.148007	0.167067	0.185931	0.086914	0.332084	0.178711	0.106816	0.144204	0.370981	0.212585	0.145709	0.108416	0.212945	0.211701	0.135758	0.153637	0.260131	0.311466	0.142992	0.130683	0.264621	0.416278	0.142822	0.174123	0.354098	0.382155	0.208637	0.088628	0.277380	0.366856	0.161985	0.075438	0.120314	0.206668	0.067841	0.093452	0.218730	0.404342	0.193650	0.102360	0.096068	0.329768	0.367476	0.065197	0.267959	0.471554	0.184845
12	0.071732	0.151508	0.186571	0.213083	0.077450	0.319016	0.184442	0.104732	0.127721	0.249489	0.209447	0.146900	0.114361	0.280606	0.213947	0.126083	0.165213	0.260579	0.340428	0.153319	0.130899	0.268716	0.403340	0.115886	0.162420	0.353384	0.388972	0.198791	0.083351	0.277705	0.363345	0.162510	0.079425	0.129532	0.240797	0.074915	0.093137	0.226159	0.376583	0.194163	0.109603	0.114636	0.334376	0.468561	0.072416	0.268597	0.490404	0.194714
13	0.072213	0.179393	0.188419	0.239304	0.082577	0.225824	0.179933	0.110426	0.115445	0.164003	0.181387	0.152597	0.113398	0.346911	0.206525	0.126755	0.167351	0.260993	0.339990	0.163313	0.131156	0.276745	0.341560	0.117215	0.137008	0.214032	0.420431	0.197282	0.081805	0.263804	0.352779	0.162379	0.089884	0.165233	0.247281	0.103390	0.093817	0.253529	0.371417	0.196943	0.112107	0.116959	0.350355	0.538701	0.083370	0.267343	0.495371	0.202158
14	0.074622	0.221918	0.175915	0.233489	0.089483	0.132295	0.199317	0.174048	0.106696	0.153129	0.195194	0.155764	0.110167	0.407141	0.205328	0.119326	0.167709	0.263446	0.362593	0.164678	0.122126	0.271678	0.280707	0.130901	0.113096	0.115881	0.428059	0.211177	0.075038	0.188903	0.311847	0.160495	0.097825	0.184505	0.343092	0.169956	0.106469	0.257347	0.372302	0.224965	0.116943	0.116317	0.340794	0.543656	0.101996	0.258449	0.534324	0.232764
15	0.075346	0.234264	0.152142	0.221551	0.105974	0.129163	0.347999	0.286143	0.091866	0.156632	0.201603	0.149673	0.110408	0.404097	0.220683	0.105836	0.170969	0.254397	0.381066	0.191267	0.128555	0.288128	0.263022	0.144330	0.110923	0.139199	0.428906	0.225465	0.074030	0.139429	0.287111	0.152881	0.098391	0.202568	0.427096	0.260956	0.115263	0.257604	0.371773	0.266842	0.116017	0.113060	0.371698	0.565360	0.122090	0.243423	0.570507	0.290547
16	0.070221	0.230719	0.150247	0.216747	0.109467	0.119410	0.422802	0.410142	0.106057	0.143374	0.214742	0.143822	0.108400	0.408849	0.204034	0.107078	0.167453	0.226721	0.376061	0.247123	0.145964	0.299436	0.258586	0.148509	0.105476	0.149862	0.428287	0.224997	0.062796	0.138777	0.289537	0.189666	0.098176	0.213719	0.430963	0.321280	0.110804	0.245601	0.363985	0.290109	0.128980	0.096823	0.394862	0.593100	0.128142	0.240800	0.591226	0.320150
17	0.066687	0.231897	0.158060	0.217910	0.110757	0.122737	0.429796	0.496152	0.104988	0.136120	0.208165	0.169824	0.108240	0.424582	0.224492	0.128855	0.152581	0.213170	0.375118	0.259047	0.162370	0.283377	0.259553	0.138272	0.089764	0.147691	0.445172	0.219628	0.048474	0.134207	0.355121	0.319705	0.099096	0.216628	0.430968	0.342213	0.110072	0.265959	0.369421	0.288180	0.132553	0.096087	0.402398	0.600918	0.124279	0.194282	0.591536	0.324238
18	0.075559	0.243636	0.214400	0.213442	0.119523	0.135134	0.485144	0.504858	0.102779	0.126618	0.208366	0.207985	0.108859	0.452978	0.269807	0.151710	0.140163	0.210244	0.351900	0.271217	0.169498	0.251989	0.269301	0.130647	0.097532	0.152929	0.481632	0.211393	0.045003	0.129436	0.454903	0.504462	0.095755	0.219381	0.429478	0.348170	0.102765	0.274706	0.463354	0.273937	0.129868	0.092934	0.375811	0.556997	0.122073	0.137401	0.590575	0.330915
19	0.078754	0.248673	0.245241	0.208967	0.150317	0.155997	0.512167	0.534545	0.099161	0.118722	0.198018	0.208284	0.108144	0.477549	0.282087	0.167843	0.143457	0.178999	0.338648	0.311360	0.175642	0.242107	0.277602	0.144713	0.103692	0.156758	0.421322	0.200555	0.058904	0.125112	0.532275	0.649864	0.088743	0.220236	0.430037	0.381933	0.100574	0.274299	0.560087	0.265292	0.123690	0.094542	0.390811	0.524460	0.120216	0.134061	0.594466	0.350419
20	0.074905	0.241129	0.251446	0.218577	0.164314	0.147138	0.518359	0.636409	0.098530	0.118087	0.199226	0.227257	0.107749	0.479456	0.278703	0.178378	0.118772	0.091355	0.324970	0.339347	0.179849	0.245283	0.282966	0.171615	0.101874	0.152301	0.395781	0.184311	0.102890	0.113913	0.533662	0.693660	0.101600	0.223094	0.430848	0.406572	0.099030	0.273363	0.592768	0.261903	0.129962	0.088756	0.399767	0.558658	0.118366	0.148086	0.598751	0.353083
21	0.075727	0.219810	0.252051	0.237032	0.163861	0.144210	0.538193	0.696047	0.096716	0.115942	0.223029	0.231481	0.106081	0.477169	0.291142	0.180905	0.109813	0.079770	0.253384	0.351690	0.174959	0.244689	0.284434	0.187794	0.134030	0.150604	0.425562	0.154253	0.121652	0.110621	0.557329	0.701360	0.104516	0.228489	0.422229	0.424554	0.103326	0.257132	0.593841	0.262053	0.132152	0.074432	0.388983	0.531454	0.120997	0.185846	0.597210	0.351263
22	0.081408	0.217553	0.249111	0.254126	0.166118	0.143916	0.564085	0.702452	0.106678	0.115815	0.255426	0.237519	0.098700	0.474581	0.308825	0.177686	0.107771	0.095457	0.226288	0.348098	0.176418	0.234434	0.284362	0.191658	0.152522	0.156542	0.411476	0.173945	0.153614	0.113585	0.590029	0.808393	0.103809	0.220391	0.428657	0.437296	0.126221	0.254886	0.613418	0.254567	0.140343	0.075684	0.356394	0.483401	0.129368	0.205208	0.594936	0.348847
23	0.102260	0.210178	0.257028	0.224601	0.166078	0.148478	0.576633	0.705869	0.116854	0.104897	0.262430	0.314724	0.104608	0.471618	0.313069	0.177909	0.107409	0.102420	0.225853	0.344491	0.191494	0.217128	0.286182	0.192654	0.154883	0.152788	0.382951	0.186976	0.160539	0.112972	0.612355	0.966090	0.094438	0.217124	0.425840	0.454762	0.134329	0.256131	0.646587	0.248422	0.137283	0.075129	0.344431	0.477098	0.131566	0.205737	0.529946	0.348826
24	0.119094	0.177890	0.288242	0.211605	0.172667	0.149634	0.579660	0.719146	0.101762	0.103326	0.298612	0.395352	0.113763	0.470285	0.322247	0.179844	0.106106	0.108961	0.174581	0.343574	0.194194	0.199440	0.288318	0.198098	0.157424	0.141042	0.377618	0.171151	0.163879	0.136246	0.628094	1.056253	0.092821	0.217852	0.409260	0.469462	0.136405	0.261301	0.676401	0.254159	0.132547	0.077150	0.300887	0.446835	0.130529	0.201758	0.393413	0.344425
25	0.122725	0.128940	0.302397	0.213201	0.170639	0.151653	0.576426	0.726275	0.106780	0.120942	0.320189	0.399201	0.134207	0.460936	0.321930	0.190253	0.102906	0.119341	0.136885	0.323487	0.193845	0.190758	0.275217	0.201135	0.161928	0.111388	0.377338	0.156953	0.164520	0.163195	0.636058	1.085883	0.089676	0.194807	0.406414	0.479611	0.142229	0.260817	0.693273	0.264042	0.109034	0.084628	0.266368	0.408688	0.128538	0.200278	0.355822	0.363860
26	0.125193	0.121649	0.306582	0.217934	0.163222	0.157707	0.505583	0.697735	0.109373	0.110422	0.321796	0.373230	0.130841	0.423200	0.351731	0.208192	0.102012	0.122518	0.128170	0.285643	0.193029	0.176740	0.228654	0.208865	0.162459	0.093207	0.376313	0.157633	0.164800	0.177735	0.637721	1.089919	0.084838	0.175667	0.338606	0.465575	0.142559	0.232709	0.703025	0.274374	0.105831	0.154544	0.215512	0.381090	0.122237	0.198929	0.348847	0.412524
27	0.125891	0.121167	0.309129	0.233637	0.164556	0.164858	0.427072	0.638925	0.111888	0.166007	0.317512	0.370056	0.125687	0.380107	0.380965	0.212861	0.104670	0.147888	0.146284	0.279628	0.188268	0.173704	0.213396	0.229155	0.158464	0.091368	0.345442	0.156066	0.164824	0.181396	0.637687	1.089524	0.088264	0.155480	0.185706	0.423591	0.133438	0.228160	0.704848	0.268996	0.120560	0.188648	0.206438	0.371124	0.112189	0.192962	0.290683	0.424096
28	0.118444	0.101711	0.325354	0.236768	0.167489	0.162681	0.414282	0.566271	0.111428	0.204401	0.302488	0.359501	0.129793	0.290871	0.385777	0.212310	0.120969	0.198595	0.191832	0.253933	0.180505	0.143402	0.248756	0.254619	0.145838	0.082732	0.284133	0.156589	0.164700	0.181320	0.635043	1.088606	0.089994	0.137841	0.169281	0.380791	0.118665	0.212355	0.693495	0.238628	0.128798	0.189100	0.137828	0.365872	0.091395	0.198306	0.206155	0.389310
29	0.112769	0.072324	0.296486	0.236478	0.163360	0.150806	0.369089	0.549630	0.114862	0.239496	0.285906	0.358316	0.147129	0.278725	0.379273	0.216517	0.129483	0.204465	0.193704	0.186039	0.165187	0.113609	0.275851	0.269647	0.140943	0.074558	0.275520	0.157484	0.164834	0.180026	0.628551	1.079336	0.092856	0.133059	0.160813	0.365313	0.116382	0.212023	0.682311	0.208238	0.128683	0.206950	0.057452	0.275574	0.079881	0.201402	0.129262	0.360341
30	0.111685	0.065264	0.278137	0.233206	0.144230	0.122364	0.308806	0.535913	0.106051	0.316772	0.233386	0.355517	0.204765	0.273329	0.379146	0.224239	0.123588	0.224439	0.204659	0.147276	0.147854	0.102600	0.289290	0.273201	0.140149	0.085778	0.258600	0.153204	0.163946	0.173331	0.565325	1.038536	0.108991	0.129726	0.167528	0.365070	0.115510	0.205745	0.677636	0.201749	0.156144	0.255300	0.036405	0.150413	0.080179	0.204633	0.117351	0.354768
31	0.114472	0.076176	0.273722	0.212757	0.114531	0.112590	0.296530	0.430691	0.108025	0.319082	0.226450	0.308620	0.211018	0.254132	0.371737	0.220583	0.160827	0.229926	0.200466	0.131308	0.139381	0.095814	0.282213	0.271642	0.106111	0.103661	0.200815	0.145946	0.163654	0.163783	0.457224	0.953450	0.119472	0.128581	0.170196	0.333209	0.115948	0.219503	0.620437	0.207662	0.150940	0.255617	0.038575	0.110544	0.086629	0.199654	0.120717	0.352081
32	0.116203	0.084963	0.273313	0.176716	0.113447	0.112343	0.267217	0.293536	0.110209	0.313582	0.166486	0.180677	0.215727	0.204073	0.344739	0.205322	0.202466	0.265787	0.193128	0.133094	0.132108	0.082442	0.273398	0.265526	0.097321	0.095094	0.154199	0.109321	0.154049	0.162341	0.360926	0.871246	0.121127	0.128070	0.169408	0.301976	0.119296	0.232255	0.508403	0.211093	0.156960	0.264081	0.086255	0.110018	0.094920	0.193322	0.107913	0.333163
33	0.111037	0.086592	0.263763	0.158260	0.111454	0.118167	0.193329	0.265712	0.090994	0.305677	0.100836	0.135234	0.215963	0.123242	0.330624	0.190430	0.217394	0.274752	0.190665	0.154505	0.125570	0.066295	0.266844	0.249948	0.129440	0.116433	0.141009	0.075363	0.128734	0.166095	0.351829	0.851894	0.133540	0.118011	0.161661	0.275504	0.138542	0.282094	0.447693	0.211687	0.162084	0.275869	0.091125	0.109987	0.103968	0.204903	0.079036	0.325822
34	0.115740	0.119597	0.235518	0.154625	0.120273	0.123793	0.119188	0.261496	0.087333	0.307397	0.084373	0.136739	0.215815	0.091608	0.329602	0.181118	0.219952	0.278837	0.194552	0.166225	0.125893	0.052278	0.265355	0.238058	0.197361	0.158226	0.139492	0.067049	0.115086	0.166716	0.296363	0.832174	0.133351	0.098786	0.135048	0.252172	0.151308	0.298072	0.444360	0.208907	0.162268	0.273417	0.108822	0.108846	0.111871	0.221212	0.073266	0.320902
35	0.142703	0.141619	0.195845	0.136622	0.177177	0.158948	0.093643	0.232764	0.087313	0.288328	0.082422	0.132032	0.215965	0.091455	0.317338	0.174953	0.232791	0.307506	0.199892	0.168092	0.114066	0.050599	0.266400	0.235389	0.252119	0.197346	0.165120	0.063792	0.069649	0.177557	0.229432	0.697165	0.132951	0.078985	0.110616	0.217339	0.135835	0.287406	0.404270	0.202626	0.160864	0.237525	0.125194	0.101670	0.105005	0.250110	0.075027	0.320796
36	0.147369	0.150177	0.195669	0.135933	0.189619	0.166437	0.089212	0.172901	0.092885	0.253885	0.097644	0.123603	0.214630	0.091151	0.306924	0.172895	0.289332	0.307564	0.224662	0.180136	0.074586	0.054397	0.266611	0.236034	0.256602	0.198447	0.182459	0.061525	0.051781	0.180765	0.168794	0.462668	0.131954	0.062794	0.104889	0.180132	0.129078	0.287802	0.330061	0.196680	0.140254	0.216137	0.136706	0.086906	0.101740	0.255188	0.074546	0.322175
37	0.148317	0.156174	0.191374	0.124394	0.192811	0.182470	0.090037	0.154922	0.088339	0.234625	0.112242	0.118007	0.209758	0.090454	0.316404	0.172747	0.327949	0.290355	0.215734	0.184730	0.062818	0.090743	0.260121	0.231336	0.255733	0.198806	0.183410	0.062377	0.045470	0.169633	0.105370	0.264496	0.130088	0.057616	0.100950	0.132701	0.138597	0.302932	0.258201	0.185551	0.130146	0.213824	0.141957	0.072744	0.099610	0.255157	0.074054	0.322296
38	0.147861	0.158445	0.171117	0.095626	0.253894	0.182417	0.088065	0.168132	0.084750	0.125727	0.180195	0.109740	0.207847	0.091760	0.305692	0.169256	0.335548	0.265086	0.186465	0.181525	0.063856	0.134100	0.261150	0.228040	0.254109	0.199992	0.181096	0.057341	0.067958	0.286548	0.060461	0.168791	0.127740	0.058395	0.098442	0.117070	0.164280	0.373486	0.195354	0.171627	0.121243	0.186546	0.147337	0.059430	0.097568	0.255218	0.073904	0.295611
39	0.147480	0.160982	0.125658	0.137305	0.260287	0.217543	0.082706	0.172281	0.069735	0.112516	0.198202	0.101430	0.199031	0.084304	0.312374	0.160442	0.338110	0.262670	0.194559	0.171876	0.065295	0.143886	0.257047	0.221808	0.253680	0.203900	0.169390	0.053568	0.182264	0.480991	0.049715	0.156534	0.133144	0.064623	0.099382	0.115501	0.179922	0.420427	0.142480	0.154776	0.069173	0.115777	0.162086	0.050593	0.096243	0.256812	0.073925	0.213427
40	0.155829	0.160858	0.137501	0.172142	0.259173	0.233327	0.074197	0.165970	0.061649	0.111571	0.289222	0.084720	0.193689	0.084843	0.305992	0.136468	0.354959	0.244184	0.189124	0.160734	0.061789	0.149709	0.227675	0.194825	0.252945	0.201587	0.165984	0.060668	0.211171	0.507317	0.048508	0.157216	0.136795	0.067929	0.102209	0.104619	0.180243	0.423020	0.117228	0.128807	0.066639	0.112257	0.176609	0.100550	0.093166	0.253102	0.073049	0.139647
41	0.172394	0.157721	0.146307	0.184736	0.260435	0.235360	0.063006	0.162889	0.064513	0.105655	0.327933	0.084242	0.196301	0.090101	0.268545	0.122117	0.334833	0.237999	0.193020	0.163835	0.052520	0.175658	0.180903	0.147537	0.249954	0.196865	0.141114	0.068057	0.222781	0.519097	0.049223	0.152794	0.184948	0.073847	0.098247	0.081842	0.180177	0.422854	0.111128	0.107719	0.070787	0.082441	0.191662	0.173447	0.091833	0.247515	0.070709	0.121424
42	0.171226	0.151425	0.171987	0.184409	0.259901	0.243886	0.055564	0.166087	0.074001	0.105249	0.331786	0.080530	0.197177	0.090411	0.250613	0.120534	0.314309	0.192961	0.208898	0.168033	0.052704	0.208393	0.135621	0.102001	0.247671	0.195682	0.130675	0.074377	0.223023	0.522109	0.049361	0.146011	0.209679	0.074481	0.085547	0.058856	0.180112	0.422249	0.111555	0.102455	0.106564	0.048610	0.235001	0.221024	0.092738	0.244854	0.069180	0.121752
43	0.169616	0.146774	0.183920	0.222867	0.269118	0.254953	0.050953	0.164886	0.074011	0.104285	0.338247	0.079862	0.198822	0.096081	0.241532	0.117149	0.313692	0.183392	0.295329	0.153798	0.061171	0.221811	0.091607	0.074006	0.224468	0.179454	0.131998	0.081733	0.232595	0.535069	0.048987	0.138025	0.204867	0.079074	0.150451	0.053115	0.182000	0.421951	0.103666	0.102261	0.113204	0.058756	0.272863	0.226468	0.092992	0.242460	0.065685	0.118515
