	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_01.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_02.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_03.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_04.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_05.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_06.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_08.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_09.c3d	113_F_P_sh_L_ND_A_10.c3d	113_F_P_sh_L_ND_A_10.c3d	113_F_P_sh_L_ND_A_10.c3d	113_F_P_sh_L_ND_A_10.c3d	113_F_P_sh_L_ND_A_10.c3d	113_F_P_sh_L_ND_A_10.c3d	113_F_P_sh_L_ND_A_10.c3d	113_F_P_sh_L_ND_A_10.c3d
7	0.188365	0.377396	0.332667	0.210725	0.219624	0.165462	0.234299	0.057976	0.366432	0.249914	0.449311	1.098233	0.536704	0.710841	0.300175	0.083755	0.225212	0.311881	0.492881	0.688263	0.428941	0.380937	0.201442	0.058749	0.211305	0.224714	0.371246	0.302760	0.160120	0.114082	0.307296	0.484491	0.514142	1.038795	0.760025	0.925338	0.614558	0.358603	0.138739	0.026551	0.285355	0.186677	0.493700	0.431534	0.134807	0.224528	0.222264	0.439277	0.502952	0.550937	0.484405	0.278972	0.548063	0.273092	0.161752	0.074300	0.303104	0.756311	0.223252	0.243846	0.285899	0.123421	0.380106	0.051875	0.297493	0.266326	0.223225	0.341697	0.435209	0.394910	0.202252	0.024963
8	0.199252	0.374030	0.309453	0.194614	0.200845	0.164880	0.209425	0.083590	0.335721	0.254595	0.404307	1.076523	0.530477	0.513736	0.318798	0.098279	0.226698	0.284588	0.490557	0.633424	0.427698	0.378055	0.153285	0.058530	0.210949	0.223764	0.370854	0.366620	0.166266	0.145970	0.328129	0.304747	0.560907	1.033728	0.819721	0.932810	0.716632	0.624337	0.145028	0.030876	0.308470	0.187262	0.542318	0.451408	0.135051	0.240965	0.235003	0.439219	0.619759	0.546708	0.576596	0.282519	0.570555	0.279364	0.174800	0.077306	0.305746	0.780219	0.240556	0.267488	0.285173	0.121518	0.382047	0.047022	0.291382	0.274045	0.244745	0.324040	0.425714	0.361461	0.203378	0.034906
9	0.207453	0.384739	0.283917	0.180163	0.183575	0.263129	0.175752	0.102203	0.379176	0.257619	0.411201	1.065825	0.514047	0.394221	0.290622	0.099988	0.238487	0.253018	0.474905	0.637486	0.447641	0.490808	0.130528	0.060308	0.208621	0.228770	0.371267	0.442372	0.175099	0.148084	0.362883	0.206928	0.597441	1.058141	0.871479	0.933493	0.809916	0.654730	0.179424	0.032379	0.327212	0.191757	0.574365	0.459083	0.138248	0.243722	0.235213	0.437622	0.726282	0.600604	0.646436	0.282980	0.575445	0.284146	0.173853	0.077314	0.325767	0.818124	0.250539	0.278199	0.290686	0.118343	0.384311	0.044662	0.283876	0.275945	0.257167	0.319196	0.414243	0.354625	0.210989	0.043013
10	0.210605	0.387143	0.275130	0.176496	0.194511	0.268711	0.176146	0.104641	0.440630	0.231381	0.432914	1.089045	0.299619	0.383590	0.256027	0.098512	0.268293	0.230270	0.460738	0.665803	0.468821	0.607077	0.137268	0.058239	0.209301	0.247741	0.373066	0.501935	0.178250	0.146332	0.375677	0.208711	0.588574	1.089510	0.916491	0.932477	0.775086	0.715328	0.177163	0.033740	0.325660	0.204727	0.555718	0.452463	0.148665	0.244312	0.247365	0.406147	0.774991	0.724025	0.673351	0.274913	0.603805	0.287944	0.177241	0.077717	0.398147	0.865722	0.252281	0.280744	0.313384	0.114713	0.386314	0.044802	0.293797	0.239902	0.257040	0.319222	0.415403	0.355705	0.212947	0.048283
11	0.257759	0.385654	0.337677	0.176617	0.228112	0.288904	0.182467	0.128573	0.499940	0.169041	0.434072	1.339898	0.256616	0.376323	0.221009	0.089199	0.305588	0.226571	0.449765	0.685240	0.459405	0.625376	0.136020	0.059475	0.215699	0.270918	0.413451	0.534662	0.182014	0.144490	0.374258	0.209545	0.567153	1.078202	0.939673	0.931216	0.767247	0.822951	0.168852	0.035061	0.326782	0.226990	0.540022	0.443890	0.159802	0.246944	0.271851	0.352821	0.786795	0.869242	0.696814	0.238192	0.594932	0.315304	0.178817	0.078635	0.439717	0.776731	0.263987	0.281201	0.316120	0.147678	0.386430	0.045534	0.307599	0.212488	0.254418	0.323485	0.399383	0.350913	0.208017	0.048124
12	0.282175	0.413195	0.441571	0.173520	0.273720	0.338942	0.179201	0.140284	0.518344	0.114017	0.432547	1.824617	0.218853	0.297967	0.222810	0.082704	0.331734	0.245202	0.451313	0.678899	0.435667	0.718386	0.144427	0.059760	0.217352	0.286057	0.462781	0.549467	0.169503	0.166232	0.361595	0.208583	0.569269	0.993427	0.947545	0.930186	0.768834	0.853676	0.172564	0.035850	0.334229	0.242664	0.541259	0.445647	0.183326	0.248914	0.277914	0.335648	0.776353	0.944005	0.701784	0.192251	0.529813	0.309242	0.180219	0.077547	0.454691	0.726415	0.269782	0.283245	0.321618	0.282614	0.386440	0.045639	0.324124	0.202140	0.255251	0.339620	0.384069	0.313101	0.220267	0.051129
13	0.317316	0.469538	0.523717	0.162021	0.258148	0.393957	0.151166	0.143391	0.511565	0.112495	0.438730	2.057707	0.211952	0.258290	0.250117	0.099371	0.340802	0.251117	0.446309	0.632835	0.461022	0.833896	0.142624	0.057805	0.217376	0.323771	0.481113	0.552298	0.146046	0.201327	0.363346	0.222700	0.570701	0.858194	0.947177	0.926434	0.766620	0.854841	0.172080	0.038028	0.355876	0.258483	0.553702	0.452041	0.218711	0.247553	0.280034	0.333781	0.759970	0.973257	0.709508	0.171119	0.518913	0.302969	0.188677	0.076312	0.457063	0.700898	0.281543	0.289830	0.322500	0.338692	0.385570	0.045586	0.337416	0.222475	0.263359	0.364975	0.381736	0.253331	0.247052	0.055746
14	0.328263	0.514209	0.547833	0.157224	0.245624	0.406197	0.132133	0.145307	0.496874	0.116629	0.425025	2.058484	0.128263	0.227223	0.216701	0.094792	0.337811	0.250968	0.450618	0.583090	0.445191	0.855484	0.137265	0.057465	0.219784	0.357972	0.479583	0.553008	0.165055	0.200291	0.392333	0.232005	0.568532	0.749861	0.941257	0.901083	0.799871	0.883034	0.181609	0.037198	0.392531	0.258247	0.590444	0.452210	0.244810	0.238480	0.278730	0.314865	0.747054	0.978731	0.746881	0.168748	0.508838	0.279175	0.207822	0.072092	0.463211	0.681602	0.280504	0.295797	0.309268	0.355191	0.367498	0.044990	0.339459	0.237109	0.264764	0.392373	0.367135	0.201335	0.282121	0.061935
15	0.328751	0.547505	0.549119	0.156165	0.251537	0.406870	0.153615	0.146652	0.489190	0.116515	0.380692	2.073226	0.115069	0.180270	0.187351	0.098461	0.343694	0.250383	0.437816	0.555647	0.444093	0.854805	0.137405	0.060337	0.229212	0.367457	0.473899	0.565715	0.163397	0.205523	0.398650	0.234985	0.560115	0.706971	0.920901	0.845954	0.814683	0.917603	0.188585	0.037845	0.415505	0.256291	0.635396	0.450173	0.317120	0.227176	0.278389	0.245593	0.746804	0.975748	0.820269	0.169619	0.509497	0.282923	0.213228	0.067670	0.464565	0.675714	0.292430	0.293035	0.301616	0.421130	0.323406	0.046146	0.346155	0.229127	0.267003	0.408635	0.437217	0.194137	0.300598	0.063549
16	0.337371	0.572352	0.548459	0.153139	0.270361	0.406336	0.171572	0.143514	0.497778	0.117688	0.358609	2.256657	0.151611	0.181673	0.231698	0.126436	0.343380	0.250408	0.418841	0.544676	0.452709	0.860335	0.131775	0.056723	0.227984	0.369512	0.492978	0.577532	0.162528	0.208214	0.403142	0.226778	0.544785	0.693691	0.884984	0.765654	0.791226	0.903940	0.195968	0.035502	0.416944	0.304004	0.640160	0.453797	0.384179	0.261268	0.280046	0.154404	0.755399	0.965491	0.870840	0.176659	0.509918	0.292104	0.209057	0.063122	0.483732	0.683142	0.329647	0.278081	0.340888	0.437670	0.256600	0.045700	0.362969	0.219892	0.269859	0.413564	0.425889	0.180424	0.301109	0.064208
17	0.352781	0.571004	0.560559	0.153483	0.275605	0.410293	0.176373	0.129833	0.527678	0.129004	0.339997	2.585594	0.164811	0.176721	0.257695	0.136956	0.343432	0.246698	0.385065	0.540329	0.449052	0.859475	0.130798	0.060782	0.225121	0.362777	0.568409	0.585276	0.174207	0.191220	0.461859	0.208844	0.534544	0.699535	0.840840	0.680279	0.708615	0.746345	0.216361	0.031502	0.416924	0.410695	0.639157	0.471574	0.400525	0.302662	0.281508	0.106861	0.773402	0.946993	0.918056	0.186082	0.499300	0.300403	0.193305	0.063821	0.487084	0.683075	0.424891	0.255851	0.395408	0.438445	0.222008	0.039271	0.383855	0.254234	0.276304	0.413041	0.376343	0.174090	0.298976	0.066899
18	0.361160	0.595249	0.606556	0.155285	0.323783	0.394987	0.195893	0.121438	0.571604	0.156738	0.342408	2.825231	0.168029	0.172130	0.258011	0.143164	0.343907	0.247194	0.363968	0.540574	0.422538	0.808042	0.132952	0.064151	0.216493	0.384948	0.612980	0.585974	0.192023	0.191226	0.469971	0.159836	0.559736	0.722351	0.808613	0.619012	0.655449	0.696072	0.171634	0.034830	0.417329	0.480955	0.632306	0.510917	0.398289	0.310128	0.272894	0.090500	0.804722	0.935592	0.942183	0.201815	0.439640	0.300563	0.200288	0.063446	0.490986	0.692481	0.469627	0.242724	0.400031	0.437947	0.221872	0.035808	0.393962	0.300255	0.268606	0.401910	0.352453	0.155421	0.300688	0.070277
19	0.374205	0.640802	0.681321	0.157243	0.362580	0.519125	0.208948	0.117883	0.605391	0.189630	0.355785	2.888229	0.163086	0.149479	0.246342	0.252279	0.341203	0.247394	0.356793	0.523836	0.362563	0.673048	0.126160	0.063477	0.219818	0.401441	0.609966	0.576591	0.199851	0.195115	0.462362	0.128662	0.552415	0.766061	0.785496	0.597552	0.480319	0.666020	0.168562	0.039259	0.429184	0.481259	0.623805	0.540382	0.405524	0.330147	0.239405	0.083855	0.846130	0.940244	0.950712	0.213514	0.466037	0.302298	0.222618	0.058913	0.487848	0.744811	0.465036	0.240987	0.391735	0.437737	0.224537	0.034342	0.393699	0.331854	0.270955	0.382702	0.361081	0.165522	0.294369	0.074015
20	0.381061	0.690940	0.714254	0.146929	0.350097	0.533517	0.212277	0.092388	0.621651	0.223032	0.350091	2.895320	0.154667	0.129101	0.212008	0.311080	0.333125	0.254644	0.355347	0.488288	0.333481	0.616731	0.136313	0.062787	0.228154	0.403227	0.576359	0.567713	0.231056	0.197071	0.468371	0.126721	0.547115	0.790639	0.805769	0.598914	0.472561	0.509547	0.166635	0.038038	0.444377	0.541703	0.621763	0.548117	0.405865	0.373757	0.227712	0.084056	0.864117	0.950408	0.953786	0.220720	0.495548	0.298907	0.231288	0.049704	0.479235	0.781548	0.479813	0.240018	0.437944	0.451510	0.172244	0.034546	0.393463	0.355186	0.259728	0.356277	0.355678	0.167809	0.291040	0.073622
21	0.403770	0.689512	0.747768	0.122188	0.332241	0.556015	0.217463	0.079547	0.628346	0.243619	0.347020	2.894194	0.149010	0.059818	0.208275	0.387488	0.313798	0.267133	0.355314	0.458689	0.269003	0.538263	0.155338	0.061680	0.212253	0.404879	0.564616	0.560226	0.290636	0.214190	0.470528	0.128220	0.546065	0.792962	0.853171	0.580960	0.499978	0.423154	0.165501	0.037103	0.441169	0.625324	0.599742	0.528549	0.408125	0.404198	0.223603	0.080180	0.865963	0.963698	0.951287	0.218419	0.514854	0.295984	0.239917	0.040641	0.467802	0.791414	0.497919	0.230285	0.468587	0.471611	0.163256	0.034495	0.388861	0.381070	0.239900	0.334474	0.347710	0.166238	0.287571	0.069744
22	0.425738	0.673240	0.756002	0.098463	0.336748	0.598095	0.217812	0.075658	0.634332	0.259986	0.360143	2.893541	0.117695	0.057340	0.197642	0.517323	0.321016	0.266036	0.295394	0.437477	0.186732	0.301418	0.153175	0.060760	0.187831	0.409087	0.565033	0.557909	0.300500	0.310012	0.456677	0.107029	0.540601	0.788055	0.882068	0.528290	0.502728	0.415093	0.163151	0.034623	0.430048	0.669437	0.586584	0.498011	0.408528	0.412156	0.220775	0.073513	0.867680	0.984025	0.937302	0.217548	0.500250	0.285873	0.247592	0.039787	0.482511	0.805091	0.532619	0.210002	0.467711	0.481782	0.197856	0.034050	0.377218	0.391144	0.254522	0.335498	0.345349	0.166421	0.285281	0.067265
23	0.434592	0.691585	0.762835	0.093701	0.351426	0.624823	0.227896	0.126347	0.633730	0.287360	0.361851	2.893256	0.084016	0.059546	0.153240	0.528932	0.354077	0.250468	0.206351	0.426660	0.198633	0.180264	0.160652	0.069133	0.177979	0.427254	0.584573	0.557385	0.289709	0.345399	0.399963	0.089016	0.537599	0.772380	0.890654	0.441197	0.450733	0.375484	0.154956	0.034701	0.421148	0.691950	0.580550	0.484417	0.407883	0.412659	0.185187	0.058837	0.845642	0.996473	0.894551	0.230736	0.455018	0.285158	0.252883	0.039282	0.487115	0.804755	0.592687	0.187884	0.534041	0.482386	0.266282	0.041583	0.358878	0.392764	0.300728	0.349078	0.340043	0.164314	0.284772	0.066230
24	0.429844	0.733552	0.845460	0.120045	0.345325	0.641072	0.222361	0.217029	0.615507	0.348402	0.357597	2.881908	0.065145	0.111505	0.126189	0.528712	0.376601	0.229221	0.223906	0.424163	0.202011	0.180750	0.147737	0.071158	0.180793	0.429744	0.605628	0.540513	0.373393	0.379247	0.387750	0.091921	0.540263	0.735953	0.884503	0.356020	0.417979	0.265929	0.144122	0.034864	0.404604	0.695548	0.528794	0.498678	0.403855	0.412029	0.168878	0.049175	0.771048	1.028744	0.844009	0.257424	0.439201	0.262369	0.251613	0.038131	0.462691	0.768221	0.642208	0.181103	0.658380	0.500776	0.318535	0.058380	0.341988	0.398195	0.356278	0.366721	0.342877	0.171061	0.280884	0.067769
25	0.426320	0.757112	0.898514	0.129499	0.342084	0.640189	0.228866	0.270184	0.577243	0.395103	0.325799	2.853039	0.063212	0.129372	0.129860	0.520370	0.370086	0.217338	0.251958	0.373370	0.188466	0.157877	0.173502	0.068319	0.189053	0.428043	0.641321	0.496576	0.400716	0.415385	0.386918	0.097573	0.541666	0.702589	0.856272	0.288633	0.398728	0.232165	0.172957	0.033782	0.398628	0.701793	0.502602	0.528896	0.402106	0.411271	0.157646	0.100958	0.668193	1.035637	0.816332	0.277274	0.389835	0.237667	0.251207	0.033473	0.397629	0.686472	0.697419	0.189452	0.711275	0.456419	0.325529	0.066127	0.370277	0.424264	0.363625	0.377910	0.339666	0.180731	0.259959	0.065191
