	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d
26	0.120272	0.107825	0.378669	0.491744	0.141750	0.297198	0.147307	0.467521	0.380437	0.090897	0.548461	0.417024	0.050357	0.257507	0.136405	0.441005	0.058346	0.110710	0.367850	0.138301	0.420194	0.371389	0.070159	0.131082	0.070729	0.146976	0.224397	0.258692	0.149651	0.153096	0.292727	0.291531	0.271014	0.284632	0.335959	0.300614	0.199310	0.442568	0.100181	0.101644	0.109724	0.147239	0.270431	0.337540	0.076124	0.289782	0.060341	0.140168	0.319215	0.113976	0.159237	0.092925	0.068558	0.236240	0.116566	0.185007	0.421378	0.399350	0.160261	0.419498	0.090016	0.252153	0.127731	0.168323	0.275160	0.112398	0.175675	0.126455	0.064715	0.145437	0.134403	0.065316
27	0.121141	0.110696	0.378985	0.409198	0.171957	0.351552	0.199845	0.458740	0.555579	0.100796	0.566424	0.400406	0.048539	0.271718	0.138216	0.394865	0.054248	0.117437	0.485211	0.140678	0.436782	0.364126	0.057850	0.127765	0.067268	0.173497	0.278580	0.261225	0.146805	0.169029	0.269597	0.271096	0.266857	0.284370	0.346753	0.307149	0.224082	0.444236	0.096569	0.139350	0.118524	0.163629	0.264191	0.319930	0.089240	0.236438	0.127536	0.097510	0.302583	0.103447	0.169636	0.091368	0.071411	0.268379	0.178501	0.184323	0.404933	0.362526	0.170754	0.332511	0.106298	0.250316	0.128464	0.174393	0.288793	0.126401	0.175353	0.130751	0.076633	0.149241	0.140495	0.058173
28	0.121648	0.109232	0.379408	0.450482	0.175374	0.358750	0.242940	0.462971	0.684347	0.100035	0.565999	0.387949	0.132637	0.307346	0.137687	0.380305	0.049156	0.118341	0.533435	0.177122	0.437252	0.344980	0.058535	0.130727	0.082328	0.201274	0.313825	0.261539	0.147703	0.188191	0.268115	0.268285	0.321167	0.330797	0.349291	0.308249	0.255218	0.450695	0.120172	0.257629	0.142427	0.171872	0.259154	0.285041	0.090813	0.222033	0.144196	0.109840	0.287050	0.130876	0.197353	0.106991	0.077914	0.277163	0.220212	0.189405	0.335537	0.332302	0.168041	0.263199	0.212790	0.225893	0.131235	0.176838	0.312532	0.132409	0.175599	0.133132	0.086092	0.156810	0.171646	0.092802
29	0.119784	0.100684	0.376890	0.441786	0.191406	0.357591	0.248705	0.363151	0.685467	0.097987	0.489008	0.378865	0.291801	0.378484	0.142297	0.364884	0.044694	0.119640	0.546269	0.217334	0.438443	0.329187	0.050494	0.140784	0.097566	0.203809	0.315785	0.256495	0.141784	0.190215	0.219663	0.329324	0.353969	0.383903	0.354828	0.305954	0.429947	0.457220	0.229376	0.310394	0.154791	0.173277	0.257582	0.246829	0.083619	0.214360	0.179755	0.162795	0.280548	0.177410	0.188960	0.128320	0.131256	0.307659	0.339115	0.208858	0.305570	0.323782	0.170678	0.261919	0.236501	0.225393	0.209298	0.175212	0.294513	0.132549	0.256676	0.133305	0.159090	0.163381	0.243453	0.190711
30	0.119268	0.101139	0.416818	0.395604	0.197366	0.373643	0.269970	0.308473	0.683309	0.102157	0.439594	0.355224	0.374094	0.423390	0.106146	0.322799	0.045496	0.106029	0.552935	0.216658	0.433047	0.329333	0.064261	0.149716	0.106048	0.217625	0.324622	0.251981	0.112809	0.249867	0.160961	0.339177	0.370288	0.446492	0.364964	0.301881	0.522018	0.428754	0.264002	0.449306	0.161615	0.172140	0.232787	0.208497	0.084283	0.202303	0.195055	0.208588	0.278389	0.188805	0.172268	0.171217	0.135869	0.353808	0.437765	0.193539	0.301692	0.232563	0.191238	0.265616	0.249530	0.181409	0.293010	0.198722	0.254955	0.128648	0.278339	0.209389	0.224798	0.220122	0.299889	0.193779
31	0.109590	0.097653	0.421714	0.768319	0.198864	0.450234	0.296848	0.246351	0.679070	0.113267	0.425796	0.338592	0.415970	0.433499	0.146301	0.305092	0.046258	0.089020	0.561071	0.356059	0.405633	0.300879	0.109795	0.145721	0.101719	0.224113	0.343108	0.252603	0.097218	0.262740	0.165713	0.396242	0.368779	0.502521	0.429519	0.299233	0.525860	0.400779	0.266722	0.581775	0.165519	0.170591	0.225609	0.190333	0.086353	0.166004	0.207426	0.258103	0.203875	0.189970	0.164614	0.204227	0.183758	0.327514	0.470698	0.205082	0.272222	0.164016	0.193365	0.269144	0.349046	0.242779	0.384246	0.206516	0.250836	0.129585	0.281002	0.263972	0.244725	0.267716	0.404475	0.229002
32	0.107617	0.101348	0.381686	0.774862	0.197048	0.552861	0.300004	0.237142	0.674975	0.128205	0.421654	0.335012	0.506371	0.523247	0.240155	0.308860	0.041228	0.078336	0.548850	0.406151	0.384851	0.298298	0.183115	0.146183	0.095601	0.228256	0.351993	0.257505	0.091639	0.256260	0.295801	0.420209	0.370994	0.507883	0.452801	0.294968	0.531356	0.369510	0.274801	0.589875	0.168452	0.174599	0.231709	0.187503	0.086860	0.141410	0.244381	0.312681	0.099890	0.199706	0.157780	0.206238	0.196868	0.305828	0.634289	0.265260	0.252906	0.200951	0.257451	0.270528	0.437677	0.280128	0.407750	0.218065	0.264150	0.133591	0.278807	0.265689	0.265581	0.264858	0.467588	0.239712
33	0.109080	0.098776	0.381737	0.814973	0.196347	0.641071	0.299662	0.394560	0.673670	0.129269	0.412372	0.332715	0.913900	0.653727	0.264683	0.290249	0.046599	0.087532	0.531485	0.411162	0.380518	0.285433	0.195288	0.142481	0.106772	0.248504	0.347972	0.260476	0.081637	0.257131	0.454763	0.418308	0.372217	0.507761	0.443831	0.288319	0.536507	0.324702	0.305457	0.590489	0.168363	0.195998	0.233101	0.205878	0.083438	0.125871	0.257936	0.331119	0.057660	0.206527	0.157496	0.205130	0.200818	0.302660	0.654924	0.275662	0.182509	0.224741	0.256527	0.265208	0.438677	0.274069	0.515368	0.220478	0.280367	0.137830	0.309168	0.282928	0.268121	0.261174	0.543260	0.303844
34	0.136063	0.087205	0.356329	0.849334	0.196724	0.668234	0.293949	0.408863	0.669492	0.141304	0.382990	0.307936	0.931965	0.651404	0.285043	0.332537	0.096406	0.107128	0.594227	0.417652	0.285117	0.273511	0.253516	0.157098	0.162204	0.258265	0.343375	0.243228	0.088738	0.259012	0.496580	0.443376	0.362662	0.489289	0.444896	0.283141	0.527820	0.282544	0.347379	0.614174	0.187216	0.224759	0.241562	0.242909	0.081025	0.126945	0.265659	0.338782	0.047984	0.223834	0.158433	0.208520	0.198267	0.288864	0.658384	0.330040	0.162372	0.223924	0.269514	0.249943	0.442346	0.281310	0.656093	0.234190	0.292121	0.140806	0.382486	0.287476	0.280960	0.259098	0.592481	0.372367
35	0.156302	0.130805	0.489764	0.846121	0.188555	0.672890	0.288491	0.402566	0.657722	0.146665	0.332169	0.267939	0.932143	0.648783	0.371819	0.343227	0.126802	0.126830	0.598999	0.446442	0.199980	0.245680	0.288833	0.212067	0.188085	0.247873	0.343360	0.220410	0.129328	0.259931	0.498971	0.450090	0.346384	0.466499	0.450134	0.282782	0.509454	0.301180	0.353712	0.629481	0.250990	0.242028	0.243778	0.269910	0.075895	0.126952	0.243467	0.344269	0.056490	0.220881	0.159956	0.234165	0.196486	0.249820	0.655762	0.350642	0.160932	0.237219	0.288665	0.276286	0.445611	0.289414	0.657131	0.238903	0.296150	0.145236	0.437730	0.286858	0.280593	0.251480	0.629701	0.400647
36	0.157562	0.336442	0.522639	0.830582	0.155222	0.634403	0.326740	0.390295	0.645694	0.158263	0.286576	0.220712	0.932816	0.634718	0.390754	0.348070	0.194613	0.125558	0.596745	0.458204	0.189569	0.249948	0.338791	0.224823	0.187743	0.236883	0.336318	0.211429	0.148480	0.273105	0.543329	0.488251	0.341926	0.459853	0.451544	0.295941	0.501520	0.328868	0.349293	0.624196	0.266495	0.256085	0.248306	0.319732	0.066500	0.121636	0.237315	0.347109	0.060983	0.216920	0.160097	0.258087	0.191314	0.266991	0.649015	0.348883	0.138264	0.238411	0.309208	0.297120	0.407094	0.283578	0.658225	0.241025	0.302680	0.144293	0.439141	0.284263	0.279615	0.262197	0.623297	0.403574
37	0.186016	0.345265	0.528093	0.836659	0.124489	0.611684	0.330015	0.417635	0.627183	0.178177	0.269483	0.207193	0.925420	0.608673	0.418779	0.380799	0.206466	0.150393	0.602011	0.453149	0.235948	0.249369	0.364754	0.236615	0.188701	0.232728	0.331971	0.217012	0.153695	0.244800	0.630369	0.498584	0.333427	0.458317	0.450853	0.318204	0.474219	0.412918	0.370558	0.607019	0.274272	0.271138	0.300369	0.384001	0.064926	0.118560	0.247353	0.333807	0.057484	0.212988	0.163707	0.259957	0.165585	0.241451	0.602695	0.340230	0.136640	0.230917	0.325885	0.366587	0.396210	0.258029	0.637568	0.234130	0.306701	0.136157	0.437433	0.336751	0.265219	0.262766	0.621540	0.397324
38	0.235215	0.347132	0.539842	0.836599	0.123492	0.607422	0.305404	0.410452	0.587285	0.175560	0.269146	0.207513	0.889868	0.558605	0.425537	0.479997	0.214601	0.156492	0.610892	0.433531	0.235252	0.255785	0.368804	0.254671	0.191840	0.229643	0.353182	0.206328	0.196204	0.241310	0.692340	0.495400	0.319421	0.458134	0.432690	0.260117	0.319528	0.412296	0.426896	0.598520	0.283100	0.283139	0.389597	0.398414	0.075627	0.119342	0.257445	0.294235	0.055816	0.210143	0.176372	0.269254	0.156877	0.234998	0.566961	0.339707	0.136850	0.224871	0.333487	0.372857	0.386761	0.253838	0.606465	0.179049	0.304492	0.123287	0.440265	0.393710	0.214340	0.259999	0.583167	0.383739
39	0.258905	0.347945	0.501570	0.591517	0.102378	0.608074	0.306924	0.406626	0.575732	0.178987	0.240683	0.202611	0.861061	0.521137	0.456632	0.489427	0.217980	0.156267	0.660175	0.431421	0.226310	0.268325	0.379166	0.269749	0.195158	0.222327	0.392481	0.209203	0.218387	0.236370	0.699994	0.531749	0.311719	0.449402	0.417033	0.200345	0.168590	0.415311	0.428440	0.545495	0.289222	0.287726	0.453835	0.401899	0.149297	0.206205	0.247878	0.268930	0.055758	0.209237	0.207773	0.290211	0.128454	0.238811	0.511440	0.302057	0.117893	0.227141	0.323310	0.398121	0.318283	0.201378	0.551277	0.175606	0.296236	0.108284	0.482530	0.419793	0.156531	0.161328	0.558472	0.385102
40	0.396724	0.392322	0.518012	0.513734	0.096041	0.601302	0.354431	0.406579	0.322907	0.185122	0.197707	0.195798	0.845390	0.522624	0.532938	0.500642	0.232412	0.175958	0.677145	0.343167	0.231778	0.282992	0.449151	0.273018	0.195109	0.206268	0.379373	0.220228	0.241785	0.160412	0.705568	0.587844	0.311060	0.440667	0.406117	0.195078	0.159702	0.410619	0.430389	0.549411	0.295827	0.283453	0.464084	0.415462	0.186871	0.278669	0.228554	0.201223	0.060891	0.214674	0.256728	0.304326	0.144704	0.283473	0.312130	0.251151	0.098830	0.242183	0.324452	0.421359	0.127672	0.120152	0.525524	0.157794	0.273794	0.092592	0.520469	0.427818	0.130039	0.149529	0.466451	0.368664
41	0.441530	0.434652	0.538197	0.450521	0.102847	0.549971	0.370593	0.403948	0.099669	0.255010	0.167511	0.186190	0.806421	0.454684	0.536388	0.452801	0.241406	0.199721	0.666725	0.298575	0.236855	0.292196	0.474212	0.271503	0.190803	0.176176	0.348272	0.219671	0.256981	0.155939	0.708601	0.585249	0.259848	0.410610	0.403097	0.202345	0.145473	0.403603	0.439267	0.564275	0.297428	0.271786	0.464468	0.442941	0.197437	0.369234	0.202409	0.209589	0.078104	0.221753	0.261568	0.301398	0.175711	0.284442	0.283544	0.235276	0.089648	0.266053	0.285151	0.436581	0.122172	0.119810	0.451663	0.150335	0.251424	0.086016	0.539408	0.430162	0.136205	0.150124	0.414980	0.345397
42	0.445181	0.451815	0.535452	0.466187	0.104959	0.445725	0.372974	0.400097	0.098773	0.279367	0.156635	0.182979	0.273082	0.259514	0.540558	0.559587	0.245409	0.239261	0.637339	0.300881	0.236147	0.292368	0.492899	0.269441	0.185595	0.172724	0.340753	0.241863	0.257666	0.155481	0.636637	0.573653	0.201354	0.351555	0.404988	0.204849	0.135090	0.367418	0.454728	0.582235	0.293473	0.261529	0.479180	0.476283	0.280610	0.542378	0.195865	0.183987	0.094918	0.210641	0.273606	0.301171	0.246398	0.291989	0.267277	0.137383	0.091233	0.336055	0.296021	0.442104	0.107473	0.103359	0.118478	0.125204	0.234036	0.128071	0.527097	0.429662	0.137208	0.142180	0.340248	0.255181
43	0.437891	0.505658	0.406506	0.443254	0.103569	0.302848	0.372797	0.248114	0.101942	0.289805	0.147558	0.218688	0.194731	0.245576	0.552804	0.658505	0.233303	0.256245	0.565257	0.306791	0.232275	0.224734	0.472606	0.246664	0.184251	0.174211	0.338760	0.270248	0.266768	0.159767	0.553603	0.573477	0.147155	0.289746	0.402735	0.206340	0.117690	0.352592	0.435398	0.556418	0.283022	0.254807	0.517977	0.498022	0.328325	0.562324	0.204165	0.184658	0.097639	0.211695	0.274796	0.284799	0.251574	0.286733	0.226712	0.079009	0.094482	0.339561	0.284649	0.438350	0.078742	0.084256	0.107862	0.108279	0.234323	0.152569	0.533983	0.386748	0.117635	0.155537	0.215660	0.205770
44	0.589609	0.409209	0.351203	0.448256	0.102859	0.236446	0.372729	0.222951	0.101646	0.295664	0.142542	0.239426	0.200350	0.246140	0.621319	0.683620	0.229151	0.249948	0.592092	0.267984	0.232172	0.199624	0.456366	0.221691	0.182126	0.172073	0.369467	0.343182	0.269395	0.197746	0.531921	0.526383	0.124403	0.167754	0.334854	0.229722	0.092290	0.331467	0.433523	0.546850	0.277696	0.257115	0.580806	0.544699	0.339817	0.562874	0.202132	0.184399	0.097702	0.218214	0.284120	0.271878	0.276591	0.265154	0.210776	0.136801	0.100403	0.367057	0.293891	0.404100	0.064766	0.098942	0.099951	0.102920	0.205885	0.162138	0.536932	0.362808	0.123914	0.157479	0.188480	0.176531
45	0.654259	0.409883	0.336796	0.462772	0.102324	0.218667	0.371022	0.217624	0.103612	0.375031	0.141201	0.321399	0.199991	0.244577	0.638490	0.686781	0.241186	0.259486	0.545285	0.270008	0.203494	0.188560	0.421743	0.189217	0.180499	0.168060	0.391398	0.377098	0.265774	0.212178	0.524770	0.511926	0.120602	0.154739	0.253613	0.259047	0.087609	0.287590	0.433093	0.545797	0.278760	0.266555	0.607156	0.552451	0.372654	0.563282	0.207991	0.190859	0.097285	0.220109	0.318016	0.273979	0.289995	0.246254	0.151317	0.193693	0.120673	0.418069	0.325179	0.403908	0.040195	0.124574	0.105237	0.253000	0.190660	0.176742	0.538378	0.363905	0.134429	0.160406	0.143213	0.146228
46	0.656614	0.438870	0.301558	0.469643	0.090365	0.164335	0.333831	0.187547	0.105843	0.387887	0.136573	0.392840	0.199905	0.242323	0.621868	0.678619	0.255579	0.271284	0.538732	0.262548	0.151708	0.205660	0.405555	0.179195	0.175245	0.140328	0.393601	0.416252	0.267593	0.204535	0.450780	0.497730	0.126753	0.157863	0.265076	0.287344	0.085829	0.152172	0.393920	0.518467	0.281337	0.273931	0.617423	0.555259	0.379080	0.564048	0.294923	0.223184	0.098671	0.269179	0.385903	0.298181	0.288975	0.210710	0.165919	0.209742	0.135072	0.497782	0.395965	0.363306	0.020308	0.165247	0.120173	0.497663	0.175330	0.194723	0.537008	0.349904	0.181506	0.221950	0.143819	0.111896
47	0.663297	0.441976	0.264291	0.428943	0.085135	0.140335	0.290044	0.108617	0.105896	0.387073	0.145905	0.457674	0.208821	0.238923	0.626535	0.643094	0.263353	0.267266	0.522963	0.257551	0.120669	0.204936	0.409228	0.159351	0.131724	0.112004	0.388818	0.444563	0.267752	0.194810	0.316162	0.502578	0.149769	0.153721	0.286368	0.303198	0.105716	0.137483	0.283446	0.504791	0.281774	0.275755	0.622221	0.555439	0.371613	0.545667	0.356261	0.223273	0.103698	0.278650	0.449419	0.324983	0.280276	0.207483	0.179404	0.211627	0.137085	0.526129	0.406804	0.358934	0.024981	0.213105	0.130212	0.539955	0.184369	0.194744	0.504901	0.347355	0.183043	0.252198	0.127456	0.076374
48	0.610216	0.421165	0.247854	0.422761	0.080841	0.138444	0.284804	0.136707	0.105946	0.407750	0.151241	0.537476	0.196231	0.247301	0.614367	0.658520	0.277823	0.276245	0.451507	0.255523	0.121631	0.199221	0.411316	0.106395	0.076847	0.113041	0.381698	0.454514	0.234421	0.187975	0.204393	0.494076	0.149003	0.156455	0.354597	0.316399	0.119595	0.142408	0.300635	0.432676	0.282002	0.265851	0.625325	0.547880	0.389634	0.519616	0.366047	0.235851	0.101569	0.299235	0.487092	0.311684	0.269143	0.147103	0.344409	0.216449	0.135647	0.526770	0.519313	0.341439	0.028725	0.299841	0.139364	0.750138	0.203270	0.193840	0.495738	0.519874	0.189722	0.274723	0.107555	0.087359
49	0.555027	0.369168	0.198945	0.435369	0.073998	0.131573	0.280334	0.157325	0.107985	0.400951	0.170246	0.536715	0.176041	0.233359	0.542026	0.644710	0.379087	0.298059	0.418876	0.235278	0.108435	0.167326	0.341728	0.088962	0.079027	0.116699	0.381766	0.453378	0.215387	0.185961	0.193343	0.416904	0.147423	0.183003	0.461152	0.329756	0.121766	0.142706	0.323329	0.285767	0.278105	0.242536	0.626470	0.524605	0.396636	0.448127	0.495880	0.251596	0.110722	0.315043	0.496799	0.289129	0.252211	0.145160	0.417080	0.219107	0.133896	0.518598	0.540384	0.313489	0.068042	0.324922	0.207492	1.012168	0.215113	0.193521	0.612074	0.731404	0.209110	0.285190	0.224024	0.258007
50	0.554781	0.347915	0.179949	0.453102	0.071325	0.127462	0.205355	0.175482	0.111839	0.412066	0.309698	0.535428	0.142283	0.233033	0.513966	0.644803	0.425549	0.313437	0.433301	0.210823	0.077813	0.140677	0.272354	0.094474	0.078642	0.117047	0.384519	0.453118	0.194184	0.201730	0.160346	0.333708	0.146589	0.208513	0.467219	0.320839	0.122574	0.141786	0.296322	0.267739	0.225469	0.223417	0.626766	0.503716	0.363763	0.273319	0.584907	0.257987	0.119643	0.314526	0.499337	0.317971	0.226349	0.131547	0.426691	0.225694	0.125877	0.502402	0.541874	0.293373	0.141230	0.341649	0.396385	1.073095	0.207852	0.197306	0.695532	0.744678	0.210158	0.292573	0.422502	0.412586
51	0.562030	0.255896	0.200921	0.408145	0.065530	0.158905	0.159423	0.181545	0.115763	0.431407	0.477681	0.583882	0.152101	0.353834	0.517901	0.555809	0.424475	0.286942	0.450286	0.199291	0.077494	0.138750	0.210765	0.097791	0.071607	0.140833	0.369512	0.468688	0.187828	0.219854	0.114149	0.338756	0.146508	0.217131	0.468462	0.312543	0.122907	0.154428	0.259619	0.230021	0.194307	0.208098	0.626695	0.490733	0.295929	0.139613	0.592931	0.275255	0.189040	0.315877	0.517483	0.361321	0.276600	0.155378	0.528685	0.266055	0.122308	0.444005	0.536026	0.287735	0.155978	0.343109	0.551999	1.079459	0.206576	0.198414	0.715125	0.719548	0.210185	0.287020	0.509935	0.437578
52	0.491621	0.232471	0.203643	0.409900	0.068686	0.199880	0.158283	0.179156	0.113877	0.443508	0.595488	0.628440	0.212364	0.476998	0.538407	0.411735	0.422976	0.267264	0.447212	0.218390	0.103335	0.146312	0.194217	0.110391	0.061687	0.209761	0.319948	0.462035	0.185860	0.223009	0.119592	0.353540	0.146352	0.215873	0.460627	0.315827	0.130592	0.165730	0.268143	0.216105	0.182525	0.190948	0.602680	0.445329	0.286717	0.135109	0.591344	0.270349	0.263145	0.316520	0.557105	0.377711	0.264048	0.174906	0.601629	0.365575	0.125447	0.437136	0.533706	0.290537	0.168758	0.344619	0.577033	1.101727	0.207778	0.212379	0.687154	0.706866	0.235029	0.278138	0.537937	0.480601
53	0.289118	0.232641	0.210708	0.361679	0.087018	0.224735	0.161059	0.178700	0.102710	0.434787	0.696419	0.665234	0.227563	0.668883	0.460898	0.386651	0.417489	0.273566	0.387434	0.217512	0.135223	0.154256	0.192896	0.110732	0.060449	0.284366	0.285655	0.482344	0.174062	0.210399	0.182267	0.403601	0.146526	0.212000	0.487526	0.324963	0.130812	0.166276	0.276710	0.216786	0.170303	0.169384	0.554694	0.423215	0.243584	0.133584	0.588564	0.270675	0.261999	0.313575	0.565893	0.390787	0.255501	0.158893	0.608824	0.392468	0.124668	0.408836	0.523352	0.269671	0.195602	0.343538	0.713240	1.096998	0.204658	0.245131	0.669648	0.709882	0.245733	0.274577	0.738459	0.618897
54	0.259852	0.186465	0.210406	0.361159	0.112034	0.254785	0.187020	0.186786	0.095038	0.403711	0.721205	0.738811	0.241008	0.696353	0.436296	0.381089	0.384144	0.292792	0.326278	0.184017	0.165461	0.180830	0.188616	0.109064	0.059609	0.344364	0.289326	0.533395	0.153428	0.187823	0.384752	0.434366	0.165593	0.220725	0.549680	0.348736	0.130953	0.170163	0.276150	0.209273	0.159028	0.151064	0.502259	0.447025	0.237100	0.135018	0.544219	0.266620	0.257864	0.299622	0.566711	0.392906	0.254044	0.154686	0.591018	0.420373	0.106354	0.373704	0.521473	0.370889	0.215785	0.347286	0.805569	1.027187	0.198289	0.258628	0.682337	0.722459	0.245864	0.270541	0.773712	0.732675
55	0.208167	0.185061	0.209278	0.386707	0.145029	0.258738	0.209058	0.194595	0.087369	0.393345	0.779564	0.752455	0.255928	0.696644	0.435673	0.362823	0.371225	0.304934	0.227793	0.174358	0.175198	0.173517	0.206405	0.188104	0.067346	0.379885	0.339098	0.559378	0.132872	0.202061	0.499065	0.435331	0.196357	0.233436	0.653469	0.384237	0.130218	0.181454	0.271192	0.206959	0.150817	0.138117	0.529324	0.529675	0.247143	0.134811	0.498073	0.268056	0.252104	0.283655	0.565106	0.402612	0.252298	0.147454	0.585946	0.422604	0.073919	0.242630	0.558178	0.363896	0.240284	0.348625	0.823683	1.006395	0.198251	0.284347	0.775960	0.744279	0.241345	0.237694	0.774307	0.750628
56	0.201834	0.189572	0.196303	0.439639	0.177184	0.259006	0.215223	0.205058	0.091390	0.386798	0.857920	0.749502	0.249748	0.697889	0.445558	0.301112	0.363067	0.311744	0.225481	0.177795	0.302833	0.189156	0.274182	0.282370	0.056082	0.390263	0.414013	0.560689	0.112968	0.270599	0.534640	0.476169	0.250437	0.250250	0.716764	0.407317	0.118814	0.208778	0.259868	0.195098	0.131466	0.138392	0.654611	0.700093	0.187920	0.110797	0.485425	0.255088	0.251785	0.274591	0.570954	0.412961	0.238451	0.148422	0.497308	0.471615	0.065467	0.167158	0.585374	0.404472	0.247780	0.299074	0.825489	0.903614	0.221654	0.298635	0.801053	0.777876	0.246265	0.216575	0.774180	0.768403
57	0.197261	0.183641	0.196558	0.429892	0.195927	0.261311	0.245556	0.242487	0.109101	0.364096	0.899898	0.744692	0.253489	0.697108	0.443513	0.250815	0.352331	0.311364	0.323796	0.240897	0.386896	0.378608	0.349976	0.287578	0.070967	0.491190	0.432780	0.523940	0.114436	0.309930	0.546335	0.543329	0.304134	0.260847	0.722919	0.399470	0.115713	0.221133	0.254612	0.177732	0.133581	0.139177	0.752126	0.698099	0.148291	0.114141	0.403206	0.201938	0.254458	0.277739	0.583511	0.428091	0.239428	0.150291	0.456663	0.502149	0.072839	0.187017	0.509085	0.437194	0.242247	0.303838	0.811688	0.639370	0.233356	0.297548	0.814944	0.801338	0.229384	0.199234	0.771357	0.770405
58	0.165212	0.187493	0.202394	0.353540	0.327654	0.300713	0.294177	0.231170	0.180146	0.287196	0.934227	0.702612	0.254042	0.695282	0.437709	0.239201	0.230717	0.285999	0.337439	0.253602	0.408857	0.446847	0.412225	0.299734	0.183557	0.547593	0.417621	0.495546	0.115768	0.399098	0.675161	0.549810	0.330601	0.260907	0.721267	0.381655	0.121599	0.231902	0.305056	0.184231	0.132063	0.141455	0.795582	0.718503	0.145812	0.117046	0.171549	0.186253	0.255611	0.283681	0.568094	0.505919	0.186566	0.135611	0.449951	0.503171	0.081313	0.188274	0.486735	0.453052	0.220588	0.363909	0.757199	0.514885	0.247123	0.327718	0.836360	0.808559	0.205257	0.187865	0.704107	0.694791
59	0.125009	0.204049	0.184289	0.329516	0.484952	0.351920	0.302296	0.238682	0.211326	0.290476	0.959821	0.683506	0.251695	0.689994	0.426437	0.232228	0.108797	0.277745	0.404549	0.320776	0.426643	0.446881	0.430602	0.314412	0.374649	0.563260	0.417417	0.460675	0.117550	0.397581	0.782484	0.547522	0.336460	0.259109	0.725034	0.362140	0.115368	0.243237	0.329653	0.162038	0.130134	0.143713	0.769773	0.794370	0.144273	0.114586	0.109379	0.156300	0.259440	0.246334	0.547578	0.540776	0.107436	0.105057	0.295861	0.471567	0.086650	0.182879	0.538908	0.456954	0.280898	0.428057	0.682541	0.625584	0.260676	0.330626	0.837016	0.814005	0.198664	0.198404	0.615099	0.649919
