	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_01.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_02.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_03.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_04.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_05.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_08.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_09.c3d	330_At_T1_sh_R_ND_10.c3d	330_At_T1_sh_R_ND_10.c3d	330_At_T1_sh_R_ND_10.c3d	330_At_T1_sh_R_ND_10.c3d	330_At_T1_sh_R_ND_10.c3d	330_At_T1_sh_R_ND_10.c3d	330_At_T1_sh_R_ND_10.c3d	330_At_T1_sh_R_ND_10.c3d
14	0.557583	0.478144	0.184990	0.369514	0.136152	0.182828	0.260650	0.285108	0.868721	0.777296	0.151944	0.337472	0.195897	0.161289	0.259243	0.369021	0.918003	0.632488	0.188055	0.406063	0.198756	0.127233	0.147311	0.174406	0.669571	0.592367	0.211810	0.254709	0.306990	0.319469	0.137281	0.286537	0.838796	0.389252	0.184870	0.212907	0.141348	0.104230	0.170221	0.164246	0.812224	0.731352	0.172868	0.212305	0.141389	0.104360	0.177554	0.414790	0.317344	0.257505	0.225009	0.209843	0.080489	0.051924	0.235668	0.185331	0.472279	0.389085	0.187640	0.168701	0.430389	0.317142	0.154976	0.169485
15	0.521353	0.425608	0.185721	0.370567	0.137116	0.202106	0.256848	0.289304	0.841703	0.776279	0.203587	0.360417	0.188679	0.158426	0.262762	0.421111	0.844251	0.588885	0.252360	0.461663	0.190015	0.129427	0.167425	0.199549	0.665626	0.592864	0.264919	0.341216	0.298529	0.319169	0.147372	0.275225	0.780220	0.353306	0.189346	0.231573	0.128550	0.109801	0.172992	0.163611	0.767666	0.732244	0.189946	0.230649	0.145088	0.119040	0.183861	0.402116	0.337927	0.270826	0.239902	0.204750	0.072804	0.048207	0.217053	0.189209	0.454694	0.345163	0.200484	0.179284	0.372862	0.251582	0.152212	0.188703
16	0.497073	0.395882	0.187632	0.372802	0.143070	0.202239	0.257351	0.301242	0.834525	0.768663	0.207886	0.363884	0.179350	0.167917	0.254901	0.421486	0.776624	0.544960	0.343473	0.580746	0.149006	0.103345	0.228400	0.224325	0.628766	0.570334	0.273361	0.435091	0.315312	0.319706	0.241589	0.298718	0.765373	0.364154	0.214752	0.227157	0.109260	0.138840	0.179022	0.146870	0.741153	0.730457	0.187481	0.235623	0.141019	0.130181	0.169563	0.389091	0.362178	0.300935	0.232175	0.204568	0.069211	0.047449	0.188885	0.227007	0.461333	0.346390	0.214366	0.200853	0.322418	0.158821	0.156490	0.209126
17	0.448905	0.369406	0.211079	0.375259	0.127162	0.187924	0.258616	0.295988	0.847607	0.631819	0.217803	0.363979	0.190047	0.156416	0.252596	0.428666	0.765178	0.537247	0.350189	0.648550	0.171568	0.095281	0.228034	0.243039	0.528926	0.527042	0.288617	0.446234	0.351877	0.325906	0.281534	0.334102	0.707038	0.382214	0.246457	0.230624	0.097464	0.137555	0.164252	0.145459	0.737895	0.725646	0.192097	0.235609	0.133916	0.132648	0.165049	0.384244	0.353957	0.300481	0.218783	0.205492	0.075083	0.048501	0.176906	0.265149	0.401012	0.308440	0.213407	0.216367	0.288343	0.149681	0.149705	0.199669
18	0.453899	0.359572	0.244719	0.363890	0.115581	0.178109	0.249547	0.281275	0.832172	0.474891	0.232219	0.362336	0.202375	0.151618	0.252489	0.452874	0.746920	0.520307	0.376015	0.650439	0.204457	0.121574	0.235651	0.237450	0.525269	0.520200	0.291180	0.458269	0.361945	0.326384	0.292364	0.331531	0.629459	0.361178	0.255724	0.231916	0.087295	0.139419	0.141968	0.142065	0.685458	0.652020	0.243424	0.222195	0.132915	0.139033	0.150364	0.336069	0.333570	0.295557	0.219023	0.241794	0.087826	0.047396	0.166336	0.269924	0.294632	0.281428	0.193586	0.217926	0.199751	0.130528	0.155893	0.160861
19	0.443619	0.395790	0.256416	0.342910	0.113524	0.177592	0.257540	0.271516	0.826787	0.384769	0.247799	0.352622	0.205300	0.155770	0.251648	0.455289	0.653906	0.477934	0.390626	0.663685	0.214569	0.157186	0.237030	0.231434	0.524538	0.515558	0.293081	0.475527	0.358036	0.323340	0.294955	0.321514	0.576811	0.375684	0.258161	0.234711	0.081766	0.151263	0.131584	0.138557	0.595216	0.503413	0.281611	0.254545	0.120310	0.135275	0.135849	0.244330	0.301086	0.294157	0.220004	0.311216	0.098854	0.048020	0.162649	0.268271	0.245491	0.341965	0.182279	0.218316	0.196583	0.131028	0.184053	0.152182
20	0.432206	0.400700	0.257739	0.364224	0.141219	0.178245	0.265410	0.273244	0.826657	0.357541	0.255471	0.322642	0.233608	0.147375	0.240700	0.455698	0.622073	0.475775	0.390826	0.688840	0.221621	0.160645	0.232667	0.229391	0.530341	0.515873	0.295017	0.502391	0.346620	0.300472	0.335845	0.317088	0.621899	0.453773	0.249083	0.235833	0.077559	0.170771	0.111313	0.138308	0.572662	0.474305	0.284786	0.288980	0.133499	0.193316	0.120442	0.228918	0.295494	0.299698	0.230569	0.351878	0.110868	0.070331	0.172199	0.270157	0.239782	0.369989	0.188073	0.221373	0.198082	0.131654	0.197435	0.156031
21	0.455042	0.441203	0.278151	0.393756	0.175885	0.196013	0.240450	0.268252	0.824386	0.348828	0.256064	0.268525	0.342981	0.135589	0.225382	0.448667	0.593796	0.429276	0.388430	0.704466	0.269365	0.301977	0.234145	0.227265	0.543673	0.495492	0.291768	0.508265	0.344447	0.294688	0.377517	0.337471	0.640909	0.481065	0.243074	0.229718	0.078670	0.172015	0.136064	0.190511	0.575916	0.460785	0.300268	0.294392	0.135260	0.206354	0.129766	0.148358	0.296211	0.303319	0.222132	0.356280	0.122943	0.110512	0.172017	0.270510	0.264333	0.429017	0.188174	0.220087	0.200562	0.131087	0.197168	0.158615
22	0.359223	0.378128	0.271083	0.391501	0.186095	0.199807	0.226716	0.243892	0.805407	0.363444	0.256111	0.226518	0.347837	0.133843	0.220564	0.449647	0.484773	0.320982	0.392075	0.701467	0.281130	0.372484	0.228896	0.232399	0.586702	0.458425	0.290460	0.484231	0.297122	0.230297	0.375229	0.338834	0.644098	0.499760	0.239342	0.217292	0.084594	0.192986	0.158858	0.179596	0.441177	0.359841	0.301848	0.288554	0.135962	0.204137	0.132501	0.165640	0.275680	0.298609	0.209666	0.358937	0.124981	0.116510	0.172254	0.269933	0.314844	0.542890	0.182275	0.219719	0.174506	0.118984	0.196200	0.157501
23	0.263825	0.355039	0.238655	0.361924	0.187885	0.216807	0.233278	0.308251	0.725851	0.321023	0.255377	0.219383	0.342399	0.139854	0.220201	0.451822	0.353781	0.225864	0.398420	0.657870	0.419243	0.517395	0.254287	0.292175	0.595147	0.433992	0.295378	0.469942	0.242960	0.125799	0.370627	0.316875	0.661084	0.510393	0.234512	0.226216	0.107521	0.208753	0.167125	0.262731	0.226467	0.172705	0.298980	0.264652	0.135981	0.208536	0.156638	0.184322	0.255580	0.287047	0.210276	0.369660	0.137435	0.124018	0.178368	0.255528	0.313480	0.546644	0.169212	0.220124	0.166038	0.116519	0.186626	0.158799
24	0.260289	0.353330	0.229095	0.314441	0.189730	0.212170	0.207376	0.397120	0.598799	0.278759	0.257460	0.209867	0.339816	0.145364	0.212085	0.431729	0.336346	0.211318	0.401574	0.615511	0.449558	0.569508	0.282086	0.318988	0.561882	0.324944	0.305035	0.469108	0.232780	0.102669	0.370535	0.301760	0.645758	0.510279	0.232238	0.245999	0.115349	0.195994	0.312379	0.394986	0.260777	0.186636	0.292935	0.260434	0.134367	0.202435	0.247681	0.187640	0.213272	0.279545	0.214783	0.391750	0.142478	0.135178	0.180457	0.232769	0.313417	0.548455	0.150659	0.202878	0.168044	0.126663	0.180769	0.160619
25	0.261212	0.345050	0.228735	0.316278	0.188531	0.246070	0.192205	0.423879	0.513717	0.273392	0.250267	0.182067	0.348681	0.146500	0.152793	0.360583	0.293114	0.211092	0.401490	0.616519	0.446650	0.574389	0.319643	0.310743	0.552991	0.263983	0.306453	0.479352	0.244595	0.153429	0.369662	0.292375	0.613725	0.500623	0.220077	0.237820	0.135598	0.199602	0.564722	0.499066	0.303794	0.214103	0.269629	0.247774	0.122051	0.214859	0.283983	0.193284	0.232686	0.247388	0.209154	0.405341	0.143067	0.142689	0.181769	0.230468	0.312299	0.546333	0.154450	0.182431	0.168832	0.142783	0.181354	0.158679
26	0.259330	0.341961	0.238922	0.366399	0.192768	0.273085	0.183910	0.425535	0.467139	0.268486	0.208081	0.126015	0.353826	0.154973	0.133782	0.282336	0.217281	0.201994	0.395270	0.630349	0.432303	0.572196	0.323472	0.324023	0.552134	0.224810	0.301355	0.489590	0.239944	0.223582	0.328934	0.277843	0.632669	0.507946	0.209532	0.208755	0.177360	0.207607	0.606547	0.512588	0.318863	0.207904	0.257987	0.229861	0.098830	0.212704	0.290144	0.193163	0.281655	0.237332	0.206920	0.399583	0.145936	0.147634	0.171430	0.220204	0.316880	0.545636	0.181876	0.190129	0.172069	0.204759	0.184290	0.158639
27	0.255997	0.342003	0.246677	0.398049	0.242573	0.266342	0.201833	0.445968	0.485070	0.296154	0.184000	0.059767	0.360647	0.247999	0.132580	0.268507	0.166442	0.198712	0.393998	0.621110	0.420204	0.564051	0.367614	0.332810	0.551097	0.207800	0.255480	0.447211	0.191903	0.278840	0.281150	0.227511	0.736323	0.637673	0.214244	0.193850	0.207628	0.196112	0.686475	0.539633	0.334368	0.205893	0.254135	0.224010	0.099162	0.211160	0.318334	0.214834	0.271922	0.238236	0.193025	0.400756	0.145689	0.155990	0.164696	0.179441	0.324150	0.547220	0.206285	0.198234	0.181116	0.288908	0.176846	0.160069
28	0.265344	0.347812	0.244631	0.405922	0.320384	0.319084	0.225684	0.497466	0.398937	0.319701	0.190817	0.083480	0.386021	0.364505	0.132541	0.259729	0.167400	0.193838	0.346425	0.567140	0.414138	0.560609	0.395926	0.357999	0.505440	0.200174	0.244800	0.364140	0.156217	0.290166	0.265624	0.217825	0.744396	0.667394	0.179650	0.202763	0.221224	0.199267	0.795815	0.625495	0.333851	0.197917	0.248601	0.220876	0.076328	0.172387	0.343757	0.224768	0.240077	0.214038	0.173712	0.400327	0.183166	0.201797	0.157822	0.098344	0.318307	0.549844	0.194854	0.190850	0.163034	0.297257	0.175800	0.150513
29	0.280687	0.362184	0.218238	0.403736	0.340516	0.351189	0.231331	0.527589	0.258669	0.318180	0.179576	0.114818	0.378805	0.398570	0.134094	0.207423	0.141944	0.191401	0.302722	0.445442	0.404711	0.551793	0.422432	0.366735	0.460683	0.193927	0.228526	0.359049	0.217490	0.341199	0.261539	0.246961	0.748913	0.663070	0.155369	0.197271	0.267318	0.217765	0.835547	0.681471	0.349282	0.198955	0.195890	0.218650	0.081050	0.157660	0.337129	0.211581	0.237380	0.193098	0.168203	0.402390	0.180504	0.219808	0.158207	0.064953	0.340752	0.564798	0.197454	0.179465	0.208677	0.379529	0.163549	0.127012
30	0.263200	0.348561	0.190564	0.398481	0.341282	0.356477	0.231583	0.536077	0.254642	0.326790	0.159167	0.119363	0.393826	0.410962	0.134527	0.195143	0.145915	0.183352	0.315833	0.383279	0.369652	0.463427	0.435261	0.382100	0.474921	0.238206	0.207218	0.352936	0.267769	0.416370	0.221606	0.279585	0.746806	0.666917	0.193566	0.194945	0.296270	0.207222	0.840469	0.704055	0.374222	0.213967	0.127687	0.182395	0.082362	0.158344	0.337416	0.196293	0.235593	0.192602	0.168528	0.402617	0.175966	0.219689	0.135523	0.064865	0.341251	0.551213	0.211504	0.177708	0.285115	0.469499	0.162393	0.117096
