	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d
27	0.167296	0.207248	0.151294	0.178054	0.109154	0.210978	0.195549	0.275663	0.088223	0.169303	0.114373	0.302526	0.241383	0.607199	0.114476	0.221265	0.189931	0.243088	0.117981	0.143025	0.087952	0.142427	0.200531	0.230538	0.138094	0.363362	0.083454	0.178434	0.154321	0.302220	0.067253	0.184723	0.078063	0.131040	0.277898	0.476850	0.163129	0.284473	0.102422	0.295326	0.156746	0.235981	0.166756	0.319065	0.115355	0.174346	0.125538	0.248701	0.168525	0.369337	0.136513	0.185207	0.060175	0.088855	0.102234	0.144298	0.066247	0.135640	0.169364	0.196567	0.101440	0.209253	0.106818	0.250113	0.061663	0.176204	0.122577	0.225927	0.104692	0.228356	0.139455	0.280361
28	0.194338	0.241520	0.085661	0.184391	0.096779	0.205002	0.149215	0.272366	0.086007	0.177077	0.112577	0.261166	0.262159	0.620339	0.100315	0.204222	0.180897	0.228026	0.135167	0.148340	0.094351	0.224818	0.158157	0.216181	0.125243	0.378230	0.066086	0.183713	0.154472	0.288861	0.070940	0.252227	0.076077	0.130758	0.201243	0.468589	0.161832	0.287236	0.102891	0.292189	0.156487	0.229439	0.190351	0.315751	0.115566	0.196433	0.106760	0.257745	0.163232	0.366515	0.163668	0.182600	0.054532	0.085850	0.100103	0.142381	0.068440	0.138388	0.132853	0.175877	0.105721	0.213212	0.104866	0.249423	0.066070	0.186978	0.118688	0.203770	0.111596	0.228187	0.136692	0.286153
29	0.191323	0.246302	0.057456	0.187719	0.092322	0.210417	0.110290	0.267667	0.072707	0.175868	0.088801	0.247916	0.275121	0.622141	0.090464	0.236365	0.173657	0.219532	0.140818	0.154409	0.121394	0.303105	0.105945	0.155512	0.134687	0.410296	0.071629	0.180535	0.150849	0.282448	0.075573	0.259876	0.075160	0.130423	0.143354	0.450631	0.158451	0.284151	0.097355	0.315069	0.174281	0.243360	0.240416	0.328516	0.119291	0.216652	0.092986	0.259452	0.154513	0.361439	0.180815	0.184182	0.068786	0.097322	0.100499	0.134791	0.066214	0.145927	0.104939	0.184825	0.105748	0.214942	0.094521	0.249129	0.077920	0.195037	0.117064	0.208039	0.107578	0.255841	0.135243	0.277147
30	0.185686	0.253057	0.056071	0.262026	0.099621	0.215573	0.103882	0.271085	0.078121	0.195285	0.086167	0.236376	0.279227	0.618627	0.101779	0.258288	0.158232	0.208337	0.144025	0.228569	0.130098	0.329716	0.104149	0.161086	0.139112	0.417805	0.074702	0.193318	0.144829	0.291055	0.075369	0.276571	0.062143	0.111687	0.105230	0.371476	0.148374	0.282775	0.106349	0.375337	0.192216	0.233244	0.286424	0.345270	0.136278	0.229412	0.077088	0.261132	0.149996	0.364000	0.189276	0.251540	0.083316	0.098807	0.097770	0.130982	0.077726	0.159086	0.105282	0.188786	0.107151	0.229197	0.089767	0.246762	0.079046	0.162419	0.150927	0.159542	0.105464	0.291680	0.143947	0.277994
31	0.185170	0.252264	0.059872	0.274453	0.102820	0.214469	0.111778	0.277812	0.080483	0.201752	0.078996	0.208778	0.280852	0.616475	0.092058	0.259503	0.161431	0.212955	0.158378	0.241121	0.132925	0.331292	0.095653	0.159483	0.138829	0.408308	0.099706	0.175519	0.137791	0.289515	0.075979	0.279465	0.058615	0.107383	0.109774	0.311918	0.132804	0.285141	0.142539	0.464280	0.181252	0.196852	0.302815	0.327069	0.159479	0.229717	0.076617	0.238843	0.153836	0.363392	0.194616	0.285854	0.093285	0.103493	0.092982	0.129860	0.083814	0.169163	0.106270	0.181669	0.099885	0.232512	0.092438	0.242736	0.070629	0.140492	0.213224	0.235705	0.104334	0.303088	0.154272	0.305388
32	0.190733	0.255209	0.060599	0.270169	0.100405	0.203473	0.125789	0.313351	0.079668	0.198756	0.069121	0.206511	0.274142	0.573500	0.080460	0.255989	0.165151	0.200824	0.185060	0.263396	0.135548	0.331614	0.096884	0.148520	0.144319	0.405870	0.202959	0.175639	0.127084	0.285630	0.072214	0.279517	0.055124	0.112781	0.124426	0.312650	0.116015	0.288388	0.176261	0.494729	0.164280	0.168478	0.299852	0.327885	0.173560	0.225149	0.069172	0.233339	0.128778	0.231470	0.194795	0.286237	0.100763	0.110505	0.089825	0.128537	0.084843	0.170015	0.105786	0.161024	0.092532	0.236783	0.092334	0.234185	0.072878	0.142037	0.223566	0.249372	0.107857	0.303119	0.163344	0.380996
33	0.196939	0.256321	0.082993	0.268174	0.089241	0.179069	0.138307	0.323359	0.077363	0.176845	0.069934	0.249149	0.236519	0.420210	0.073411	0.251760	0.099437	0.119683	0.196782	0.379712	0.136039	0.334668	0.096016	0.158356	0.136888	0.390436	0.251527	0.166002	0.117795	0.282290	0.072535	0.280433	0.054117	0.174395	0.152297	0.331469	0.101193	0.288346	0.178743	0.490187	0.151636	0.157634	0.331546	0.335292	0.173819	0.227815	0.066506	0.235593	0.090980	0.151572	0.188878	0.277357	0.103010	0.111823	0.089388	0.125881	0.084539	0.173120	0.096266	0.158238	0.091126	0.226054	0.083168	0.223788	0.082429	0.145970	0.224375	0.281769	0.113434	0.303335	0.165937	0.407475
34	0.205817	0.251622	0.119069	0.284548	0.078954	0.166000	0.136334	0.323071	0.077552	0.176534	0.072764	0.276585	0.217507	0.379783	0.077783	0.264466	0.092988	0.127262	0.207111	0.395954	0.135343	0.338287	0.077133	0.197112	0.137533	0.328094	0.284643	0.204296	0.112571	0.281950	0.079850	0.284743	0.053053	0.194363	0.164534	0.321107	0.099440	0.253363	0.195646	0.490096	0.150823	0.163862	0.358210	0.318542	0.175127	0.247770	0.060331	0.229924	0.083159	0.148355	0.172073	0.270401	0.102605	0.111733	0.099296	0.126790	0.082093	0.166347	0.087130	0.170824	0.084501	0.178201	0.080085	0.224792	0.109382	0.176103	0.217342	0.366680	0.113877	0.303623	0.169328	0.401152
35	0.215787	0.252162	0.134641	0.331131	0.068001	0.142223	0.128710	0.327220	0.080525	0.172590	0.078423	0.273119	0.216721	0.345226	0.104016	0.249458	0.089592	0.122280	0.195625	0.387374	0.133605	0.349327	0.060045	0.205910	0.146814	0.268799	0.302589	0.194507	0.109576	0.280535	0.097700	0.306962	0.046211	0.186624	0.172247	0.314119	0.096551	0.181196	0.228876	0.498175	0.153769	0.166061	0.377307	0.382095	0.175974	0.278278	0.077679	0.195400	0.080996	0.139858	0.166373	0.273697	0.102534	0.112023	0.100516	0.125670	0.072722	0.135058	0.100524	0.188737	0.084903	0.167745	0.079839	0.228993	0.133420	0.206620	0.216710	0.515758	0.120244	0.303431	0.175875	0.403358
36	0.210572	0.238668	0.133436	0.360480	0.061894	0.129318	0.125983	0.331961	0.079669	0.168790	0.111554	0.275388	0.196684	0.270825	0.188723	0.244633	0.082392	0.114224	0.199580	0.390098	0.133138	0.367536	0.055420	0.235514	0.156867	0.266385	0.331904	0.203394	0.108975	0.271357	0.112870	0.315791	0.086299	0.208803	0.206355	0.289343	0.101412	0.135729	0.239746	0.503976	0.167071	0.178550	0.380902	0.363510	0.178699	0.284657	0.113252	0.189293	0.080908	0.124584	0.219214	0.263362	0.106027	0.114795	0.101290	0.126214	0.076915	0.142938	0.129298	0.264119	0.109325	0.176517	0.084435	0.162421	0.140818	0.200621	0.239221	0.530739	0.139471	0.290465	0.163668	0.409245
37	0.183390	0.190829	0.133838	0.380107	0.064264	0.128923	0.125613	0.309703	0.084027	0.168256	0.231594	0.323175	0.171714	0.231482	0.292223	0.248862	0.084333	0.116425	0.212813	0.389393	0.141631	0.385778	0.059828	0.264823	0.151917	0.224924	0.344152	0.196264	0.099880	0.207672	0.118385	0.315233	0.163226	0.322799	0.222233	0.269463	0.104226	0.133957	0.241487	0.446652	0.183503	0.194542	0.368174	0.362818	0.179369	0.283392	0.159627	0.162302	0.083584	0.123205	0.300055	0.340277	0.120357	0.125357	0.101968	0.107353	0.081545	0.146784	0.187998	0.278942	0.169290	0.192644	0.098113	0.131517	0.136687	0.184268	0.308971	0.539857	0.147338	0.268194	0.153365	0.390461
38	0.154728	0.147727	0.138219	0.369927	0.069535	0.123954	0.125566	0.271513	0.091650	0.167703	0.261966	0.390944	0.142270	0.208446	0.361501	0.246511	0.087195	0.118789	0.210773	0.364291	0.153299	0.396914	0.069085	0.269644	0.142335	0.154646	0.392380	0.197672	0.093219	0.171366	0.117222	0.316406	0.211110	0.346381	0.225448	0.261376	0.096956	0.131873	0.240336	0.435519	0.175704	0.181368	0.344149	0.343801	0.176596	0.267761	0.169896	0.160702	0.093502	0.133689	0.344448	0.354317	0.140376	0.130623	0.105339	0.094242	0.078832	0.144399	0.207249	0.291737	0.184962	0.195577	0.101104	0.131428	0.133178	0.177140	0.344670	0.542666	0.139075	0.264092	0.153636	0.389445
39	0.165088	0.143720	0.171229	0.377177	0.075162	0.123652	0.125509	0.269146	0.099917	0.156360	0.272834	0.434645	0.130243	0.226596	0.365889	0.236550	0.080067	0.103810	0.209376	0.342811	0.168505	0.407621	0.076147	0.268884	0.150913	0.136388	0.425398	0.190315	0.084504	0.136350	0.115644	0.316477	0.220717	0.358939	0.228513	0.253061	0.094793	0.130851	0.246651	0.441221	0.150587	0.152419	0.339825	0.384366	0.171714	0.252726	0.182649	0.182671	0.111106	0.150762	0.352258	0.431349	0.154657	0.132627	0.112129	0.092602	0.076600	0.147993	0.211116	0.288845	0.213101	0.257694	0.128223	0.142011	0.157985	0.196753	0.319520	0.534270	0.132961	0.256802	0.158590	0.388293
40	0.178199	0.128847	0.243506	0.328777	0.079926	0.132361	0.126253	0.266289	0.115462	0.154510	0.275380	0.573292	0.132327	0.231037	0.396732	0.222093	0.073941	0.094232	0.188739	0.319600	0.187121	0.415320	0.079118	0.263307	0.172944	0.149074	0.410193	0.190336	0.075354	0.126799	0.110303	0.233367	0.222585	0.382443	0.237891	0.276858	0.093857	0.145075	0.244548	0.420909	0.142388	0.148461	0.356032	0.441088	0.155587	0.240498	0.186342	0.184576	0.121735	0.157194	0.372952	0.455259	0.158447	0.136444	0.112040	0.092185	0.076701	0.135482	0.235187	0.339938	0.252503	0.325116	0.169584	0.156060	0.187431	0.222013	0.300983	0.527065	0.137500	0.254661	0.163603	0.383418
41	0.190775	0.136899	0.263491	0.313780	0.083780	0.133341	0.128264	0.262152	0.132664	0.160858	0.313241	0.602812	0.146797	0.228756	0.455101	0.264424	0.074633	0.089825	0.168008	0.266840	0.192820	0.374500	0.079228	0.260560	0.190908	0.151759	0.372563	0.180042	0.060078	0.124454	0.104144	0.222851	0.232613	0.403010	0.300768	0.312114	0.100401	0.155654	0.242732	0.355377	0.137414	0.152959	0.363675	0.437922	0.135159	0.235061	0.187798	0.191658	0.120435	0.158119	0.457456	0.462452	0.153680	0.132845	0.104245	0.093772	0.074949	0.123584	0.236263	0.513608	0.260830	0.338861	0.190489	0.159906	0.201080	0.234214	0.296962	0.513851	0.183002	0.235032	0.159599	0.379034
42	0.205749	0.149314	0.294189	0.358432	0.079034	0.113204	0.135138	0.258104	0.134775	0.141889	0.339047	0.588229	0.158798	0.225522	0.480134	0.310685	0.086666	0.079605	0.165489	0.181877	0.188861	0.318275	0.079062	0.255186	0.195834	0.147103	0.341882	0.161351	0.060011	0.100222	0.105277	0.201000	0.235754	0.404725	0.350859	0.346139	0.104732	0.153376	0.233476	0.261277	0.138539	0.155680	0.339052	0.443714	0.137291	0.240279	0.202257	0.214536	0.117847	0.155724	0.513873	0.464029	0.148619	0.131582	0.109557	0.092119	0.074561	0.119533	0.236769	0.561194	0.333925	0.352471	0.190199	0.163704	0.199587	0.230224	0.297764	0.483420	0.189383	0.214685	0.154857	0.371508
43	0.234864	0.164937	0.315358	0.389854	0.072580	0.098648	0.135572	0.261525	0.133545	0.144603	0.345359	0.573838	0.191711	0.251411	0.485447	0.308236	0.092219	0.081989	0.159507	0.180798	0.183718	0.297747	0.077822	0.239724	0.189758	0.133828	0.330082	0.130540	0.060087	0.086966	0.117980	0.194178	0.238057	0.385592	0.397164	0.427811	0.107935	0.151802	0.214297	0.241139	0.137758	0.147037	0.309457	0.442076	0.133567	0.229657	0.218857	0.214035	0.125734	0.163835	0.531107	0.468194	0.141468	0.129080	0.117227	0.121589	0.073630	0.111584	0.241925	0.564245	0.346189	0.348975	0.196305	0.168442	0.183606	0.191918	0.296769	0.281176	0.191668	0.210571	0.147147	0.297485
44	0.253441	0.172272	0.310638	0.385651	0.082500	0.126753	0.135241	0.219979	0.138277	0.156994	0.361767	0.574109	0.187255	0.233593	0.486187	0.298572	0.094638	0.103319	0.153285	0.178310	0.182535	0.336919	0.074935	0.240287	0.174634	0.109867	0.296246	0.179072	0.060170	0.085069	0.145310	0.202359	0.252831	0.375744	0.398165	0.696038	0.111231	0.164625	0.212268	0.242555	0.136785	0.153868	0.279711	0.384741	0.170405	0.164219	0.229104	0.212098	0.144797	0.195623	0.531684	0.464514	0.135708	0.124485	0.130361	0.170155	0.073765	0.111149	0.246896	0.567149	0.346514	0.353050	0.230225	0.169554	0.175803	0.180968	0.287828	0.215000	0.187624	0.212549	0.142661	0.214592
45	0.253501	0.169570	0.305163	0.356351	0.102268	0.163824	0.144864	0.162468	0.146636	0.167398	0.371532	0.577804	0.173055	0.205685	0.477392	0.295737	0.096384	0.132968	0.106344	0.161889	0.181505	0.372501	0.070315	0.235072	0.174638	0.107811	0.276108	0.203373	0.059455	0.087738	0.177703	0.202550	0.302784	0.384565	0.448049	0.740831	0.137426	0.211769	0.188396	0.235139	0.117086	0.155145	0.284438	0.397582	0.167141	0.110506	0.221525	0.210602	0.180325	0.246222	0.516984	0.455226	0.130571	0.134589	0.143324	0.182780	0.074049	0.112694	0.251088	0.564246	0.363592	0.385388	0.268705	0.168322	0.174708	0.182623	0.219911	0.211702	0.186302	0.214291	0.168500	0.232123
46	0.246257	0.168180	0.336679	0.329316	0.114831	0.174756	0.156965	0.140037	0.155872	0.174842	0.319770	0.559508	0.198531	0.224934	0.440451	0.294214	0.092695	0.148124	0.090641	0.167816	0.182228	0.396625	0.072778	0.279666	0.175227	0.108002	0.246985	0.208395	0.062358	0.090743	0.210749	0.203041	0.344588	0.382558	0.523237	0.794361	0.160492	0.240770	0.154468	0.219144	0.084818	0.138353	0.291196	0.402476	0.166897	0.104987	0.201350	0.199047	0.222541	0.285950	0.475568	0.416027	0.129229	0.142144	0.148559	0.188529	0.066804	0.097391	0.243360	0.531603	0.414263	0.433469	0.281468	0.161299	0.178159	0.181883	0.117939	0.192586	0.187098	0.219701	0.178518	0.310862
47	0.241371	0.167916	0.415546	0.322533	0.118540	0.175192	0.156933	0.130540	0.170952	0.184555	0.292121	0.512334	0.263130	0.249447	0.370605	0.292830	0.090304	0.172162	0.087249	0.172312	0.182861	0.403404	0.072681	0.293606	0.173412	0.108848	0.139876	0.203892	0.073173	0.138729	0.218153	0.180291	0.331893	0.294325	0.549939	0.868625	0.178563	0.248899	0.152264	0.245702	0.057954	0.127052	0.286249	0.400956	0.185345	0.129475	0.169812	0.181448	0.257021	0.296006	0.435523	0.415114	0.131952	0.142864	0.142737	0.211139	0.065885	0.093582	0.207395	0.522455	0.491847	0.485293	0.281471	0.153716	0.169414	0.167485	0.086532	0.185567	0.218369	0.280761	0.174818	0.303272
48	0.240336	0.175439	0.459685	0.329704	0.120618	0.175563	0.159448	0.142390	0.181178	0.193207	0.281093	0.479337	0.329098	0.259700	0.332106	0.277681	0.115771	0.226563	0.081867	0.175883	0.181795	0.389470	0.073215	0.321032	0.155521	0.107884	0.088860	0.214740	0.084881	0.172326	0.211126	0.139576	0.307278	0.272852	0.567276	0.897911	0.176950	0.252834	0.151713	0.328180	0.059657	0.129490	0.245173	0.332320	0.208317	0.137909	0.166808	0.176391	0.324033	0.365452	0.418582	0.347123	0.136544	0.144945	0.149986	0.216819	0.069939	0.080428	0.194183	0.522513	0.548767	0.511444	0.278076	0.164170	0.149721	0.146667	0.123213	0.178241	0.329871	0.423592	0.172430	0.291477
49	0.234135	0.189326	0.456300	0.322127	0.123978	0.176686	0.161447	0.185629	0.183594	0.206278	0.277098	0.300490	0.380375	0.252199	0.323265	0.252675	0.133273	0.257366	0.081931	0.180325	0.179168	0.369573	0.080055	0.388085	0.129284	0.094302	0.129602	0.340402	0.091328	0.177332	0.223828	0.137557	0.299596	0.273849	0.570127	0.904072	0.213382	0.302426	0.155117	0.361531	0.059985	0.123972	0.202399	0.245258	0.210280	0.143680	0.152646	0.141703	0.317539	0.360235	0.408045	0.233522	0.134810	0.141216	0.164863	0.238656	0.072081	0.065655	0.190685	0.520777	0.561542	0.536921	0.277650	0.175766	0.153668	0.200445	0.174422	0.218509	0.476033	0.497135	0.172486	0.272132
50	0.248989	0.243502	0.435847	0.327921	0.127331	0.176197	0.171909	0.192346	0.181625	0.204212	0.234719	0.214445	0.398886	0.291667	0.259459	0.247675	0.137058	0.314706	0.081115	0.132330	0.170494	0.353254	0.076857	0.393367	0.154423	0.098089	0.194382	0.417118	0.091680	0.177856	0.239460	0.157113	0.302848	0.264566	0.566679	0.900476	0.275363	0.324503	0.142666	0.355666	0.056811	0.117055	0.176340	0.227732	0.208823	0.145774	0.156600	0.141061	0.315735	0.355662	0.325943	0.219130	0.124407	0.133414	0.173984	0.292784	0.061870	0.056054	0.168345	0.457445	0.648002	0.570929	0.270392	0.176078	0.167320	0.218449	0.211399	0.222700	0.597908	0.518453	0.173069	0.264997
51	0.366555	0.357689	0.424140	0.347052	0.128812	0.172585	0.182271	0.190416	0.178441	0.207369	0.193444	0.214127	0.393678	0.290785	0.150869	0.166175	0.138415	0.322690	0.106376	0.171902	0.157867	0.345961	0.119692	0.419736	0.206394	0.122978	0.237636	0.546703	0.086460	0.180042	0.245932	0.172679	0.305138	0.241803	0.533463	0.898463	0.286999	0.319274	0.142226	0.354049	0.058574	0.113379	0.152797	0.213328	0.206638	0.145966	0.162956	0.097547	0.315945	0.355134	0.198252	0.257166	0.105295	0.127696	0.184844	0.369173	0.056659	0.055023	0.169124	0.289740	0.653123	0.538696	0.248846	0.162590	0.170479	0.217631	0.221698	0.271702	0.626622	0.560050	0.167285	0.264636
52	0.509458	0.469270	0.408344	0.318709	0.133374	0.168017	0.184664	0.192036	0.178656	0.215857	0.186794	0.216720	0.405582	0.280905	0.111373	0.103242	0.152949	0.335163	0.113656	0.301828	0.140464	0.334824	0.140535	0.421678	0.239322	0.145038	0.256898	0.619306	0.080622	0.181655	0.249936	0.171971	0.311739	0.238395	0.500473	0.893953	0.287478	0.313825	0.124818	0.346654	0.061266	0.115923	0.143927	0.211735	0.197989	0.140541	0.145544	0.067780	0.313165	0.352096	0.129452	0.265965	0.099215	0.127240	0.189239	0.417834	0.056503	0.057601	0.168227	0.235091	0.650004	0.522518	0.229265	0.159378	0.174702	0.220996	0.223144	0.333409	0.842412	0.712749	0.159854	0.266103
53	0.656006	0.532156	0.421786	0.281034	0.133434	0.164389	0.187122	0.244675	0.179677	0.219465	0.161963	0.218331	0.421702	0.288082	0.106934	0.095767	0.153139	0.329633	0.124555	0.316605	0.127430	0.320536	0.143261	0.440129	0.261515	0.175343	0.261271	0.665517	0.078049	0.181633	0.252567	0.170005	0.317643	0.234612	0.456780	0.852424	0.288209	0.310768	0.102894	0.336746	0.084530	0.114929	0.137215	0.174939	0.195949	0.145028	0.133893	0.065926	0.305730	0.339508	0.105308	0.264257	0.103309	0.119244	0.187766	0.443802	0.056828	0.062312	0.161375	0.239890	0.621972	0.506183	0.226016	0.143837	0.174257	0.219482	0.233767	0.339856	0.911751	0.740560	0.155977	0.268141
54	0.648873	0.531332	0.452454	0.284606	0.130015	0.160760	0.190312	0.349501	0.186509	0.249584	0.134844	0.207135	0.458384	0.298309	0.097824	0.099549	0.154740	0.332355	0.135023	0.343386	0.120540	0.317883	0.206307	0.477088	0.277453	0.206082	0.304623	0.700969	0.077179	0.179750	0.255439	0.166325	0.312465	0.236211	0.450609	0.650144	0.287983	0.310938	0.106309	0.346802	0.102006	0.126277	0.121028	0.132188	0.137724	0.146264	0.133678	0.071544	0.290466	0.310052	0.138489	0.392959	0.104846	0.103843	0.187476	0.447698	0.056992	0.064755	0.156646	0.215994	0.607538	0.504893	0.219161	0.138426	0.175115	0.235963	0.263877	0.370700	0.923325	0.747606	0.156378	0.274312
55	0.660822	0.588983	0.460614	0.276196	0.129417	0.159220	0.185949	0.381919	0.185772	0.246566	0.126793	0.224392	0.457932	0.293723	0.090748	0.118498	0.159234	0.323245	0.150962	0.377742	0.139590	0.317411	0.290772	0.497131	0.280223	0.212467	0.348523	0.699831	0.077678	0.179796	0.252260	0.166005	0.269954	0.223234	0.398121	0.578729	0.286703	0.308217	0.106324	0.353271	0.172527	0.174291	0.109672	0.103375	0.160591	0.164086	0.141741	0.085407	0.259591	0.268776	0.193265	0.475499	0.103193	0.094902	0.184919	0.445803	0.055798	0.062927	0.136662	0.202948	0.612637	0.506128	0.189407	0.129718	0.192487	0.285881	0.278181	0.360073	0.956541	0.758596	0.156038	0.281607
56	0.722718	0.664012	0.441462	0.267597	0.126706	0.148521	0.186681	0.383198	0.175272	0.236787	0.160893	0.272844	0.436239	0.276576	0.092461	0.108806	0.150702	0.300362	0.185066	0.377266	0.203250	0.306781	0.322757	0.524649	0.306330	0.249626	0.362720	0.700606	0.077646	0.178978	0.240863	0.159649	0.199999	0.203014	0.265463	0.500625	0.272799	0.278359	0.106308	0.357008	0.249411	0.267442	0.118135	0.104620	0.234054	0.232837	0.141452	0.093141	0.214614	0.253533	0.198336	0.481051	0.103888	0.094231	0.180038	0.440285	0.057925	0.060172	0.129747	0.202885	0.608061	0.489383	0.131843	0.130194	0.210880	0.314390	0.276842	0.351759	0.956949	0.760054	0.145566	0.317022
57	0.829776	0.716421	0.380383	0.262187	0.116411	0.119475	0.192947	0.389917	0.170098	0.228924	0.201577	0.424611	0.399666	0.268768	0.092311	0.106545	0.119143	0.259768	0.197455	0.377662	0.234713	0.261518	0.329480	0.528466	0.343230	0.279140	0.361814	0.682098	0.078342	0.176669	0.223162	0.152672	0.172496	0.202864	0.182180	0.352712	0.260847	0.256119	0.097923	0.354106	0.274882	0.303501	0.192820	0.155458	0.320884	0.299800	0.137362	0.116328	0.059474	0.107915	0.200359	0.502196	0.103952	0.091376	0.169952	0.433042	0.068422	0.070101	0.148568	0.191099	0.579174	0.445885	0.093113	0.132454	0.203187	0.284249	0.261501	0.352046	0.957054	0.765564	0.127324	0.303518
58	0.851264	0.728902	0.337331	0.253781	0.141871	0.169920	0.202780	0.402401	0.174862	0.215301	0.229004	0.429829	0.326883	0.266281	0.090984	0.102642	0.111615	0.232817	0.198546	0.382206	0.258399	0.208232	0.335876	0.542398	0.379075	0.331173	0.340739	0.622154	0.085480	0.182808	0.198424	0.152036	0.164754	0.199752	0.107406	0.265584	0.251456	0.248244	0.087730	0.301876	0.279865	0.320156	0.274734	0.231822	0.405168	0.315187	0.136730	0.135002	0.050142	0.055164	0.256524	0.512607	0.115123	0.099435	0.160410	0.435552	0.077629	0.085689	0.185283	0.182668	0.519451	0.386175	0.093358	0.137764	0.176441	0.248014	0.228413	0.464862	0.956404	0.765792	0.134532	0.294761
59	0.859382	0.733408	0.334688	0.249426	0.233691	0.293217	0.219729	0.403202	0.171689	0.208848	0.230858	0.442322	0.301881	0.260369	0.088717	0.101386	0.102666	0.190689	0.188416	0.362358	0.271182	0.158477	0.352884	0.513847	0.379027	0.354243	0.349959	0.596824	0.083484	0.162969	0.177537	0.149508	0.165041	0.177779	0.106472	0.249228	0.258067	0.238376	0.084932	0.225815	0.281615	0.327704	0.330756	0.321275	0.513047	0.441878	0.135524	0.140774	0.042058	0.050334	0.307049	0.512196	0.175117	0.171332	0.156140	0.431591	0.092205	0.110831	0.275922	0.214768	0.433853	0.328129	0.091576	0.141234	0.168429	0.250645	0.297499	0.491692	0.936178	0.718104	0.147174	0.298675
60	0.854107	0.718550	0.319611	0.238295	0.368179	0.425889	0.224492	0.401129	0.176526	0.207074	0.257974	0.455010	0.274885	0.225241	0.086563	0.097436	0.075950	0.172509	0.186064	0.307452	0.276595	0.141670	0.375111	0.512642	0.358043	0.356031	0.421837	0.717622	0.077587	0.120686	0.175637	0.152336	0.156660	0.153990	0.205828	0.376799	0.221584	0.154703	0.071848	0.180777	0.280374	0.331589	0.352743	0.373841	0.624895	0.480061	0.127051	0.140956	0.038622	0.052381	0.312462	0.493970	0.240326	0.231164	0.155540	0.422094	0.112008	0.143470	0.374108	0.262045	0.406785	0.304613	0.089022	0.130441	0.162607	0.249275	0.373030	0.446175	0.887377	0.655946	0.157956	0.308872
